"",BBK01.PQ1635,BBK01.PQ1635_FLAGS
"",Other loans to domestic employees and other individuals / Medium-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:56,
1968-10,0.641,
1969-01,0.661,
1969-04,0.696,
1969-07,0.732,
1969-10,0.757,
1970-01,0.772,
1970-04,0.824,
1970-07,0.869,
1970-10,0.926,
1971-01,0.964,
1971-04,1.050,
1971-07,1.120,
1971-10,1.181,
1972-01,1.205,
1972-04,1.295,
1972-07,1.364,
1972-10,1.428,
1973-01,1.474,
1973-04,1.563,
1973-07,1.551,
1973-10,1.619,
1974-01,1.578,
1974-04,1.615,
1974-07,1.643,
1974-10,1.657,
1975-01,1.678,
1975-04,1.780,
1975-07,1.877,
1975-10,1.994,
1976-01,2.137,
1976-04,2.387,
1976-07,2.561,
1976-10,2.609,
1977-01,2.677,
1977-04,2.893,
1977-07,3.055,
1977-10,3.204,
1978-01,3.301,
1978-04,3.570,
1978-07,3.761,
1978-10,3.901,
1979-01,3.922,
1979-04,4.123,
1979-07,4.237,
1979-10,4.474,
1980-01,4.418,
1980-04,4.463,
1980-07,4.609,
1980-10,4.695,
1981-01,4.570,
1981-04,4.670,
1981-07,4.751,
1981-10,4.758,
1982-01,4.667,
1982-04,4.764,
1982-07,4.853,
1982-10,4.917,
1983-01,4.848,
1983-04,4.976,
1983-07,5.030,
1983-10,5.109,
1984-01,4.975,
1984-04,5.100,
1984-07,5.149,
1984-10,5.115,
1985-01,5.023,
1985-04,5.030,
1985-07,5.088,
1985-10,5.687,
1986-01,5.560,
1986-04,5.625,
1986-07,5.646,
1986-10,5.597,
1987-01,5.478,
1987-04,5.570,
1987-07,5.581,
1987-10,5.525,
1988-01,5.448,
1988-04,5.516,
1988-07,5.545,
1988-10,5.502,
1989-01,5.427,
1989-04,5.573,
1989-07,5.699,
1989-10,5.772,
1990-01,5.833,
1990-04,6.046,
1990-07,6.215,
1990-10,6.471,
1991-01,6.618,
1991-04,6.929,
1991-07,7.234,
1991-10,7.480,
1992-01,7.567,
1992-04,7.792,
1992-07,8.030,
1992-10,8.147,
1993-01,8.058,
1993-04,8.037,
1993-07,8.023,
1993-10,7.846,
1994-01,7.555,
1994-04,7.401,
1994-07,7.445,
1994-10,7.482,
1995-01,7.458,
1995-04,7.474,
1995-07,7.510,
1995-10,7.421,
1996-01,7.273,
1996-04,7.249,
1996-07,7.277,
1996-10,7.288,
1997-01,7.145,
1997-04,7.158,
1997-07,7.275,
1997-10,7.240,
1998-01,7.101,
1998-04,7.069,
1998-07,7.081,
1998-10,6.627,
1999-01,12.140,
1999-04,11.661,
1999-07,11.464,
1999-10,10.586,
2000-01,10.268,
2000-04,10.166,
2000-07,10.109,
2000-10,9.731,
2001-01,9.558,
2001-04,9.416,
2001-07,9.328,
2001-10,9.066,
2002-01,8.790,
2002-04,8.650,
2002-07,8.526,
2002-10,8.126,
2003-01,7.828,
2003-04,6.997,
2003-07,6.733,
2003-10,6.349,
2004-01,6.079,
2004-04,5.920,
2004-07,5.783,
2004-10,6.121,
2005-01,5.929,
2005-04,5.883,
2005-07,5.863,
2005-10,5.729,
2006-01,5.554,
2006-04,5.530,
2006-07,5.473,
2006-10,5.180,
2007-01,5.044,
2007-04,4.972,
2007-07,4.962,
2007-10,4.795,
2008-01,4.690,
2008-04,4.657,
2008-07,4.631,
2008-10,4.546,
2009-01,4.622,
2009-04,4.617,
2009-07,4.718,
2009-10,4.693,
2010-01,4.629,
2010-04,4.664,
2010-07,4.716,
2010-10,4.704,
2011-01,4.736,
2011-04,4.835,
2011-07,4.974,
2011-10,4.977,
2012-01,4.996,
2012-04,4.673,
2012-07,4.721,
2012-10,4.661,
2013-01,4.628,
2013-04,4.653,
2013-07,4.710,
2013-10,4.646,
2014-01,4.624,
2014-04,4.619,
2014-07,4.646,
2014-10,4.565,
