"",BBK01.QUK889,BBK01.QUK889_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Belgium / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:11,
2002-03,2.000,
2002-04,1.859,
2002-05,2.011,
2002-06,1.587,
2002-07,1.599,
2002-08,1.649,
2002-09,1.676,
2002-10,2.675,
2002-11,2.717,
2002-12,2.671,
2003-01,2.708,
2003-02,1.387,
2003-03,1.093,
2003-04,1.128,
2003-05,1.753,
2003-06,1.583,
2003-07,1.397,
2003-08,1.195,
2003-09,0.870,
2003-10,1.663,
2003-11,1.640,
2003-12,1.810,
2004-01,1.809,
2004-02,1.699,
2004-03,1.224,
2004-04,2.057,
2004-05,2.001,
2004-06,1.823,
2004-07,1.862,
2004-08,1.903,
2004-09,1.912,
2004-10,1.974,
2004-11,1.945,
2004-12,1.924,
2005-01,1.862,
2005-02,1.871,
2005-03,2.773,
2005-04,2.047,
2005-05,1.902,
2005-06,1.894,
2005-07,1.764,
2005-08,1.872,
2005-09,2.744,
2005-10,2.382,
2005-11,2.356,
2005-12,2.317,
2006-01,2.358,
2006-02,1.951,
2006-03,1.766,
2006-04,1.595,
2006-05,1.946,
2006-06,2.133,
2006-07,2.571,
2006-08,2.438,
2006-09,2.457,
2006-10,0.999,
2006-11,1.289,
2006-12,1.704,
2007-01,1.757,
2007-02,1.747,
2007-03,1.584,
2007-04,2.500,
2007-05,1.532,
2007-06,2.035,
2007-07,1.931,
2007-08,2.429,
2007-09,2.074,
2007-10,2.127,
2007-11,2.424,
2007-12,2.591,
2008-01,2.788,
2008-02,2.739,
2008-03,2.997,
2008-04,2.783,
2008-05,2.985,
2008-06,2.887,
2008-07,2.873,
2008-08,2.881,
2008-09,3.189,
2008-10,3.497,
2008-11,3.445,
2008-12,3.245,
2009-01,3.401,
2009-02,3.297,
2009-03,3.176,
2009-04,3.282,
2009-05,3.121,
2009-06,3.043,
2009-07,3.030,
2009-08,3.008,
2009-09,3.036,
2009-10,2.962,
2009-11,2.945,
2009-12,2.852,
2010-01,2.856,
2010-02,3.008,
2010-03,2.750,
2010-04,2.707,
2010-05,2.747,
2010-06,1.021,
2010-07,0.992,
2010-08,0.954,
2010-09,0.906,
2010-10,1.028,
2010-11,1.028,
2010-12,0.977,
2011-01,1.109,
2011-02,1.195,
2011-03,0.949,
2011-04,0.950,
2011-05,0.889,
2011-06,0.868,
2011-07,1.189,
2011-08,0.788,
2011-09,0.876,
2011-10,0.701,
2011-11,0.821,
2011-12,0.811,
2012-01,0.796,
2012-02,0.687,
2012-03,0.872,
2012-04,0.700,
2012-05,0.687,
2012-06,0.754,
2012-07,0.657,
2012-08,0.581,
2012-09,0.549,
2012-10,0.528,
2012-11,0.537,
2012-12,0.545,
2013-01,0.520,
2013-02,0.589,
2013-03,0.529,
2013-04,0.541,
2013-05,0.534,
2013-06,0.513,
2013-07,0.578,
2013-08,0.634,
2013-09,0.447,
2013-10,0.472,
2013-11,0.502,
2013-12,0.603,
2014-01,0.555,
2014-02,0.579,
2014-03,0.630,
2014-04,0.553,
2014-05,0.564,
2014-06,0.641,
2014-07,0.695,
2014-08,0.694,
2014-09,0.763,
2014-10,0.682,
