"",BBFB1.Q.N.DE.W00200.S1.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W00200.S1.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Balance / Industrial Countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:35:21,
1991-01,-9547.431,
1991-04,-4196.682,
1991-07,-4513.762,
1991-10,-5392.723,
1992-01,-5525.681,
1992-04,-4585.798,
1992-07,-5056.864,
1992-10,-5407.783,
1993-01,-4982.843,
1993-04,-5373.918,
1993-07,-5614.800,
1993-10,-6425.720,
1994-01,-6083.580,
1994-04,-5898.462,
1994-07,-6310.956,
1994-10,-6706.480,
1995-01,-6118.459,
1995-04,-5416.264,
1995-07,-5910.782,
1995-10,-6717.333,
1996-01,-6587.928,
1996-04,-6464.130,
1996-07,-4252.636,
1996-10,-5943.977,
1997-01,-8057.243,
1997-04,-5034.157,
1997-07,-6307.881,
1997-10,-4726.726,
1998-01,-9297.682,
1998-04,-3894.686,
1998-07,-5800.661,
1998-10,-5846.847,
1999-01,-6811.452,
1999-04,-3972.240,
1999-07,-5772.169,
1999-10,-5233.756,
2000-01,-7233.620,
2000-04,-5636.362,
2000-07,-5363.660,
2000-10,-6552.189,
2001-01,-7327.673,
2001-04,-6107.954,
2001-07,-4398.861,
2001-10,-6023.538,
2002-01,-7490.203,
2002-04,-6478.296,
2002-07,-3966.025,
2002-10,-5685.512,
2003-01,-7028.953,
2003-04,-5623.857,
2003-07,-6967.831,
2003-10,-5540.220,
2004-01,-7445.931,
2004-04,-4824.988,
2004-07,-6391.416,
2004-10,-4739.633,
2005-01,-9118.018,
2005-04,-4087.906,
2005-07,-5954.792,
2005-10,-5132.385,
2006-01,-8447.975,
2006-04,-3081.372,
2006-07,-7041.279,
2006-10,-6805.539,
2007-01,-9769.503,
2007-04,-2095.575,
2007-07,-6470.984,
2007-10,-8065.904,
2008-01,-8845.582,
2008-04,-2399.293,
2008-07,-6160.959,
2008-10,-8977.258,
2009-01,-8147.938,
2009-04,-3433.921,
2009-07,-5998.738,
2009-10,-10239.739,
2010-01,-10950.017,
2010-04,-3632.740,
2010-07,-7773.209,
2010-10,-8730.834,
2011-01,-10161.696,
2011-04,-2111.599,
2011-07,-6963.182,
2011-10,-7659.365,
2012-01,-11789.797,
2012-04,-3410.485,
2012-07,-6761.905,
2012-10,-8885.948,
2013-01,-12701.424,
2013-04,-5501.891,
2013-07,-7217.506,
2013-10,-8511.522,
2014-01,-12376.907,Provisional value
2014-04,-4727.567,Provisional value
2014-07,-5884.378,Provisional value
