"",BBK01.OEAF34G,BBK01.OEAF34G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:06:52,
2002-01,98.706,
2002-04,102.956,
2002-07,103.671,
2002-10,104.234,
2003-01,102.654,
2003-04,101.377,
2003-07,108.568,
2003-10,114.432,
2004-01,115.182,
2004-04,119.497,
2004-07,120.219,
2004-10,120.687,
2005-01,121.526,
2005-04,121.222,
2005-07,121.837,
2005-10,122.558,
2006-01,121.234,
2006-04,121.174,
2006-07,122.576,
2006-10,123.082,
2007-01,122.815,
2007-04,124.387,
2007-07,124.690,
2007-10,125.344,
2008-01,123.812,
2008-04,124.771,
2008-07,125.935,
2008-10,126.395,
2009-01,126.375,
2009-04,128.592,
2009-07,129.573,
2009-10,128.186,
2010-01,131.134,
2010-04,131.779,
2010-07,132.827,
2010-10,133.032,
2011-01,134.233,
2011-04,135.134,
2011-07,136.255,
2011-10,136.531,
2012-01,136.796,
2012-04,137.709,
2012-07,138.815,
2012-10,140.005,
2013-01,142.016,
2013-04,142.605,
2013-07,143.993,
2013-10,144.686,
2014-01,145.504,
2014-04,146.244,
2014-07,147.637,
