"",BBK01.SU0525,BBK01.SU0525_FLAGS
"","Deposit rates of banks / Savings deposits with higher rates of return, with agreed notice of 3 months, without a duration of contract being agreed, EUR 10,000 and more but less than EUR 25,000 / Lowest rate of spread",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:32,
1996-11,2.30,
1996-12,2.30,
1997-01,2.25,
1997-02,2.25,
1997-03,2.25,
1997-04,2.25,
1997-05,2.25,
1997-06,2.25,
1997-07,2.20,
1997-08,2.25,
1997-09,2.20,
1997-10,2.20,
1997-11,2.25,
1997-12,2.25,
1998-01,2.25,
1998-02,2.25,
1998-03,2.25,
1998-04,2.25,
1998-05,2.25,
1998-06,2.25,
1998-07,2.25,
1998-08,2.25,
1998-09,2.25,
1998-10,2.25,
1998-11,2.20,
1998-12,2.20,
1999-01,2.00,
1999-02,2.00,
1999-03,2.00,
1999-04,1.86,
1999-05,1.60,
1999-06,1.60,
1999-07,1.63,
1999-08,1.65,
1999-09,1.75,
1999-10,1.75,
1999-11,1.95,
1999-12,1.85,
2000-01,1.85,
2000-02,1.90,
2000-03,2.00,
2000-04,2.00,
2000-05,2.00,
2000-06,2.00,
2000-07,2.00,
2000-08,2.00,
2000-09,2.00,
2000-10,2.00,
2000-11,2.00,
2000-12,2.00,
2001-01,2.00,
2001-02,2.00,
2001-03,2.00,
2001-04,2.00,
2001-05,2.00,
2001-06,2.00,
2001-07,2.00,
2001-08,2.00,
2001-09,1.85,
2001-10,1.85,
2001-11,1.75,
2001-12,1.75,
2002-01,1.70,
2002-02,1.60,
2002-03,1.60,
2002-04,1.60,
2002-05,1.75,
2002-06,1.75,
2002-07,1.75,
2002-08,1.60,
2002-09,1.50,
2002-10,1.50,
2002-11,1.50,
2002-12,1.50,
2003-01,1.50,
2003-02,1.50,
2003-03,1.25,
2003-04,1.25,
2003-05,1.25,
2003-06,1.00,
"","General: Up to December 2001, deposits of DM 20,000 and more but less than DM 50,000. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.",
