"",BBK01.OEAA17H,BBK01.OEAA17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:49,
2002-01,153.565,
2002-04,152.656,
2002-07,153.740,
2002-10,149.831,
2003-01,145.983,
2003-04,143.314,
2003-07,141.074,
2003-10,141.250,
2004-01,142.214,
2004-04,138.988,
2004-07,136.006,
2004-10,131.943,
2005-01,131.132,
2005-04,131.937,
2005-07,133.372,
2005-10,126.761,
2006-01,138.809,
2006-04,133.713,
2006-07,140.434,
2006-10,130.957,
2007-01,137.345,
2007-04,132.913,
2007-07,140.800,
2007-10,135.080,
2008-01,148.826,
2008-04,157.070,
2008-07,156.979,
2008-10,138.294,
2009-01,146.251,
2009-04,137.119,
2009-07,137.343,
2009-10,128.505,
2010-01,129.606,
2010-04,128.767,
2010-07,129.823,
2010-10,125.488,
2011-01,125.534,
2011-04,127.405,
2011-07,127.870,
2011-10,129.739,
2012-01,136.677,
2012-04,134.422,
2012-07,139.993,
2012-10,135.738,
2013-01,142.203,
2013-04,143.916,
2013-07,129.934,
2013-10,129.903,
2014-01,129.688,
2014-04,130.464,
2014-07,132.643,
