"",BBK01.PQP354,BBK01.PQP354_FLAGS
"",Lending to domestic enterprises / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:19,
1985-10,14.847,
1986-01,15.453,
1986-04,15.172,
1986-07,15.165,
1986-10,14.900,
1987-01,15.325,
1987-04,15.204,
1987-07,15.361,
1987-10,14.484,
1988-01,15.769,
1988-04,15.548,
1988-07,16.217,
1988-10,16.603,
1989-01,17.306,
1989-04,17.425,
1989-07,17.416,
1989-10,17.042,
1990-01,18.191,
1990-04,18.187,
1990-07,18.221,
1990-10,17.783,
1991-01,18.798,
1991-04,19.822,
1991-07,19.953,
1991-10,19.690,
1992-01,19.841,
1992-04,20.382,
1992-07,20.221,
1992-10,24.683,
1993-01,24.417,
1993-04,24.834,
1993-07,24.541,
1993-10,23.761,
1994-01,25.568,
1994-04,25.803,
1994-07,27.794,
1994-10,26.930,
1995-01,27.059,
1995-04,26.599,
1995-07,27.116,
1995-10,26.750,
1996-01,28.219,
1996-04,29.654,
1996-07,28.639,
1996-10,30.087,
1997-01,30.000,
1997-04,31.807,
1997-07,29.502,
1997-10,29.363,
1998-01,29.338,
1998-04,30.284,
1998-07,29.933,
1998-10,30.239,
1999-01,29.653,
1999-04,28.209,
1999-07,29.284,
1999-10,29.464,
2000-01,37.407,
2000-04,32.748,
2000-07,33.524,
2000-10,33.929,
2001-01,42.473,
2001-04,38.874,
2001-07,37.893,
2001-10,37.652,
2002-01,41.381,
2002-04,40.324,
2002-07,39.762,
2002-10,41.228,
2003-01,44.238,
2003-04,40.521,
2003-07,40.606,
2003-10,39.971,
2004-01,41.217,
2004-04,39.471,
2004-07,40.324,
2004-10,39.114,
2005-01,41.384,
2005-04,43.331,
2005-07,48.084,
2005-10,85.113,
2006-01,93.626,
2006-04,89.990,
2006-07,96.439,
2006-10,90.291,
2007-01,97.537,
2007-04,98.047,
2007-07,102.665,
2007-10,103.664,
2008-01,116.727,
2008-04,125.636,
2008-07,131.645,
2008-10,112.364,
2009-01,114.337,
2009-04,114.063,
2009-07,111.093,
2009-10,106.042,
2010-01,101.628,
2010-04,107.235,
2010-07,99.058,
2010-10,95.237,
2011-01,96.024,
2011-04,94.537,
2011-07,96.764,
2011-10,92.367,
2012-01,100.660,
2012-04,95.335,
2012-07,99.124,
2012-10,88.716,
2013-01,95.790,
2013-04,93.884,
2013-07,77.951,
2013-10,76.986,
2014-01,78.131,
2014-04,79.287,
2014-07,80.388,
2014-10,81.446,
