"",BBK01.CEL502,BBK01.CEL502_FLAGS
"",Equity and investment fund shares                                                     debtor: Total            creditor: Domestic financial sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:47:45,
1999-01,49.8,
1999-04,12.1,
1999-07,11.3,
1999-10,67.0,
2000-01,67.7,
2000-04,-9.9,
2000-07,31.3,
2000-10,65.9,
2001-01,60.0,
2001-04,-17.3,
2001-07,-5.0,
2001-10,59.7,
2002-01,16.5,
2002-04,9.0,
2002-07,17.9,
2002-10,19.2,
2003-01,-11.7,
2003-04,14.9,
2003-07,-10.4,
2003-10,20.2,
2004-01,4.9,
2004-04,-16.9,
2004-07,-18.3,
2004-10,29.6,
2005-01,12.9,
2005-04,9.6,
2005-07,26.9,
2005-10,40.1,
2006-01,41.9,
2006-04,17.3,
2006-07,38.8,
2006-10,65.0,
2007-01,-26.0,
2007-04,2.4,
2007-07,-16.1,
2007-10,40.1,
2008-01,2.1,
2008-04,-11.3,
2008-07,0.8,
2008-10,-24.4,
2009-01,37.3,
2009-04,-2.4,
2009-07,3.8,
2009-10,13.9,
2010-01,41.7,
2010-04,12.8,
2010-07,10.7,
2010-10,30.9,
2011-01,24.1,
2011-04,22.8,
2011-07,-27.6,
2011-10,27.2,
2012-01,13.3,
2012-04,-4.0,
2012-07,18.8,
2012-10,63.7,
2013-01,53.1,
2013-04,9.5,
2013-07,30.7,
2013-10,6.2,
2014-01,35.2,
2014-04,33.8,
2014-07,24.3,
