"",BBK01.TUD413,BBK01.TUD413_FLAGS
"",Lending to non-banks in the euro area / in the home country / Enterprises and households / Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:59,
1979-12,571358,
1980-01,566728,
1980-02,571209,
1980-03,577229,
1980-04,581968,
1980-05,586151,
1980-06,593700,
1980-07,595133,
1980-08,597016,
1980-09,602859,
1980-10,607480,
1980-11,614584,
1980-12,627587,
1981-01,626403,
1981-02,632875,
1981-03,637145,
1981-04,639553,
1981-05,642077,
1981-06,650418,
1981-07,651425,
1981-08,654416,
1981-09,659836,
1981-10,662543,
1981-11,664152,
1981-12,674235,
1982-01,671805,
1982-02,672558,
1982-03,674690,
1982-04,675748,
1982-05,677448,
1982-06,684693,
1982-07,687592,
1982-08,689435,
1982-09,694281,
1982-10,697986,
1982-11,698393,
1982-12,710104,
1983-01,705044,
1983-02,706449,
1983-03,709353,
1983-04,712234,
1983-05,715445,
1983-06,725089,
1983-07,727218,
1983-08,730824,
1983-09,738262,
1983-10,741821,
1983-11,745598,
1983-12,758496,
1984-01,753749,
1984-02,756430,
1984-03,761069,
1984-04,763421,
1984-05,767270,
1984-06,774654,
1984-07,776900,
1984-08,780165,
1984-09,787360,
1984-10,790299,
1984-11,793447,
1984-12,804077,
1985-01,800777,
1985-02,804556,
1985-03,810543,
1985-04,811397,
1985-05,813663,
1985-06,821365,
1985-07,820476,
1985-08,822151,
1985-09,826362,
1985-10,830422,
1985-11,835218,
1985-12,855711,
1986-01,850524,
1986-02,852690,
1986-03,857429,
1986-04,858982,
1986-05,861679,
1986-06,869315,
1986-07,869974,
1986-08,872276,
1986-09,875860,
1986-10,877206,
1986-11,880092,
1986-12,888257,
1987-01,885674,
1987-02,884190,
1987-03,885764,
1987-04,886319,
1987-05,887123,
1987-06,892420,
1987-07,893537,
1987-08,896630,
1987-09,903602,
1987-10,906709,
1987-11,906786,
1987-12,913090,
1988-01,910919,
1988-02,911293,
1988-03,916399,
1988-04,917035,
1988-05,919433,
1988-06,928798,
1988-07,929526,
1988-08,932016,
1988-09,938370,
1988-10,939951,
1988-11,943026,
1988-12,955041,
1989-01,952498,
1989-02,956749,
1989-03,961449,
1989-04,965230,
1989-05,969241,
1989-06,979369,
1989-07,980872,
1989-08,983796,
1989-09,994066,
1989-10,997733,
1989-11,1004184,
1989-12,1019716,
1990-01,1021781,
1990-02,1028450,
1990-03,1035395,
1990-04,1038279,
1990-05,1041523,
1990-06,1142055,
1990-07,1145168,
1990-08,1150506,
1990-09,1163718,
1990-10,1168256,
1990-11,1173190,
1990-12,1194573,
1991-01,1195718,
1991-02,1197432,
1991-03,1211125,
1991-04,1217064,
1991-05,1226405,
1991-06,1241961,
1991-07,1250868,
1991-08,1255950,
1991-09,1267441,
1991-10,1278679,
1991-11,1291860,
1991-12,1315917,
1992-01,1320716,
1992-02,1326994,
1992-03,1337546,
1992-04,1349613,
1992-05,1358197,
1992-06,1375102,
1992-07,1380801,
1992-08,1388948,
1992-09,1396652,
1992-10,1406429,
1992-11,1415691,
1992-12,1418837,
1993-01,1415065,
1993-02,1420578,
1993-03,1429028,
1993-04,1432426,
1993-05,1439724,
1993-06,1451432,
1993-07,1459262,
1993-08,1463971,
1993-09,1478027,
1993-10,1489159,
1993-11,1495885,
1993-12,1523789,
1994-01,1522743,
1994-02,1525952,
1994-03,1538010,
1994-04,1542233,
1994-05,1547650,
1994-06,1563337,
1994-07,1571197,
1994-08,1578771,
1994-09,1590982,
1994-10,1598984,
1994-11,1611174,
1994-12,1607089,
1995-01,1577509,
1995-02,1585085,
1995-03,1591097,
1995-04,1599211,
1995-05,1604113,
1995-06,1620284,
1995-07,1621916,
1995-08,1631045,
1995-09,1645558,
1995-10,1653018,
1995-11,1665637,
1995-12,1686622,
1996-01,1685785,
1996-02,1693618,
1996-03,1703792,
1996-04,1711087,
1996-05,1718980,
1996-06,1731047,
1996-07,1735151,
1996-08,1745527,
1996-09,1756170,
1996-10,1763759,
1996-11,1773848,
1996-12,1811528,
1997-01,1804702,
1997-02,1812345,
1997-03,1820061,
1997-04,1825351,
1997-05,1834053,
1997-06,1850712,
1997-07,1852480,
1997-08,1859422,
1997-09,1870447,
1997-10,1877614,
1997-11,1886635,
1997-12,1912630,
1998-01,1906485,
1998-02,1912028,
1998-03,1920215,
1998-04,1930577,
1998-05,1938841,
1998-06,1945742,
1998-07,1950791,
1998-08,1958638,
1998-09,1972042,
1998-10,1980497,
1998-11,1991273,
1998-12,2028041,
1999-01,1979958,
1999-02,1986920,
1999-03,1992644,
1999-04,1999073,
1999-05,2006381,
1999-06,2027287,
1999-07,2032215,
1999-08,2038344,
1999-09,2052050,
1999-10,2060325,
1999-11,2073741,
1999-12,2093448,
2000-01,2098481,
2000-02,2106726,
2000-03,2118085,
2000-04,2128730,
2000-05,2136745,
2000-06,2143572,
2000-07,2142616,
2000-08,2151674,
2000-09,2169174,
2000-10,2173869,
2000-11,2181186,
2000-12,2186596,
2001-01,2187593,
2001-02,2197999,
2001-03,2204158,
2001-04,2202273,
2001-05,2210538,
2001-06,2212822,
2001-07,2206799,
2001-08,2207242,
2001-09,2218655,
2001-10,2219624,
2001-11,2226573,
2001-12,2235742,
2002-01,2225473,
2002-02,2227308,
2002-03,2230314,
2002-04,2231626,
2002-05,2232009,
2002-06,2233242,
2002-07,2231575,
2002-08,2231549,
2002-09,2242274,
2002-10,2240641,
2002-11,2238421,
2002-12,2240796,
2003-01,2237930,
2003-02,2239239,
2003-03,2238108,
2003-04,2234590,
2003-05,2232049,
2003-06,2239731,
2003-07,2231098,
2003-08,2231438,
2003-09,2245160,
2003-10,2242888,
2003-11,2246863,
2003-12,2241185,
2004-01,2230447,
2004-02,2230194,
2004-03,2228865,
2004-04,2230394,
2004-05,2229746,
2004-06,2229354,
2004-07,2225123,
2004-08,2221802,
2004-09,2229581,
2004-10,2226821,
2004-11,2233744,
2004-12,2223768,
2005-01,2216812,
2005-02,2219880,
2005-03,2216595,
2005-04,2217478,
2005-05,2220612,
2005-06,2222777,
2005-07,2224384,
2005-08,2225266,
2005-09,2238301,
2005-10,2244543,
2005-11,2240317,
2005-12,2226337,
2006-01,2251530,
2006-02,2255521,
2006-03,2258384,
2006-04,2264891,
2006-05,2264471,
2006-06,2265358,
2006-07,2261131,
2006-08,2263225,
2006-09,2280741,
2006-10,2272281,
2006-11,2268358,
2006-12,2241943,
2007-01,2252725,
2007-02,2256217,
2007-03,2261269,
2007-04,2256892,
2007-05,2253118,
2007-06,2261739,
2007-07,2265852,
2007-08,2271601,
2007-09,2278548,
2007-10,2278404,
2007-11,2279618,
2007-12,2288754,
2008-01,2297337,
2008-02,2306519,
2008-03,2316364,
2008-04,2323236,
2008-05,2326684,
2008-06,2333651,
2008-07,2341639,
2008-08,2344169,
2008-09,2354790,
2008-10,2357723,
2008-11,2362395,
2008-12,2357301,
2009-01,2375657,
2009-02,2368276,
2009-03,2383402,
2009-04,2385479,
2009-05,2384740,
2009-06,2388322,
2009-07,2372379,
2009-08,2361620,
2009-09,2375434,
