"",BBFB1.Q.N.DE.S1.S1.S1.T.B.G._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.S1.S1.S1.T.B.G._Z._Z._Z._T._X.N_FLAGS
"",Current account / Goods (fob/fob) / Balance / Asia,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:28,
1991-01,-4067.504,
1991-04,-4212.758,
1991-07,-3855.888,
1991-10,-2214.029,
1992-01,-3048.375,
1992-04,-2661.755,
1992-07,-2170.412,
1992-10,-1594.273,
1993-01,-2000.119,
1993-04,-1832.630,
1993-07,-2286.657,
1993-10,-564.503,
1994-01,-1855.472,
1994-04,101.597,
1994-07,-664.678,
1994-10,-346.538,
1995-01,-499.713,
1995-04,-1310.857,
1995-07,-1679.123,
1995-10,-622.019,
1996-01,-793.515,
1996-04,-2.303,
1996-07,443.324,
1996-10,1758.520,
1997-01,-1246.617,
1997-04,0.936,
1997-07,-683.195,
1997-10,-873.395,
1998-01,-3397.285,
1998-04,-3522.398,
1998-07,-3836.990,
1998-10,-3954.493,
1999-01,-4114.684,
1999-04,-3118.695,
1999-07,-4564.486,
1999-10,-4537.711,
2000-01,-6793.689,
2000-04,-6127.341,
2000-07,-5748.225,
2000-10,-7339.121,
2001-01,-5486.201,
2001-04,-3453.677,
2001-07,-3081.392,
2001-10,-3571.088,
2002-01,-1777.719,
2002-04,-769.075,
2002-07,-919.952,
2002-10,-2507.275,
2003-01,-3478.610,
2003-04,-1683.326,
2003-07,105.843,
2003-10,-3891.525,
2004-01,-1873.525,
2004-04,-1801.741,
2004-07,-4335.722,
2004-10,-6393.795,
2005-01,-3241.828,
2005-04,-4648.630,
2005-07,-4267.414,
2005-10,-9493.476,
2006-01,-7498.452,
2006-04,-6649.112,
2006-07,-4563.090,
2006-10,-6420.711,
2007-01,-7347.393,
2007-04,-4262.826,
2007-07,-5343.673,
2007-10,-6104.952,
2008-01,-5282.747,
2008-04,-1525.249,
2008-07,-4666.659,
2008-10,-4670.170,
2009-01,-5015.034,
2009-04,-461.490,
2009-07,-1415.727,
2009-10,1621.308,
2010-01,-1896.033,
2010-04,-2171.709,
2010-07,-3731.948,
2010-10,-1453.245,
2011-01,-1261.439,
2011-04,-291.307,
2011-07,-1021.779,
2011-10,3982.782,
2012-01,2859.411,
2012-04,7376.270,
2012-07,4826.794,
2012-10,6454.249,
2013-01,4083.685,
2013-04,8093.380,
2013-07,5606.466,
2013-10,9795.799,
2014-01,5154.530,Provisional value
2014-04,9713.655,Provisional value
2014-07,8389.735,Provisional value
