"",BBK01.TUE301,BBK01.TUE301_FLAGS
"",Money stock M1 / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:17,
1997-09,1522880,
1997-10,1525535,
1997-11,1560335,
1997-12,1626868,
1998-01,1567231,
1998-02,1569380,
1998-03,1599623,
1998-04,1615285,
1998-05,1638218,
1998-06,1686335,
1998-07,1648023,
1998-08,1635114,
1998-09,1657143,
1998-10,1660080,
1998-11,1709662,
1998-12,1785404,
1999-01,1805980,
1999-02,1775684,
1999-03,1796445,
1999-04,1811021,
1999-05,1843509,
1999-06,1886692,
1999-07,1885416,
1999-08,1850993,
1999-09,1876546,
1999-10,1882976,
1999-11,1918079,
1999-12,1972045,
2000-01,1982585,
2000-02,1973796,
2000-03,1986051,
2000-04,2027142,
2000-05,2009080,
2000-06,2024239,
2000-07,2022811,
2000-08,1989355,
2000-09,2002243,
2000-10,2002079,
2000-11,2020878,
2000-12,2084600,
2001-01,2083703,
2001-02,2084013,
2001-03,2096001,
2001-04,2129763,
2001-05,2150339,
2001-06,2191444,
2001-07,2167980,
2001-08,2128380,
2001-09,2187299,
2001-10,2175722,
2001-11,2210576,
2001-12,2278977,
2002-01,2239338,
2002-02,2228301,
2002-03,2238653,
2002-04,2278113,
2002-05,2290532,
2002-06,2349755,
2002-07,2328109,
2002-08,2301453,
2002-09,2364441,
2002-10,2355081,
2002-11,2414586,
2002-12,2499429,
2003-01,2440875,
2003-02,2451197,
2003-03,2497509,
2003-04,2527118,
2003-05,2561474,
2003-06,2605444,
2003-07,2584795,
2003-08,2573150,
2003-09,2615593,
2003-10,2620362,
2003-11,2667754,
2003-12,2727088,
2004-01,2702875,
2004-02,2703312,
2004-03,2745527,
2004-04,2770661,
2004-05,2788600,
2004-06,2833384,
2004-07,2834795,
2004-08,2795674,
2004-09,2857107,
2004-10,2865999,
2004-11,2913705,
2004-12,2948883,
2005-01,2965989,
2005-02,2970119,
2005-03,2997572,
2005-04,3031049,
2005-05,3064079,
2005-06,3304862,
2005-07,3320881,
2005-08,3269142,
2005-09,3323148,
2005-10,3349922,
2005-11,3379139,
2005-12,3482137,
2006-01,3444339,
2006-02,3442605,
2006-03,3469610,
2006-04,3534458,
2006-05,3552068,
2006-06,3600681,
2006-07,3574988,
2006-08,3518324,
2006-09,3583870,
2006-10,3566556,
2006-11,3612793,
2006-12,3758611,
2007-01,3685738,
2007-02,3678109,
2007-03,3738988,
2007-04,3758615,
2007-05,3780482,
2007-06,3849586,
2007-07,3836225,
2007-08,3754392,
2007-09,3827756,
2007-10,3796032,
2007-11,3836515,
2007-12,3901280,
2008-01,3851627,
2008-02,3801133,
2008-03,3852527,
2008-04,3837532,
2008-05,3868021,
2008-06,3914924,
2008-07,3839030,
2008-08,3790297,
2008-09,3877016,
2008-10,3944467,
2008-11,3969680,
2008-12,4035742,
2009-01,4096150,
2009-02,4101868,
2009-03,4130772,
2009-04,4197570,
2009-05,4221128,
2009-06,4311633,
2009-07,4311000,
2009-08,4317628,
2009-09,4379348,
2009-10,4434570,
2009-11,4472346,
2009-12,4556170,
2010-01,4554113,
2010-02,4538879,
2010-03,4544318,
2010-04,4625854,
2010-05,4663769,
2010-06,4713440,
2010-07,4696209,
2010-08,4663059,
2010-09,4664408,
2010-10,4671806,
2010-11,4687753,
2010-12,4754391,
2011-01,4711971,
2011-02,4677690,
2011-03,4692935,
2011-04,4726866,
2011-05,4714712,
2011-06,4769346,
2011-07,4751434,
2011-08,4732791,
2011-09,4758478,
2011-10,4765508,
2011-11,4782427,
2011-12,4866628,
2012-01,4815738,
2012-02,4781849,
2012-03,4831828,
2012-04,4837150,
2012-05,4883083,
2012-06,4958226,
2012-07,4982743,
2012-08,4979013,
2012-09,5022851,
2012-10,5056474,
2012-11,5091609,
2012-12,5168711,
2013-01,5109723,
2013-02,5119422,
2013-03,5170371,
2013-04,5239739,
2013-05,5265103,
2013-06,5309080,
2013-07,5299129,
2013-08,5325573,
2013-09,5347615,
2013-10,5384328,
2013-11,5431994,
2013-12,5444536,
2014-01,5418632,
2014-02,5427863,
2014-03,5460986,
2014-04,5498811,
2014-05,5556493,
2014-06,5600831,
2014-07,5611388,
2014-08,5648212,
2014-09,5688126,
2014-10,5726932,
2014-11,5827306,
2014-12,5956666,
2015-01,6038419,
