"",BBK01.QUK877,BBK01.QUK877_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Liberia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:39,
2002-03,7.517,
2002-04,7.152,
2002-05,6.911,
2002-06,6.444,
2002-07,6.648,
2002-08,6.800,
2002-09,6.667,
2002-10,6.439,
2002-11,5.225,
2002-12,4.986,
2003-01,4.808,
2003-02,4.883,
2003-03,4.673,
2003-04,4.653,
2003-05,4.467,
2003-06,4.658,
2003-07,4.764,
2003-08,4.891,
2003-09,4.623,
2003-10,5.043,
2003-11,4.849,
2003-12,4.620,
2004-01,5.048,
2004-02,4.920,
2004-03,5.000,
2004-04,5.086,
2004-05,4.992,
2004-06,5.078,
2004-07,5.083,
2004-08,5.060,
2004-09,4.792,
2004-10,4.641,
2004-11,4.475,
2004-12,4.325,
2005-01,4.478,
2005-02,4.233,
2005-03,4.315,
2005-04,4.333,
2005-05,4.363,
2005-06,4.301,
2005-07,4.195,
2005-08,4.045,
2005-09,4.283,
2005-10,4.308,
2005-11,4.611,
2005-12,4.410,
2006-01,4.223,
2006-02,4.282,
2006-03,4.364,
2006-04,4.114,
2006-05,4.028,
2006-06,4.103,
2006-07,4.090,
2006-08,4.086,
2006-09,4.024,
2006-10,3.984,
2006-11,3.974,
2006-12,3.947,
2007-01,3.982,
2007-02,3.969,
2007-03,3.854,
2007-04,4.104,
2007-05,4.216,
2007-06,4.333,
2007-07,4.184,
2007-08,4.353,
2007-09,4.211,
2007-10,4.119,
2007-11,4.016,
2007-12,4.031,
2008-01,3.912,
2008-02,3.796,
2008-03,3.683,
2008-04,3.852,
2008-05,4.022,
2008-06,3.976,
2008-07,3.994,
2008-08,4.033,
2008-09,4.129,
2008-10,4.921,
2008-11,4.893,
2008-12,4.543,
2009-01,4.937,
2009-02,5.002,
2009-03,4.780,
2009-04,4.706,
2009-05,4.616,
2009-06,4.476,
2009-07,4.914,
2009-08,4.893,
2009-09,4.774,
2009-10,4.662,
2009-11,4.570,
2009-12,4.821,
2010-01,4.931,
2010-02,5.039,
2010-03,5.053,
2010-04,5.549,
2010-05,6.002,
2010-06,5.862,
2010-07,5.528,
2010-08,5.650,
2010-09,5.179,
2010-10,5.127,
2010-11,5.294,
2010-12,5.131,
2011-01,4.991,
2011-02,4.932,
2011-03,4.733,
2011-04,4.572,
2011-05,4.728,
2011-06,4.716,
2011-07,5.175,
2011-08,5.148,
2011-09,5.408,
2011-10,5.087,
2011-11,5.368,
2011-12,5.586,
2012-01,5.412,
2012-02,5.288,
2012-03,5.330,
2012-04,5.238,
2012-05,5.534,
2012-06,5.398,
2012-07,5.484,
2012-08,5.308,
2012-09,5.180,
2012-10,5.632,
2012-11,5.673,
2012-12,5.681,
2013-01,5.473,
2013-02,5.668,
2013-03,5.826,
2013-04,5.576,
2013-05,5.397,
2013-06,5.347,
2013-07,5.266,
2013-08,5.430,
2013-09,5.330,
2013-10,5.193,
2013-11,5.130,
2013-12,5.056,
2014-01,5.089,
2014-02,4.930,
2014-03,4.938,
2014-04,4.941,
2014-05,5.016,
2014-06,4.982,
2014-07,5.008,
2014-08,5.134,
2014-09,5.387,
2014-10,5.644,
