"",BBK01.SUD225,BBK01.SUD225_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 1 million with an initial rate fixation of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:39,
2003-01,1410,
2003-02,1134,
2003-03,1530,
2003-04,1489,
2003-05,1235,
2003-06,1008,
2003-07,1575,
2003-08,1626,
2003-09,1205,
2003-10,1471,
2003-11,1146,
2003-12,1613,
2004-01,1152,
2004-02,1510,
2004-03,1262,
2004-04,1419,
2004-05,987,
2004-06,1268,
2004-07,1360,
2004-08,1030,
2004-09,1207,
2004-10,1238,
2004-11,1336,
2004-12,1520,
2005-01,1205,
2005-02,1094,
2005-03,1298,
2005-04,1121,
2005-05,1065,
2005-06,1346,
2005-07,1242,
2005-08,1737,
2005-09,1284,
2005-10,1371,
2005-11,1075,
2005-12,1321,
2006-01,1206,
2006-02,1106,
2006-03,1470,
2006-04,1140,
2006-05,1433,
2006-06,1210,
2006-07,1232,
2006-08,1514,
2006-09,1185,
2006-10,1720,
2006-11,1243,
2006-12,1440,
2007-01,1389,
2007-02,1055,
2007-03,1375,
2007-04,1217,
2007-05,1065,
2007-06,1407,
2007-07,1555,
2007-08,1110,
2007-09,1130,
2007-10,1154,
2007-11,1380,
2007-12,1289,
2008-01,1248,
2008-02,1138,
2008-03,1079,
2008-04,1297,
2008-05,1051,
2008-06,1280,
2008-07,1313,
2008-08,995,
2008-09,1091,
2008-10,1131,
2008-11,989,
2008-12,1438,
2009-01,1151,
2009-02,1036,
2009-03,1198,
2009-04,1204,
2009-05,1078,
2009-06,1090,
2009-07,1398,
2009-08,990,
2009-09,986,
2009-10,1133,
2009-11,965,
2009-12,1426,
2010-01,1047,
2010-02,943,
2010-03,1076,
2010-04,1147,
2010-05,897,
2010-06,1318,
2010-07,1381,
2010-08,1113,
2010-09,1227,
2010-10,1296,
2010-11,1329,
2010-12,1472,
2011-01,1315,
2011-02,1247,
2011-03,1537,
2011-04,1303,
2011-05,1378,
2011-06,1264,
2011-07,1380,
2011-08,1470,
2011-09,1459,
2011-10,1344,
2011-11,1407,
2011-12,1726,
2012-01,1460,
2012-02,1323,
2012-03,1751,
2012-04,1537,
2012-05,1461,
2012-06,1469,
2012-07,1548,
2012-08,1380,
2012-09,1282,
2012-10,1489,
2012-11,1495,
2012-12,1665,
2013-01,1484,
2013-02,1204,
2013-03,1322,
2013-04,1509,
2013-05,1197,
2013-06,902,
2013-07,1131,
2013-08,830,
2013-09,822,
2013-10,992,
2013-11,903,
2013-12,1032,
2014-01,995,
2014-02,726,
2014-03,1018,
2014-04,1087,
2014-05,919,
2014-06,897,
2014-07,1336,
2014-08,1080,
2014-09,1178,
2014-10,1286,
2014-11,1057,
2014-12,1584,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
