"",BBK01.WZ3411,BBK01.WZ3411_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 12.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:35,
1986-06,6.12,
1986-07,6.07,
1986-08,5.89,
1986-09,6.25,
1986-10,6.51,
1986-11,6.18,
1986-12,6.20,
1987-01,6.14,
1987-02,6.29,
1987-03,5.95,
1987-04,5.94,
1987-05,5.96,
1987-06,6.41,
1987-07,6.60,
1987-08,6.75,
1987-09,7.06,
1987-10,6.70,
1987-11,6.57,
1987-12,6.73,
1988-01,6.83,
1988-02,6.52,
1988-03,6.56,
1988-04,6.80,
1988-05,6.96,
1988-06,6.94,
1988-07,7.09,
1988-08,7.03,
1988-09,6.77,
1988-10,6.51,
1988-11,6.69,
1988-12,6.73,
1989-01,6.81,
1989-02,7.05,
1989-03,7.05,
1989-04,6.91,
1989-05,7.07,
1989-06,6.86,
1989-07,6.67,
1989-08,6.88,
1989-09,7.03,
1989-10,7.17,
1989-11,7.42,
1989-12,7.38,
1990-01,7.85,
1990-02,8.72,
1990-03,8.49,
1990-04,8.94,
1990-05,8.82,
1990-06,8.74,
1990-07,8.56,
1990-08,9.00,
1990-09,9.16,
1990-10,8.98,
1990-11,8.81,
1990-12,9.08,
1991-01,8.59,
1991-02,8.30,
1991-03,8.44,
1991-04,8.25,
1991-05,8.19,
1991-06,8.41,
1991-07,8.61,
1991-08,8.32,
1991-09,8.29,
1991-10,8.24,
1991-11,8.13,
1991-12,7.94,
1992-01,7.71,
1992-02,7.69,
1992-03,7.76,
1992-04,7.90,
1992-05,7.87,
1992-06,7.98,
1992-07,8.01,
1992-08,7.91,
1992-09,7.46,
1992-10,7.25,
1992-11,7.18,
1992-12,7.07,
1993-01,6.97,
1993-02,6.70,
1993-03,6.76,
1993-04,6.82,
1993-05,6.88,
1993-06,6.72,
1993-07,6.58,
1993-08,6.25,
1993-09,6.25,
1993-10,6.03,
1993-11,6.01,
1993-12,5.87,
1994-01,5.93,
1994-02,6.48,
1994-03,6.65,
1994-04,6.93,
1994-05,7.22,
1994-06,7.22,
1994-07,7.19,
1994-08,7.47,
1994-09,7.73,
1994-10,7.71,
1994-11,7.55,
1994-12,7.75,
1995-01,7.56,
1995-02,7.45,
1995-03,7.39,
1995-04,7.24,
1995-05,6.87,
1995-06,7.26,
1995-07,7.09,
1995-08,6.98,
1995-09,6.99,
1995-10,6.78,
1995-11,6.53,
1995-12,6.34,
1996-01,6.18,
1996-02,6.70,
1996-03,6.72,
1996-04,6.58,
1996-05,6.72,
1996-06,6.80,
1996-07,6.63,
1996-08,6.66,
1996-09,6.38,
1996-10,6.32,
1996-11,6.06,
1996-12,6.13,
1997-01,6.10,
1997-02,5.77,
1997-03,6.14,
1997-04,6.08,
1997-05,6.20,
1997-06,5.93,
1997-07,5.75,
1997-08,5.91,
1997-09,5.72,
1997-10,5.80,
1997-11,5.70,
1997-12,5.49,
1998-01,5.24,
1998-02,5.11,
1998-03,5.09,
1998-04,5.26,
1998-05,5.09,
1998-06,5.02,
1998-07,4.86,
1998-08,4.49,
1998-09,4.26,
1998-10,4.45,
1998-11,4.27,
1998-12,4.19,
1999-01,3.93,
1999-02,4.30,
1999-03,4.34,
1999-04,4.16,
1999-05,4.42,
1999-06,4.80,
1999-07,4.99,
1999-08,5.16,
1999-09,5.34,
1999-10,5.37,
1999-11,5.33,
1999-12,5.47,
2000-01,5.70,
2000-02,5.59,
2000-03,5.33,
2000-04,5.48,
2000-05,5.37,
2000-06,5.35,
2000-07,5.34,
2000-08,5.37,
2000-09,5.33,
2000-10,5.33,
2000-11,5.18,
2000-12,5.00,
2001-01,4.95,
2001-02,4.88,
2001-03,4.88,
2001-04,5.20,
2001-05,5.38,
2001-06,5.26,
2001-07,5.12,
2001-08,5.01,
2001-09,5.04,
2001-10,4.67,
2001-11,4.80,
2001-12,5.12,
2002-01,5.09,
2002-02,5.08,
2002-03,5.35,
2002-04,5.24,
2002-05,5.28,
2002-06,5.08,
2002-07,4.99,
2002-08,4.72,
2002-09,4.53,
2002-10,4.74,
2002-11,4.74,
2002-12,4.45,
2003-01,4.27,
2003-02,4.23,
2003-03,4.32,
2003-04,4.41,
2003-05,3.99,
2003-06,4.17,
2003-07,4.33,
2003-08,4.39,
2003-09,4.32,
2003-10,4.56,
2003-11,4.64,
2003-12,4.51,
2004-01,4.52,
2004-02,4.31,
2004-03,4.24,
2004-04,4.45,
2004-05,4.53,
2004-06,4.53,
2004-07,4.43,
2004-08,4.26,
2004-09,4.19,
2004-10,4.08,
2004-11,3.96,
2004-12,3.86,
2005-01,3.69,
2005-02,3.83,
2005-03,3.83,
2005-04,3.58,
2005-05,3.43,
2005-06,3.32,
2005-07,3.33,
2005-08,3.28,
2005-09,3.32,
2005-10,3.54,
2005-11,3.54,
2005-12,3.38,
2006-01,3.59,
2006-02,3.60,
2006-03,3.86,
2006-04,4.10,
2006-05,4.06,
2006-06,4.19,
2006-07,4.04,
2006-08,3.90,
2006-09,3.76,
2006-10,3.85,
2006-11,3.79,
2006-12,4.01,
2007-01,4.16,
2007-02,4.03,
2007-03,4.13,
2007-04,4.29,
2007-05,4.46,
2007-06,4.62,
2007-07,4.44,
2007-08,4.39,
2007-09,4.45,
2007-10,4.32,
2007-11,4.26,
2007-12,4.50,
2008-01,4.16,
2008-02,4.16,
2008-03,4.19,
2008-04,4.39,
2008-05,4.60,
2008-06,4.75,
2008-07,4.61,
2008-08,4.35,
2008-09,4.31,
2008-10,4.14,
2008-11,3.63,
2008-12,3.38,
2009-01,3.74,
2009-02,3.62,
2009-03,3.56,
2009-04,3.71,
2009-05,4.01,
2009-06,3.84,
2009-07,3.74,
2009-08,3.57,
2009-09,3.57,
2009-10,3.68,
2009-11,3.51,
2009-12,3.73,
2010-01,3.56,
2010-02,3.50,
2010-03,3.46,
2010-04,3.36,
2010-05,3.00,
2010-06,2.95,
2010-07,3.04,
2010-08,2.40,
2010-09,2.56,
2010-10,2.84,
2010-11,3.01,
2010-12,3.29,
2011-01,3.43,
2011-02,3.41,
2011-03,3.61,
2011-04,3.52,
2011-05,3.30,
2011-06,3.29,
2011-07,2.95,
2011-08,2.52,
2011-09,2.28,
2011-10,2.51,
2011-11,2.67,
2011-12,2.18,
2012-01,2.21,
2012-02,2.18,
2012-03,2.20,
2012-04,2.04,
2012-05,1.59,
2012-06,1.94,
2012-07,1.68,
2012-08,1.69,
2012-09,1.77,
2012-10,1.83,
2012-11,1.71,
2012-12,1.62,
2013-01,1.85,
2013-02,1.76,
2013-03,1.59,
2013-04,1.51,
2013-05,1.76,
2013-06,1.98,
2013-07,1.99,
2013-08,2.16,
2013-09,2.06,
2013-10,2.00,
2013-11,2.07,
2013-12,2.31,
2014-01,1.97,
2014-02,1.91,
2014-03,1.89,
2014-04,1.85,
2014-05,1.67,
2014-06,1.56,
2014-07,1.45,
2014-08,1.17,
2014-09,1.23,
2014-10,1.09,
2014-11,0.94,
2014-12,0.79,
2015-01,0.49,
