"",BBEX3.D.ILS.EUR.BB.AC.000,BBEX3.D.ILS.EUR.BB.AC.000_FLAGS
2011-09-29,5.0615,
2011-09-30,5.0582,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,5.0021,
2011-10-04,4.9600,
2011-10-05,4.9821,
2011-10-06,4.9449,
2011-10-07,4.9834,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,4.9965,
2011-10-11,5.0345,
2011-10-12,5.0342,
2011-10-13,5.0273,
2011-10-14,5.0525,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,4.9967,
2011-10-18,4.9936,
2011-10-19,5.0289,
2011-10-20,5.0396,
2011-10-21,5.0267,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,5.0490,
2011-10-25,5.0670,
2011-10-26,5.0828,
2011-10-27,5.0873,
2011-10-28,5.0948,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,5.0465,
2011-11-01,5.0177,
2011-11-02,5.0475,
2011-11-03,5.0495,
2011-11-04,5.0519,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,5.0685,
2011-11-08,5.0718,
2011-11-09,5.0631,
2011-11-10,5.0680,
2011-11-11,5.0801,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,5.0837,
2011-11-15,5.0510,
2011-11-16,5.0246,
2011-11-17,5.0320,
2011-11-18,5.0525,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,5.0300,
2011-11-22,5.0497,
2011-11-23,5.0417,
2011-11-24,5.0481,
2011-11-25,5.0254,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,5.0700,
2011-11-29,5.0500,
2011-11-30,5.0697,
2011-12-01,5.0487,
2011-12-02,5.0327,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,5.0112,
2011-12-06,5.0101,
2011-12-07,5.0103,
2011-12-08,5.0112,
2011-12-09,5.0340,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,4.9888,
2011-12-13,4.9834,
2011-12-14,4.9460,
2011-12-15,4.9442,
2011-12-16,4.9445,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,4.9450,
2011-12-20,4.9470,
2011-12-21,4.9313,
2011-12-22,4.9360,
2011-12-23,4.9362,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,4.9382,
2011-12-28,4.9649,
2011-12-29,4.9135,
2011-12-30,4.9453,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,4.9343,
2012-01-03,4.9681,
2012-01-04,4.9964,
2012-01-05,4.9413,
2012-01-06,4.9060,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,4.8895,
2012-01-10,4.8997,
2012-01-11,4.8917,
2012-01-12,4.8874,
2012-01-13,4.8930,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,4.8790,
2012-01-17,4.9023,
2012-01-18,4.8846,
2012-01-19,4.8863,
2012-01-20,4.8897,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,4.9077,
2012-01-24,4.9216,
2012-01-25,4.9027,
2012-01-26,4.9399,
2012-01-27,4.9351,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,4.9388,
2012-01-31,4.9161,
2012-02-01,4.9167,
2012-02-02,4.8848,
2012-02-03,4.8781,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,4.8552,
2012-02-07,4.8950,
2012-02-08,4.9116,
2012-02-09,4.9390,
2012-02-10,4.9094,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,4.9313,
2012-02-14,4.9212,
2012-02-15,4.8982,
2012-02-16,4.9035,
2012-02-17,4.9239,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,4.9456,
2012-02-21,4.9375,
2012-02-22,4.9670,
2012-02-23,4.9868,
2012-02-24,5.0487,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,5.0840,
2012-02-28,5.0933,
2012-02-29,5.0650,
2012-03-01,5.0349,
2012-03-02,5.0187,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,5.0192,
2012-03-06,5.0127,
2012-03-07,5.0022,
2012-03-08,5.0050,
2012-03-09,4.9851,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,4.9627,
2012-03-13,4.9373,
2012-03-14,4.9440,
2012-03-15,4.9330,
2012-03-16,4.9300,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,4.9481,
2012-03-20,4.9455,
2012-03-21,4.9469,
2012-03-22,4.9400,
2012-03-23,4.9444,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,4.9490,
2012-03-27,4.9581,
2012-03-28,4.9620,
2012-03-29,4.9586,
2012-03-30,4.9570,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,4.9610,
2012-04-03,4.9558,
2012-04-04,4.9206,
2012-04-05,4.8967,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,4.9094,
2012-04-11,4.9305,
2012-04-12,4.9348,
2012-04-13,4.9239,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,4.9004,
2012-04-17,4.9309,
2012-04-18,4.9320,
2012-04-19,4.9228,
2012-04-20,4.9447,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,4.9422,
2012-04-24,4.9450,
2012-04-25,4.9545,
2012-04-26,4.9591,
2012-04-27,4.9666,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,4.9560,
2012-05-01,.,No value available
2012-05-02,4.9730,
2012-05-03,4.9569,
2012-05-04,4.9662,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,4.9570,
2012-05-08,4.9525,
2012-05-09,4.9429,
2012-05-10,4.9480,
2012-05-11,4.9393,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,4.9263,
2012-05-15,4.9136,
2012-05-16,4.8772,
2012-05-17,4.8540,
2012-05-18,4.8710,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,4.8837,
2012-05-22,4.8765,
2012-05-23,4.8799,
2012-05-24,4.8355,
2012-05-25,4.8368,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,4.8480,
2012-05-29,4.8533,
2012-05-30,4.8268,
2012-05-31,4.8237,
2012-06-01,4.8180,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,4.8446,
2012-06-05,4.8422,
2012-06-06,4.8608,
2012-06-07,4.8730,
2012-06-08,4.8340,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,4.8498,
2012-06-12,4.8605,
2012-06-13,4.8629,
2012-06-14,4.8727,
2012-06-15,4.8661,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,4.8666,
2012-06-19,4.8655,
2012-06-20,4.9129,
2012-06-21,4.9129,
2012-06-22,4.8900,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,4.8893,
2012-06-26,4.9145,
2012-06-27,4.9210,
2012-06-28,4.9000,
2012-06-29,4.9453,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,4.9410,
2012-07-03,4.9400,
2012-07-04,4.9190,
2012-07-05,4.8683,
2012-07-06,4.8627,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,4.8707,
2012-07-10,4.8672,
2012-07-11,4.8605,
2012-07-12,4.8417,
2012-07-13,4.8340,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,4.8505,
2012-07-17,4.8934,
2012-07-18,4.8989,
2012-07-19,4.9540,
2012-07-20,4.8830,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,4.8923,
2012-07-24,4.9274,
2012-07-25,4.9359,
2012-07-26,4.9928,
2012-07-27,5.0072,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,4.9458,
2012-07-31,4.9064,
2012-08-01,4.8766,
2012-08-02,4.9110,
2012-08-03,4.8949,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,4.9269,
2012-08-07,4.9640,
2012-08-08,4.9364,
2012-08-09,4.9090,
2012-08-10,4.9051,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,5.0008,
2012-08-14,4.9954,
2012-08-15,4.9505,
2012-08-16,4.9512,
2012-08-17,4.9706,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,4.9590,
2012-08-21,4.9953,
2012-08-22,5.0157,
2012-08-23,5.0264,
2012-08-24,5.0298,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,5.0428,
2012-08-28,5.0344,
2012-08-29,5.0542,
2012-08-30,5.0674,
2012-08-31,5.0753,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,5.0556,
2012-09-04,5.0528,
2012-09-05,5.0630,
2012-09-06,5.0883,
2012-09-07,5.0576,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,5.0847,
2012-09-11,5.0668,
2012-09-12,5.0955,
2012-09-13,5.1137,
2012-09-14,5.1038,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,5.0948,
2012-09-18,5.0891,
2012-09-19,5.0870,
2012-09-20,5.0750,
2012-09-21,5.0538,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,5.0608,
2012-09-25,5.0566,
2012-09-26,5.0227,
2012-09-27,5.0517,
2012-09-28,5.0603,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,5.0357,
2012-10-02,5.0210,
2012-10-03,4.9948,
2012-10-04,5.0140,
2012-10-05,5.0144,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,5.0045,
2012-10-09,4.9970,
2012-10-10,4.9775,
2012-10-11,4.9776,
2012-10-12,4.9619,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,4.9512,
2012-10-16,4.9636,
2012-10-17,4.9809,
2012-10-18,4.9900,
2012-10-19,4.9842,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,4.9871,
2012-10-23,4.9848,
2012-10-24,4.9917,
2012-10-25,5.0107,
2012-10-26,5.0046,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,5.0117,
2012-10-30,5.0459,
2012-10-31,5.0403,
2012-11-01,5.0227,
2012-11-02,4.9919,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,4.9885,
2012-11-06,4.9867,
2012-11-07,4.9544,
2012-11-08,4.9668,
2012-11-09,4.9661,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,4.9988,
2012-11-13,4.9855,
2012-11-14,4.9954,
2012-11-15,5.0450,
2012-11-16,5.0496,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,5.0310,
2012-11-20,5.0285,
2012-11-21,5.0113,
2012-11-22,4.9875,
2012-11-23,5.0052,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,5.0114,
2012-11-27,4.9987,
2012-11-28,4.9810,
2012-11-29,4.9740,
2012-11-30,4.9541,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,4.9758,
2012-12-04,4.9957,
2012-12-05,4.9672,
2012-12-06,4.9849,
2012-12-07,4.9491,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,4.9504,
2012-12-11,4.9480,
2012-12-12,4.9320,
2012-12-13,4.9420,
2012-12-14,4.9687,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,4.9732,
2012-12-18,4.9615,
2012-12-19,4.9814,
2012-12-20,4.9654,
2012-12-21,4.9480,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,4.9510,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,4.9436,
2012-12-28,4.9194,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,4.9258,
2013-01-01,.,No value available
2013-01-02,4.9244,
2013-01-03,4.9113,
2013-01-04,4.9200,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,4.9451,
2013-01-08,4.9333,
2013-01-09,4.9402,
2013-01-10,4.9549,
2013-01-11,4.9700,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,4.9781,
2013-01-15,4.9756,
2013-01-16,4.9540,
2013-01-17,4.9718,
2013-01-18,4.9653,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,4.9778,
2013-01-22,4.9837,
2013-01-23,4.9662,
2013-01-24,4.9611,
2013-01-25,5.0023,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,5.0091,
2013-01-29,5.0049,
2013-01-30,5.0531,
2013-01-31,5.0517,
2013-02-01,5.0492,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,4.9990,
2013-02-05,4.9988,
2013-02-06,4.9957,
2013-02-07,4.9937,
2013-02-08,4.9436,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,4.9572,
2013-02-12,4.9670,
2013-02-13,4.9672,
2013-02-14,4.9036,
2013-02-15,4.9120,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,4.9109,
2013-02-19,4.9182,
2013-02-20,4.8978,
2013-02-21,4.8450,
2013-02-22,4.8907,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,4.9411,
2013-02-26,4.8798,
2013-02-27,4.8811,
2013-02-28,4.8670,
2013-03-01,4.8488,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,4.8523,
2013-03-05,4.8686,
2013-03-06,4.8582,
2013-03-07,4.8481,
2013-03-08,4.8163,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,4.7931,
2013-03-12,4.8001,
2013-03-13,4.7921,
2013-03-14,4.7877,
2013-03-15,4.8151,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,4.7748,
2013-03-19,4.7673,
2013-03-20,4.7616,
2013-03-21,4.7301,
2013-03-22,4.7295,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,4.6971,
2013-03-26,4.6757,
2013-03-27,4.6532,
2013-03-28,4.6679,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,4.6388,
2013-04-03,4.6436,
2013-04-04,4.6537,
2013-04-05,4.6957,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,4.7132,
2013-04-09,4.7339,
2013-04-10,4.7557,
2013-04-11,4.7619,
2013-04-12,4.7368,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,4.7450,
2013-04-16,4.7623,
2013-04-17,4.7606,
2013-04-18,4.7306,
2013-04-19,4.7585,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,4.7318,
2013-04-23,4.7085,
2013-04-24,4.7068,
2013-04-25,4.7165,
2013-04-26,4.6866,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,4.7076,
2013-04-30,4.6973,
2013-05-01,.,No value available
2013-05-02,4.7050,
2013-05-03,4.6652,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,4.6781,
2013-05-07,4.6705,
2013-05-08,4.6741,
2013-05-09,4.6675,
2013-05-10,4.6310,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,4.6518,
2013-05-14,4.7250,
2013-05-15,4.7202,
2013-05-16,4.6990,
2013-05-17,4.7135,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,4.7059,
2013-05-21,4.7200,
2013-05-22,4.7759,
2013-05-23,4.7693,
2013-05-24,4.7818,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,4.7709,
2013-05-28,4.7965,
2013-05-29,4.7879,
2013-05-30,4.7800,
2013-05-31,4.8020,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,4.7964,
2013-06-04,4.8056,
2013-06-05,4.7960,
2013-06-06,4.7786,
2013-06-07,4.7926,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,4.7982,
2013-06-11,4.8450,
2013-06-12,4.8180,
2013-06-13,4.8132,
2013-06-14,4.7914,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,4.8001,
2013-06-18,4.8045,
2013-06-19,4.8171,
2013-06-20,4.7987,
2013-06-21,4.7891,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,4.7608,
2013-06-25,4.7280,
2013-06-26,4.7196,
2013-06-27,4.7380,
2013-06-28,4.7386,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,4.7390,
2013-07-02,4.7302,
2013-07-03,4.7285,
2013-07-04,4.7270,
2013-07-05,4.6941,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,4.7033,
2013-07-09,4.6959,
2013-07-10,4.6698,
2013-07-11,4.7173,
2013-07-12,4.6921,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,4.6835,
2013-07-16,4.6784,
2013-07-17,4.6913,
2013-07-18,4.7169,
2013-07-19,4.6880,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,4.7023,
2013-07-23,4.7110,
2013-07-24,4.7407,
2013-07-25,4.7441,
2013-07-26,4.7550,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,4.7650,
2013-07-30,4.7460,
2013-07-31,4.7335,
2013-08-01,4.7074,
2013-08-02,4.7180,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,4.7157,
2013-08-06,4.7127,
2013-08-07,4.7299,
2013-08-08,4.7291,
2013-08-09,4.7168,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,4.7135,
2013-08-13,4.7171,
2013-08-14,4.7400,
2013-08-15,4.7360,
2013-08-16,4.7435,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,4.7677,
2013-08-20,4.7733,
2013-08-21,4.7710,
2013-08-22,4.7811,
2013-08-23,4.8086,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,4.8200,
2013-08-27,4.8716,
2013-08-28,4.8893,
2013-08-29,4.8075,
2013-08-30,4.7712,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,4.7762,
2013-09-03,4.7862,
2013-09-04,4.7900,
2013-09-05,4.8176,
2013-09-06,4.7862,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,4.7807,
2013-09-10,4.7650,
2013-09-11,4.7391,
2013-09-12,4.7208,
2013-09-13,4.7160,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,4.7205,
2013-09-17,4.7226,
2013-09-18,4.7186,
2013-09-19,4.7287,
2013-09-20,4.7349,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,4.7654,
2013-09-24,4.7605,
2013-09-25,4.8046,
2013-09-26,4.8077,
2013-09-27,4.8204,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,4.7734,
2013-10-01,4.7874,
2013-10-02,4.7774,
2013-10-03,4.8108,
2013-10-04,4.8215,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,4.8128,
2013-10-08,4.8351,
2013-10-09,4.8208,
2013-10-10,4.8135,
2013-10-11,4.8136,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,4.8000,
2013-10-15,4.7860,
2013-10-16,4.8117,
2013-10-17,4.8196,
2013-10-18,4.8308,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,4.8354,
2013-10-22,4.8211,
2013-10-23,4.8406,
2013-10-24,4.8720,
2013-10-25,4.8658,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,4.8651,
2013-10-29,4.8490,
2013-10-30,4.8387,
2013-10-31,4.8040,
2013-11-01,4.7703,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,4.7695,
2013-11-05,4.7633,
2013-11-06,4.7695,
2013-11-07,4.7341,
2013-11-08,4.7428,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,4.7341,
2013-11-12,4.7385,
2013-11-13,4.7390,
2013-11-14,4.7431,
2013-11-15,4.7410,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,4.7585,
2013-11-19,4.7514,
2013-11-20,4.7954,
2013-11-21,4.8045,
2013-11-22,4.8106,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,4.8161,
2013-11-26,4.7992,
2013-11-27,4.8107,
2013-11-28,4.8074,
2013-11-29,4.7933,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,4.7796,
2013-12-03,4.7818,
2013-12-04,4.7883,
2013-12-05,4.7925,
2013-12-06,4.7922,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,4.8040,
2013-12-10,4.8061,
2013-12-11,4.8209,
2013-12-12,4.8266,
2013-12-13,4.8066,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,4.8281,
2013-12-17,4.8274,
2013-12-18,4.8230,
2013-12-19,4.8063,
2013-12-20,4.8028,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,4.7972,
2013-12-24,4.7646,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,4.8080,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,4.7943,
2013-12-31,4.7880,
2014-01-01,.,No value available
2014-01-02,4.7697,
2014-01-03,4.7749,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,4.7646,
2014-01-07,4.7725,
2014-01-08,4.7635,
2014-01-09,4.7694,
2014-01-10,4.7506,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,4.7644,
2014-01-14,4.7665,
2014-01-15,4.7407,
2014-01-16,4.7478,
2014-01-17,4.7430,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,4.7359,
2014-01-21,4.7291,
2014-01-22,4.7335,
2014-01-23,4.7535,
2014-01-24,4.7780,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,4.7709,
2014-01-28,4.7757,
2014-01-29,4.7506,
2014-01-30,4.7416,
2014-01-31,4.7554,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,4.7528,
2014-02-04,4.7745,
2014-02-05,4.7922,
2014-02-06,4.7862,
2014-02-07,4.7980,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,4.8036,
2014-02-11,4.8096,
2014-02-12,4.7807,
2014-02-13,4.7984,
2014-02-14,4.8119,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,4.8101,
2014-02-18,4.8223,
2014-02-19,4.8210,
2014-02-20,4.8180,
2014-02-21,4.8062,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,4.8128,
2014-02-25,4.8394,
2014-02-26,4.8272,
2014-02-27,4.8011,
2014-02-28,4.8203,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,4.8080,
2014-03-04,4.8055,
2014-03-05,4.7906,
2014-03-06,4.7850,
2014-03-07,4.8004,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,4.8277,
2014-03-11,4.8125,
2014-03-12,4.8180,
2014-03-13,4.8254,
2014-03-14,4.8124,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,4.8108,
2014-03-18,4.8110,
2014-03-19,4.8167,
2014-03-20,4.7952,
2014-03-21,4.7914,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,4.8114,
2014-03-25,4.8080,
2014-03-26,4.8110,
2014-03-27,4.8169,
2014-03-28,4.8160,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,4.8095,
2014-04-01,4.7931,
2014-04-02,4.7894,
2014-04-03,4.7785,
2014-04-04,4.7744,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,4.7905,
2014-04-08,4.7950,
2014-04-09,4.8002,
2014-04-10,4.8089,
2014-04-11,4.8117,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,4.8008,
2014-04-15,4.7887,
2014-04-16,4.8043,
2014-04-17,4.8154,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,4.8110,
2014-04-23,4.8255,
2014-04-24,4.8053,
2014-04-25,4.8023,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,4.8196,
2014-04-29,4.8028,
2014-04-30,4.8016,
2014-05-01,.,No value available
2014-05-02,4.7911,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,4.7984,
2014-05-06,4.8068,
2014-05-07,4.8047,
2014-05-08,4.8100,
2014-05-09,4.7598,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,4.7594,
2014-05-13,4.7375,
2014-05-14,4.7414,
2014-05-15,4.7201,
2014-05-16,4.7398,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,4.7382,
2014-05-20,4.7522,
2014-05-21,4.7761,
2014-05-22,4.7655,
2014-05-23,4.7516,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,4.7584,
2014-05-27,4.7429,
2014-05-28,4.7478,
2014-05-29,4.7327,
2014-05-30,4.7256,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,4.7325,
2014-06-03,4.7439,
2014-06-04,4.7464,
2014-06-05,4.7181,
2014-06-06,4.7237,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,4.7091,
2014-06-10,4.6902,
2014-06-11,4.6894,
2014-06-12,4.6818,
2014-06-13,4.6759,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,4.6804,
2014-06-17,4.6867,
2014-06-18,4.6877,
2014-06-19,4.6889,
2014-06-20,4.6833,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,4.6942,
2014-06-24,4.6792,
2014-06-25,4.6832,
2014-06-26,4.6666,
2014-06-27,4.6708,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,4.6960,
2014-07-01,4.6920,
2014-07-02,4.6774,
2014-07-03,4.6704,
2014-07-04,4.6445,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,4.6509,
2014-07-08,4.6599,
2014-07-09,4.6676,
2014-07-10,4.6643,
2014-07-11,4.6637,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,4.6662,
2014-07-15,4.6354,
2014-07-16,4.6129,
2014-07-17,4.6130,
2014-07-18,4.6308,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,4.6272,
2014-07-22,4.6043,
2014-07-23,4.5921,
2014-07-24,4.5846,
2014-07-25,4.6004,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,4.6056,
2014-07-29,4.6026,
2014-07-30,4.5924,
2014-07-31,4.5898,
2014-08-01,4.5907,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,4.5889,
2014-08-05,4.5687,
2014-08-06,4.5716,
2014-08-07,4.6172,
2014-08-08,4.6438,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,4.6453,
2014-08-12,4.6533,
2014-08-13,4.6684,
2014-08-14,4.6411,
2014-08-15,4.6684,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,4.6899,
2014-08-19,4.7027,
2014-08-20,4.6917,
2014-08-21,4.6894,
2014-08-22,4.6738,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,4.6722,
2014-08-26,4.7141,
2014-08-27,4.7071,
2014-08-28,4.6909,
2014-08-29,4.7057,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,4.6992,
2014-09-02,4.6942,
2014-09-03,4.7154,
2014-09-04,4.6660,
