"",BBK01.OEAH18M,BBK01.OEAH18M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:44,
2002-01,15.239,
2002-04,15.245,
2002-07,15.625,
2002-10,15.608,
2003-01,14.192,
2003-04,13.847,
2003-07,12.831,
2003-10,12.313,
2004-01,11.618,
2004-04,11.175,
2004-07,11.133,
2004-10,11.954,
2005-01,10.806,
2005-04,11.125,
2005-07,11.088,
2005-10,12.432,
2006-01,13.034,
2006-04,12.819,
2006-07,14.078,
2006-10,14.451,
2007-01,15.446,
2007-04,15.185,
2007-07,17.150,
2007-10,20.383,
2008-01,21.781,
2008-04,22.373,
2008-07,24.721,
2008-10,28.496,
2009-01,23.723,
2009-04,21.590,
2009-07,19.934,
2009-10,14.935,
2010-01,14.675,
2010-04,14.370,
2010-07,16.451,
2010-10,15.213,
2011-01,16.929,
2011-04,17.084,
2011-07,18.329,
2011-10,20.037,
2012-01,20.645,
2012-04,22.906,
2012-07,18.811,
2012-10,18.777,
2013-01,15.188,
2013-04,16.507,
2013-07,12.690,
2013-10,13.383,
2014-01,15.411,
2014-04,15.897,
2014-07,17.141,
