"",BBK01.OEAC11V,BBK01.OEAC11V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:46,
2002-01,9.979,
2002-04,9.993,
2002-07,10.093,
2002-10,9.981,
2003-01,9.972,
2003-04,9.893,
2003-07,10.335,
2003-10,9.993,
2004-01,9.670,
2004-04,9.561,
2004-07,9.562,
2004-10,9.460,
2005-01,9.541,
2005-04,9.398,
2005-07,9.485,
2005-10,9.513,
2006-01,9.496,
2006-04,9.561,
2006-07,9.311,
2006-10,9.259,
2007-01,9.130,
2007-04,9.034,
2007-07,8.951,
2007-10,8.699,
2008-01,8.626,
2008-04,8.883,
2008-07,8.881,
2008-10,8.834,
2009-01,8.813,
2009-04,10.372,
2009-07,10.353,
2009-10,10.005,
2010-01,10.878,
2010-04,10.656,
2010-07,9.569,
2010-10,9.558,
2011-01,9.925,
2011-04,9.925,
2011-07,10.071,
2011-10,10.000,
2012-01,9.963,
2012-04,10.424,
2012-07,10.451,
2012-10,10.566,
2013-01,10.537,
2013-04,10.584,
2013-07,10.628,
2013-10,10.685,
2014-01,10.643,
2014-04,10.491,
2014-07,10.547,
