"",BBFB1.Q.N.DE.W1.S1.S1.T.L.FA.O.F81.T._T._X.N,BBFB1.Q.N.DE.W1.S1.S1.T.L.FA.O.F81.T._T._X.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other investment / Trade credits and advances / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-30 15:57:58,
1991-01,757.735,
1991-04,2113.681,
1991-07,-1003.155,
1991-10,391.138,
1992-01,484.705,
1992-04,-43.971,
1992-07,-1679.083,
1992-10,694.846,
1993-01,-525.608,
1993-04,-622.754,
1993-07,-620.708,
1993-10,794.036,
1994-01,973.500,
1994-04,986.793,
1994-07,230.081,
1994-10,3806.568,
1995-01,685.570,
1995-04,1439.406,
1995-07,-302.667,
1995-10,1379.599,
1996-01,948.483,
1996-04,629.739,
1996-07,-657.029,
1996-10,620.242,
1997-01,1658.200,
1997-04,1417.873,
1997-07,481.110,
1997-10,521.147,
1998-01,1986.642,
1998-04,-1707.202,
1998-07,-735.274,
1998-10,-756.446,
1999-01,542.542,
1999-04,-492.106,
1999-07,-784.424,
1999-10,2002.409,
2000-01,1916.447,
2000-04,1198.618,
2000-07,1378.563,
2000-10,1830.559,
2001-01,1205.217,
2001-04,1055.222,
2001-07,-281.091,
2001-10,1775.680,
2002-01,-1680.540,
2002-04,1026.691,
2002-07,1063.386,
2002-10,-269.448,
2003-01,914.711,
2003-04,-177.529,
2003-07,482.155,
2003-10,418.684,
2004-01,2099.432,
2004-04,290.748,
2004-07,1144.624,
2004-10,400.081,
2005-01,772.688,
2005-04,1519.576,
2005-07,380.091,
2005-10,2963.651,
2006-01,2544.329,
2006-04,1024.945,
2006-07,2548.228,
2006-10,2190.642,
2007-01,2030.495,
2007-04,3479.955,
2007-07,3322.321,
2007-10,2508.786,
2008-01,3672.557,
2008-04,4108.613,
2008-07,1535.689,
2008-10,-2557.564,
2009-01,2229.119,
2009-04,1446.457,
2009-07,-1518.422,
2009-10,-840.035,
2010-01,-2200.741,
2010-04,3131.257,
2010-07,-361.403,
2010-10,-87.890,
2011-01,5125.232,
2011-04,-195.226,
2011-07,2080.347,
2011-10,3759.596,
2012-01,-1129.403,
2012-04,578.316,
2012-07,1789.959,
2012-10,-2097.092,
2013-01,3717.000,
2013-04,-992.000,
2013-07,2213.000,
2013-10,-319.000,
2014-01,-878.000,
2014-04,-648.000,
2014-07,900.000,
