"",BBK01.OEAH07K,BBK01.OEAH07K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:31,
2002-01,31.254,
2002-04,31.473,
2002-07,32.643,
2002-10,33.000,
2003-01,33.790,
2003-04,34.271,
2003-07,34.570,
2003-10,34.494,
2004-01,34.499,
2004-04,35.703,
2004-07,34.703,
2004-10,26.491,
2005-01,26.636,
2005-04,28.102,
2005-07,28.923,
2005-10,29.685,
2006-01,30.570,
2006-04,32.334,
2006-07,38.271,
2006-10,36.371,
2007-01,36.626,
2007-04,37.548,
2007-07,37.479,
2007-10,37.265,
2008-01,37.136,
2008-04,36.931,
2008-07,36.893,
2008-10,36.774,
2009-01,34.492,
2009-04,34.579,
2009-07,34.261,
2009-10,33.402,
2010-01,33.230,
2010-04,33.169,
2010-07,33.010,
2010-10,32.551,
2011-01,31.976,
2011-04,31.185,
2011-07,24.326,
2011-10,24.291,
2012-01,23.355,
2012-04,23.436,
2012-07,23.194,
2012-10,22.803,
2013-01,22.678,
2013-04,22.403,
2013-07,23.657,
2013-10,23.099,
2014-01,22.234,
2014-04,22.555,
2014-07,20.940,
