"",BBK01.SUD231,BBK01.SUD231_FLAGS
"",New business (volumes) of German banks / Housing loans to households,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:04,
2003-01,15547,
2003-02,12498,
2003-03,14210,
2003-04,16540,
2003-05,12279,
2003-06,13149,
2003-07,17231,
2003-08,13437,
2003-09,14926,
2003-10,15156,
2003-11,13245,
2003-12,17441,
2004-01,15286,
2004-02,11346,
2004-03,14144,
2004-04,13903,
2004-05,12177,
2004-06,14019,
2004-07,15348,
2004-08,10854,
2004-09,11119,
2004-10,12241,
2004-11,11143,
2004-12,13789,
2005-01,12926,
2005-02,9950,
2005-03,12844,
2005-04,13669,
2005-05,12015,
2005-06,14434,
2005-07,16593,
2005-08,14853,
2005-09,14204,
2005-10,14545,
2005-11,15980,
2005-12,19719,
2006-01,20235,
2006-02,14884,
2006-03,17351,
2006-04,16110,
2006-05,15761,
2006-06,15743,
2006-07,15445,
2006-08,14902,
2006-09,13132,
2006-10,15171,
2006-11,14420,
2006-12,15001,
2007-01,17214,
2007-02,12763,
2007-03,16403,
2007-04,16257,
2007-05,15696,
2007-06,16110,
2007-07,17313,
2007-08,14888,
2007-09,13166,
2007-10,15253,
2007-11,13623,
2007-12,13088,
2008-01,16211,
2008-02,12265,
2008-03,12444,
2008-04,16717,
2008-05,14133,
2008-06,15739,
2008-07,17390,
2008-08,13063,
2008-09,14136,
2008-10,15692,
2008-11,13446,
2008-12,15160,
2009-01,16761,
2009-02,13850,
2009-03,17570,
2009-04,18398,
2009-05,16194,
2009-06,17816,
2009-07,19866,
2009-08,15779,
2009-09,14807,
2009-10,15955,
2009-11,13720,
2009-12,14486,
2010-01,13789,
2010-02,11896,
2010-03,15310,
2010-04,14797,
2010-05,13846,
2010-06,14899,
2010-07,18095,
2010-08,15163,
2010-09,16328,
2010-10,16995,
2010-11,16236,
2010-12,17749,
2011-01,17098,
2011-02,14711,
2011-03,17526,
2011-04,16705,
2011-05,16448,
2011-06,13933,
2011-07,15868,
2011-08,15599,
2011-09,15331,
2011-10,16291,
2011-11,16139,
2011-12,16758,
2012-01,15645,
2012-02,14182,
2012-03,16280,
2012-04,15748,
2012-05,15197,
2012-06,16401,
2012-07,18647,
2012-08,17424,
2012-09,15109,
2012-10,17328,
2012-11,16415,
2012-12,14190,
2013-01,17268,
2013-02,14470,
2013-03,15659,
2013-04,18191,
2013-05,15740,
2013-06,16804,
2013-07,21404,
2013-08,16749,
2013-09,15567,
2013-10,17153,
2013-11,14279,
2013-12,14896,
2014-01,16675,
2014-02,15089,
2014-03,16442,
2014-04,17947,
2014-05,16015,
2014-06,15767,
2014-07,19296,
2014-08,16207,
2014-09,16831,
2014-10,18118,
2014-11,16479,
2014-12,18746,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. Excluding overdrafts. p = Provisional",
