"",BBK01.PC3702,BBK01.PC3702_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:53,
1985-10,0.146,
1986-01,0.132,
1986-04,0.130,
1986-07,0.138,
1986-10,0.135,
1987-01,0.131,
1987-04,0.138,
1987-07,0.140,
1987-10,0.147,
1988-01,0.153,
1988-04,0.168,
1988-07,0.184,
1988-10,0.171,
1989-01,0.170,
1989-04,0.192,
1989-07,0.170,
1989-10,0.165,
1990-01,0.208,
1990-04,0.196,
1990-07,0.214,
1990-10,0.225,
1991-01,0.182,
1991-04,0.191,
1991-07,0.198,
1991-10,0.214,
1992-01,0.219,
1992-04,0.211,
1992-07,0.188,
1992-10,0.829,
1993-01,0.861,
1993-04,0.873,
1993-07,0.958,
1993-10,1.085,
1994-01,1.148,
1994-04,1.221,
1994-07,1.698,
1994-10,1.794,
1995-01,1.865,
1995-04,1.914,
1995-07,2.026,
1995-10,2.130,
1996-01,2.179,
1996-04,2.270,
1996-07,2.370,
1996-10,2.478,
1997-01,2.502,
1997-04,2.575,
1997-07,2.602,
1997-10,2.629,
1998-01,2.656,
1998-04,2.643,
1998-07,2.664,
1998-10,2.711,
1999-01,2.388,
1999-04,2.391,
1999-07,2.425,
1999-10,2.450,
2000-01,2.443,
2000-04,2.421,
2000-07,2.256,
2000-10,2.220,
2001-01,2.179,
2001-04,2.140,
2001-07,2.091,
2001-10,2.059,
2002-01,1.993,
2002-04,2.143,
2002-07,2.098,
2002-10,2.074,
2003-01,2.054,
2003-04,2.029,
2003-07,2.127,
2003-10,2.176,
2004-01,2.343,
2004-04,2.262,
2004-07,3.563,
2004-10,3.145,
2005-01,3.478,
2005-04,3.412,
2005-07,1.143,
2005-10,1.552,
2006-01,1.607,
2006-04,1.645,
2006-07,1.640,
2006-10,1.818,
2007-01,1.984,
2007-04,2.097,
2007-07,2.191,
2007-10,1.821,
2008-01,1.775,
2008-04,1.906,
2008-07,1.929,
2008-10,1.993,
2009-01,1.813,
2009-04,1.715,
2009-07,3.094,
2009-10,3.167,
2010-01,3.184,
2010-04,3.321,
2010-07,3.383,
2010-10,3.369,
2011-01,3.386,
2011-04,3.348,
2011-07,3.323,
2011-10,3.322,
2012-01,3.283,
2012-04,3.253,
2012-07,3.104,
2012-10,3.120,
2013-01,3.048,
2013-04,2.004,
2013-07,1.987,
2013-10,1.916,
2014-01,1.874,
2014-04,0.617,
2014-07,1.210,
2014-10,1.281,
