"",BBK01.BQ9059,BBK01.BQ9059_FLAGS
"",General government debt as defined in the Maastricht Treaty - Germany - overall,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:34:20,
2000-01,1248912,
2000-04,1247702,
2000-07,1256657,
2000-10,1241398,
2001-01,1230522,
2001-04,1225089,
2001-07,1240126,
2001-10,1252287,
2002-01,1275144,
2002-04,1277403,
2002-07,1296659,
2002-10,1305428,
2003-01,1340380,
2003-04,1356027,
2003-07,1376629,
2003-10,1394972,
2004-01,1439720,
2004-04,1447734,
2004-07,1465216,
2004-10,1464845,
2005-01,1493019,
2005-04,1506936,
2005-07,1527004,
2005-10,1534966,
2006-01,1554460,
2006-04,1567262,
2006-07,1584199,
2006-10,1583743,
2007-01,1588447,
2007-04,1607260,
2007-07,1586800,
2007-10,1592903,
2008-01,1611868,
2008-04,1647815,
2008-07,1642454,
2008-10,1660237,
2009-01,1690945,
2009-04,1757116,
2009-07,1764877,
2009-10,1778453,
2010-01,1798803,Provisional value
2010-04,1840363,Provisional value
2010-07,1864948,Provisional value
2010-10,2067441,Provisional value
2011-01,2072239,Provisional value
2011-04,2083854,Provisional value
2011-07,2099181,Provisional value
2011-10,2095625,Provisional value
2012-01,2125788,Provisional value
2012-04,2171965,Provisional value
2012-07,2166675,Provisional value
2012-10,2173639,Provisional value
2013-01,2162079,Provisional value
2013-04,2162566,Provisional value
2013-07,2143884,Provisional value
2013-10,2159468,Provisional value
2014-01,2147407,Provisional value
2014-04,2154672,Provisional value
2014-07,2155234,Provisional value
