"",BBK01.TYI301,BBK01.TYI301_FLAGS
"","Money stock M1 (From 2002, excluding currency in circulation) / German contribution / Changes",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:45,
1980-01,0,
1980-02,-2043,
1980-03,3079,
1980-04,-2733,
1980-05,965,
1980-06,6155,
1980-07,-875,
1980-08,-923,
1980-09,2114,
1980-10,-3762,
1980-11,14185,
1980-12,-9610,
1981-01,-4397,
1981-02,45,
1981-03,1027,
1981-04,-3975,
1981-05,4918,
1981-06,3591,
1981-07,-6023,
1981-08,3131,
1981-09,-661,
1981-10,-4605,
1981-11,13925,
1981-12,-8630,
1982-01,-131,
1982-02,272,
1982-03,-382,
1982-04,-2662,
1982-05,5558,
1982-06,3990,
1982-07,-5249,
1982-08,4254,
1982-09,156,
1982-10,-2714,
1982-11,13573,
1982-12,-7461,
1983-01,1161,
1983-02,1406,
1983-03,-3797,
1983-04,1941,
1983-05,6922,
1983-06,3611,
1983-07,-314,
1983-08,-1431,
1983-09,-4847,
1983-10,2000,
1983-11,12689,
1983-12,-8046,
1984-01,-857,
1984-02,-506,
1984-03,-5942,
1984-04,2945,
1984-05,4158,
1984-06,-1161,
1984-07,3497,
1984-08,-6034,
1984-09,6168,
1984-10,-4147,
1984-11,8626,
1984-12,2038,
1985-01,-5168,
1985-02,483,
1985-03,-2235,
1985-04,-3894,
1985-05,1927,
1985-06,7069,
1985-07,82,
1985-08,-4902,
1985-09,6646,
1985-10,-2015,
1985-11,8211,
1985-12,598,
1986-01,-8736,
1986-02,432,
1986-03,6485,
1986-04,-2262,
1986-05,1496,
1986-06,8307,
1986-07,-61,
1986-08,-366,
1986-09,2528,
1986-10,-5372,
1986-11,16676,
1986-12,-4676,
1987-01,-9149,
1987-02,1691,
1987-03,4322,
1987-04,-1450,
1987-05,6859,
1987-06,6938,
1987-07,-7019,
1987-08,6837,
1987-09,101,
1987-10,-4449,
1987-11,18383,
1987-12,-10111,
1988-01,-1613,
1988-02,4303,
1988-03,-6567,
1988-04,3142,
1988-05,9554,
1988-06,4688,
1988-07,-884,
1988-08,-824,
1988-09,-5315,
1988-10,3975,
1988-11,17297,
1988-12,-5563,
1989-01,-2128,
1989-02,1272,
1989-03,-8380,
1989-04,763,
1989-05,6954,
1989-06,-3313,
1989-07,6911,
1989-08,-2347,
1989-09,-6008,
1989-10,4060,
1989-11,16904,
1989-12,-1469,
1990-01,-8707,
1990-02,1998,
1990-03,-10307,
1990-04,5086,
1990-05,4709,
1990-06,-3153,
1990-07,12779,
1990-08,-6201,
1990-09,7473,
1990-10,-4348,
1990-11,14019,
1990-12,8001,
1991-01,-14916,
1991-02,4496,
1991-03,-9267,
1991-04,-532,
1991-05,1711,
1991-06,8230,
1991-07,-541,
1991-08,-8918,
1991-09,8197,
1991-10,-5380,
1991-11,14367,
1991-12,10976,
1992-01,-26625,
1992-02,392,
1992-03,216,
1992-04,3691,
1992-05,2306,
1992-06,4552,
1992-07,-2085,
1992-08,3497,
1992-09,3918,
1992-10,2933,
1992-11,29751,
1992-12,4803,
1993-01,-25738,
1993-02,919,
1993-03,-1701,
1993-04,2534,
1993-05,3302,
1993-06,5018,
1993-07,-274,
1993-08,3245,
1993-09,3203,
1993-10,4260,
1993-11,27398,
1993-12,6842,
1994-01,-16901,
1994-02,-3056,
1994-03,-4397,
1994-04,5041,
1994-05,2995,
1994-06,5908,
1994-07,-3362,
1994-08,564,
1994-09,2399,
1994-10,5242,
1994-11,19096,
1994-12,4367,
1995-01,-18923,
1995-02,-788,
1995-03,-5837,
1995-04,4260,
1995-05,4754,
1995-06,2526,
1995-07,840,
1995-08,-831,
1995-09,3219,
1995-10,4808,
1995-11,22471,
1995-12,13733,
1996-01,-21833,
1996-02,3074,
1996-03,-164,
1996-04,5083,
1996-05,1280,
1996-06,5325,
1996-07,-818,
1996-08,257,
1996-09,8216,
1996-10,3950,
1996-11,20993,
1996-12,26467,
1997-01,-35182,
1997-02,1756,
1997-03,179,
1997-04,1686,
1997-05,4538,
1997-06,7099,
1997-07,-651,
1997-08,-592,
1997-09,1584,
1997-10,1112,
1997-11,18969,
1997-12,7504,
1998-01,-21903,
1998-02,3936,
1998-03,2227,
1998-04,7510,
1998-05,-245,
1998-06,6873,
1998-07,-6236,
1998-08,8398,
1998-09,1913,
1998-10,8057,
1998-11,26199,
1998-12,12057,
1999-01,-9098,
1999-02,2030,
1999-03,-1445,
1999-04,7617,
1999-05,11799,
1999-06,10280,
1999-07,-4600,
1999-08,-1008,
1999-09,5957,
1999-10,754,
1999-11,27780,
1999-12,-6727,
2000-01,1930,
2000-02,4706,
2000-03,-4429,
2000-04,10726,
2000-05,-8366,
2000-06,-451,
2000-07,-4716,
2000-08,-9008,
2000-09,-2208,
2000-10,2849,
2000-11,22192,
2000-12,4336,
2001-01,-15680,
2001-02,9747,
2001-03,-335,
2001-04,9305,
2001-05,2133,
2001-06,5985,
2001-07,-6173,
2001-08,-961,
2001-09,14515,
2001-10,-3306,
2001-11,20326,
2001-12,-9546,
2002-01,-13802,
2002-02,-632,
2002-03,-2624,
2002-04,9260,
2002-05,6202,
2002-06,13079,
2002-07,-5151,
2002-08,-5164,
2002-09,14860,
2002-10,1225,
2002-11,31829,
2002-12,1414,
