"",BBK01.SUD248,BBK01.SUD248_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 0.25 million and up to EUR 1 million with initial rate fixation of over 10 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:31,
2010-06,450,
2010-07,349,
2010-08,363,
2010-09,409,
2010-10,335,
2010-11,433,
2010-12,524,
2011-01,239,
2011-02,330,
2011-03,377,
2011-04,283,
2011-05,347,
2011-06,309,
2011-07,324,
2011-08,225,
2011-09,307,
2011-10,238,
2011-11,388,
2011-12,524,
2012-01,226,
2012-02,226,
2012-03,348,
2012-04,271,
2012-05,304,
2012-06,390,
2012-07,281,
2012-08,382,
2012-09,333,
2012-10,257,
2012-11,357,
2012-12,453,
2013-01,202,
2013-02,204,
2013-03,325,
2013-04,231,
2013-05,287,
2013-06,336,
2013-07,308,
2013-08,318,
2013-09,270,
2013-10,221,
2013-11,242,
2013-12,388,
2014-01,193,
2014-02,244,
2014-03,295,
2014-04,233,
2014-05,265,
2014-06,283,
2014-07,274,
2014-08,327,
2014-09,303,
2014-10,273,
2014-11,330,
2014-12,536,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
