"",BBK01.TUD448,BBK01.TUD448_FLAGS
2004-03,134735,
2004-04,135310,
2004-05,132263,
2004-06,123649,
2004-07,120031,
2004-08,120666,
2004-09,119682,
2004-10,117966,
2004-11,116088,
2004-12,116850,
2005-01,110219,
2005-02,117251,
2005-03,114766,
2005-04,117733,
2005-05,115836,
2005-06,118215,
2005-07,116164,
2005-08,118054,
2005-09,117869,
2005-10,116245,
2005-11,113814,
2005-12,113751,
2006-01,112150,
2006-02,113931,
2006-03,119802,
2006-04,121127,
2006-05,125891,
2006-06,126670,
2006-07,124800,
2006-08,127160,
2006-09,129684,
2006-10,134265,
2006-11,137516,
2006-12,136353,
2007-01,145872,
2007-02,149494,
2007-03,158349,
2007-04,158025,
2007-05,158445,
2007-06,162168,
2007-07,168202,
2007-08,169165,
2007-09,170712,
2007-10,179277,
2007-11,188266,
2007-12,182301,
2008-01,190565,
2008-02,189725,
2008-03,188120,
2008-04,195823,
2008-05,201422,
2008-06,217142,
2008-07,222182,
2008-08,224669,
2008-09,219877,
2008-10,214485,
2008-11,242508,
2008-12,233305,
2009-01,215791,
2009-02,211384,
2009-03,201340,
2009-04,203605,
2009-05,196570,
2009-06,185495,
2009-07,181141,
2009-08,177844,
2009-09,171941,
2009-10,161689,
2009-11,157985,
2009-12,146254,
2010-01,142735,
2010-02,140055,
2010-03,138033,
2010-04,132071,
2010-05,127682,
2010-06,111313,
2010-07,106830,
2010-08,111147,
2010-09,108487,
2010-10,87716,
2010-11,87653,
2010-12,82276,
2011-01,80615,
2011-02,82962,
2011-03,78214,
2011-04,76184,
2011-05,77246,
2011-06,74177,
2011-07,77267,
2011-08,79393,
2011-09,76125,
2011-10,74048,
2011-11,79673,
2011-12,75746,
2012-01,74344,
2012-02,75601,
2012-03,72692,
2012-04,68516,
2012-05,63555,
2012-06,62881,
2012-07,65503,
2012-08,62793,
2012-09,61015,
2012-10,60714,
2012-11,60834,
2012-12,56940,
2013-01,52033,
2013-02,51705,
2013-03,49543,
2013-04,50240,
2013-05,48526,
2013-06,45542,
2013-07,49514,
2013-08,46183,
2013-09,43938,
2013-10,44009,
2013-11,42382,
2013-12,38965,
2014-01,35775,
2014-02,37412,
2014-03,35122,
2014-04,35418,
2014-05,36714,
2014-06,39672,
2014-07,39015,
2014-08,41024,
2014-09,42080,
2014-10,41898,
2014-11,41280,
2014-12,39329,
2015-01,43480,
