"",BBK01.CEF710,BBK01.CEF710_FLAGS
"",Other accounts payable                                        debtor: Non-financial corporations creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:18,
1999-01,596.6,
1999-04,602.4,
1999-07,604.0,
1999-10,675.7,
2000-01,675.3,
2000-04,705.5,
2000-07,729.1,
2000-10,707.9,
2001-01,721.9,
2001-04,709.9,
2001-07,698.7,
2001-10,695.3,
2002-01,695.4,
2002-04,685.2,
2002-07,694.5,
2002-10,696.3,
2003-01,694.7,
2003-04,670.2,
2003-07,672.1,
2003-10,688.8,
2004-01,699.3,
2004-04,684.6,
2004-07,684.1,
2004-10,693.2,
2005-01,683.7,
2005-04,693.9,
2005-07,703.9,
2005-10,717.1,
2006-01,725.0,
2006-04,717.9,
2006-07,726.1,
2006-10,753.7,
2007-01,779.5,
2007-04,802.7,
2007-07,835.4,
2007-10,853.2,
2008-01,864.9,
2008-04,875.7,
2008-07,892.3,
2008-10,920.7,
2009-01,966.4,
2009-04,878.6,
2009-07,875.2,
2009-10,880.6,
2010-01,880.5,
2010-04,918.9,
2010-07,894.2,
2010-10,875.1,
2011-01,876.2,
2011-04,880.2,
2011-07,869.5,
2011-10,882.1,
2012-01,856.8,
2012-04,890.7,
2012-07,901.1,
2012-10,898.2,
2013-01,915.8,
2013-04,878.0,
2013-07,884.9,
2013-10,890.6,
2014-01,868.0,
2014-04,868.4,
2014-07,907.6,
