"",BBK01.OUP391,BBK01.OUP391_FLAGS
"",Deposits and borrowing from banks (MFIs) (excluding the Bundesbank) / total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:33,
1999-01,127.797,
1999-02,109.488,
1999-03,108.211,
1999-04,112.263,
1999-05,111.733,
1999-06,104.737,
1999-07,104.842,
1999-08,102.090,
1999-09,102.215,
1999-10,105.705,
1999-11,109.474,
1999-12,106.430,
2000-01,109.548,
2000-02,112.140,
2000-03,117.473,
2000-04,120.177,
2000-05,120.157,
2000-06,104.424,
2000-07,106.638,
2000-08,110.281,
2000-09,112.804,
2000-10,113.297,
2000-11,119.402,
2000-12,120.162,
2001-01,129.613,
2001-02,132.225,
2001-03,137.604,
2001-04,140.361,
2001-05,147.188,
2001-06,140.277,
2001-07,134.803,
2001-08,131.076,
2001-09,136.311,
2001-10,134.116,
2001-11,135.380,
2001-12,126.836,
2002-01,127.134,
2002-02,118.183,
2002-03,128.021,
2002-04,139.076,
2002-05,152.704,
2002-06,133.750,
2002-07,133.847,
2002-08,129.815,
2002-09,133.934,
2002-10,125.889,
2002-11,128.820,
2002-12,130.968,
2003-01,125.438,
2003-02,131.210,
2003-03,136.080,
2003-04,136.850,
2003-05,135.271,
2003-06,133.469,
2003-07,125.400,
2003-08,126.546,
2003-09,120.175,
2003-10,119.530,
2003-11,114.807,
2003-12,113.619,
2004-01,112.183,
2004-02,109.814,
2004-03,119.903,
2004-04,125.954,
2004-05,124.364,
2004-06,114.522,
2004-07,112.693,
2004-08,113.375,
2004-09,117.682,
2004-10,113.988,
2004-11,117.189,
2004-12,115.220,
2005-01,128.772,
2005-02,128.261,
2005-03,130.028,
2005-04,145.271,
2005-05,141.082,
2005-06,132.939,
2005-07,129.436,
2005-08,124.522,
2005-09,133.513,
2005-10,133.257,
2005-11,131.551,
2005-12,200.770,
2006-01,195.608,
2006-02,186.331,
2006-03,189.728,
2006-04,199.570,
2006-05,216.554,
2006-06,190.930,
2006-07,193.260,
2006-08,191.914,
2006-09,194.275,
2006-10,202.238,
2006-11,204.841,
2006-12,208.646,
2007-01,202.595,
2007-02,210.840,
2007-03,218.036,
2007-04,232.841,
2007-05,233.984,
2007-06,233.026,
2007-07,223.953,
2007-08,227.331,
2007-09,230.536,
2007-10,236.780,
2007-11,238.726,
2007-12,250.691,
2008-01,254.109,
2008-02,251.700,
2008-03,261.437,
2008-04,280.979,
2008-05,270.374,
2008-06,264.648,
2008-07,255.469,
2008-08,249.895,
2008-09,280.015,
2008-10,277.840,
2008-11,277.058,
2008-12,279.658,
2009-01,286.873,
2009-02,287.743,
2009-03,274.681,
2009-04,276.672,
2009-05,264.632,
2009-06,296.759,
2009-07,268.281,
2009-08,260.134,
2009-09,250.738,
2009-10,240.157,
2009-11,241.422,
2009-12,236.655,
2010-01,240.028,
2010-02,243.680,
2010-03,262.425,
2010-04,281.220,
2010-05,324.181,
2010-06,314.654,
2010-07,293.880,
2010-08,288.833,
2010-09,275.128,
2010-10,264.153,
2010-11,268.058,
2010-12,266.395,
2011-01,272.289,
2011-02,266.819,
2011-03,257.821,
2011-04,259.076,
2011-05,243.904,
2011-06,241.333,
2011-07,241.835,
2011-08,259.028,
2011-09,300.672,
2011-10,298.114,
2011-11,314.787,
2011-12,257.563,
2012-01,349.853,
2012-02,375.812,
2012-03,416.160,
2012-04,415.509,
2012-05,410.492,
2012-06,404.915,
2012-07,393.079,
2012-08,412.170,
2012-09,385.527,
2012-10,360.012,
2012-11,340.284,
2012-12,302.758,
2013-01,284.565,
2013-02,269.669,
2013-03,263.017,
2013-04,255.357,
2013-05,230.614,
2013-06,239.831,
2013-07,229.477,
2013-08,235.281,
2013-09,217.225,
2013-10,217.478,
2013-11,229.161,
2013-12,198.115,
2014-01,221.095,
2014-02,214.923,
2014-03,212.027,
2014-04,219.262,
2014-05,226.925,
2014-06,209.846,
2014-07,220.181,
2014-08,225.686,
2014-09,226.399,
2014-10,228.010,
2014-11,221.549,
2014-12,216.735,Provisional value
