"",BBK01.TS5531,BBK01.TS5531_FLAGS
"",Deposits of non-MFIs / Total / All maturities / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:50,
1995-01,52.88760,
1995-02,53.01259,
1995-03,53.07889,
1995-04,53.30942,
1995-05,53.69716,
1995-06,53.88440,
1995-07,54.21981,
1995-08,54.52485,
1995-09,54.76217,
1995-10,55.01923,
1995-11,55.43375,
1995-12,55.60917,
1996-01,55.97870,
1996-02,56.46673,
1996-03,56.63562,
1996-04,57.05467,
1996-05,57.23775,
1996-06,57.45211,
1996-07,57.77263,
1996-08,58.05013,
1996-09,58.39784,
1996-10,58.69624,
1996-11,58.92191,
1996-12,59.21247,
1997-01,59.75214,
1997-02,59.84235,
1997-03,59.99773,
1997-04,60.27789,
1997-05,60.54382,
1997-06,60.61914,
1997-07,60.90580,
1997-08,61.07607,
1997-09,61.16716,
1997-10,61.38955,
1997-11,61.62426,
1997-12,61.84684,
1998-01,61.96598,
1998-02,62.17217,
1998-03,62.37151,
1998-04,62.78204,
1998-05,62.85447,
1998-06,63.06336,
1998-07,63.22505,
1998-08,63.65029,
1998-09,63.74711,
1998-10,64.09748,
1998-11,64.30099,
1998-12,65.09341,
1999-01,65.79511,
1999-02,65.89090,
1999-03,66.06575,
1999-04,66.27481,
1999-05,66.43068,
1999-06,66.72194,
1999-07,66.94501,
1999-08,67.10988,
1999-09,67.35777,
1999-10,67.54681,
1999-11,67.76857,
1999-12,67.52469,
2000-01,67.96152,
2000-02,68.24758,
2000-03,68.21097,
2000-04,68.31076,
2000-05,68.22322,
2000-06,68.07130,
2000-07,67.91409,
2000-08,67.96827,
2000-09,68.02994,
2000-10,67.99428,
2000-11,68.13729,
2000-12,68.24067,
2001-01,68.62110,
2001-02,69.02921,
2001-03,69.36096,
2001-04,69.48821,
2001-05,69.69154,
2001-06,70.25416,
2001-07,70.26271,
2001-08,70.64619,
2001-09,71.35366,
2001-10,71.49292,
2001-11,71.63966,
2001-12,72.00165,
2002-01,72.10538,
2002-02,72.03771,
2002-03,72.26927,
2002-04,72.17697,
2002-05,72.59005,
2002-06,73.08090,
2002-07,73.21109,
2002-08,73.23709,
2002-09,73.25965,
2002-10,73.86877,
2002-11,74.23371,
2002-12,74.83229,
2003-01,74.67382,
2003-02,75.11109,
2003-03,75.45270,
2003-04,75.80248,
2003-05,76.07647,
2003-06,76.30970,
2003-07,76.35999,
2003-08,76.77990,
2003-09,76.71988,
2003-10,76.74119,
2003-11,76.96516,
2003-12,76.76910,
2004-01,76.86625,
2004-02,76.96231,
2004-03,77.35288,
2004-04,77.72542,
2004-05,77.96571,
2004-06,77.95807,
2004-07,78.27142,
2004-08,78.57652,
2004-09,78.84583,
2004-10,79.07256,
2004-11,79.29297,
2004-12,79.12335,
2005-01,79.65648,
2005-02,79.87301,
2005-03,80.06320,
2005-04,80.55564,
2005-05,80.77558,
2005-06,80.91788,
2005-07,81.42430,
2005-08,81.71815,
2005-09,81.78122,
2005-10,81.95790,
2005-11,81.99450,
2005-12,82.05522,
2006-01,82.38599,
2006-02,82.62961,
2006-03,83.08437,
2006-04,83.77566,
2006-05,84.22894,
2006-06,84.53543,
2006-07,84.68785,
2006-08,84.95812,
2006-09,85.16994,
2006-10,85.17150,
2006-11,85.66441,
2006-12,86.43693,
2007-01,86.70908,
2007-02,86.92120,
2007-03,87.28582,
2007-04,87.95020,
2007-05,88.20414,
2007-06,89.03055,
2007-07,89.55122,
2007-08,90.09189,
2007-09,90.96595,
2007-10,91.07066,
2007-11,91.77920,
2007-12,92.82342,
2008-01,93.10403,
2008-02,93.69072,
2008-03,93.91383,
2008-04,94.40075,
2008-05,94.74768,
2008-06,94.96502,
2008-07,95.38414,
2008-08,95.54238,
2008-09,95.89290,
2008-10,97.57980,
2008-11,98.18822,
2008-12,99.24521,
2009-01,100.14736,
2009-02,100.77434,
2009-03,100.60979,
2009-04,101.16440,
2009-05,100.80224,
2009-06,101.28115,
2009-07,101.06795,
2009-08,100.91619,
2009-09,101.13361,
2009-10,101.22224,
2009-11,101.13095,
2009-12,100.89215,
2010-01,101.47176,
2010-02,101.62005,
2010-03,101.61324,
2010-04,101.82877,
2010-05,102.05495,
2010-06,102.35913,
2010-07,102.33025,
2010-08,102.71241,
2010-09,102.86132,
2010-10,102.89918,
2010-11,103.05750,
2010-12,103.31055,
2011-01,103.78193,
2011-02,103.66917,
2011-03,104.16363,
2011-04,104.48540,
2011-05,104.77423,
2011-06,105.03918,
2011-07,105.46917,
2011-08,106.22920,
2011-09,106.56546,
2011-10,106.73494,
2011-11,107.13156,
2011-12,106.89444,
2012-01,107.18487,
2012-02,107.46855,
2012-03,107.99522,
2012-04,108.32403,
2012-05,108.73000,
2012-06,109.61128,
2012-07,109.84742,
2012-08,110.07806,
2012-09,110.32679,
2012-10,110.67770,
2012-11,110.41013,
2012-12,109.37849,
2013-01,109.66393,
2013-02,109.58605,
2013-03,109.90714,
2013-04,110.14303,
2013-05,110.37174,
2013-06,110.51745,
2013-07,110.72585,
2013-08,110.91782,
2013-09,110.92950,
2013-10,111.22663,
2013-11,111.27008,
2013-12,111.29717,
2014-01,111.56620,
2014-02,112.00662,
2014-03,112.06813,
2014-04,112.40562,
2014-05,112.72550,
2014-06,112.60656,
2014-07,113.04441,
2014-08,113.45886,
2014-09,113.66956,
2014-10,113.79493,
2014-11,113.79621,
2014-12,113.82228,Provisional value
2015-01,114.27020,
"",General: 1 Statistical changes have been eliminated.,
