"",BBK01.QU1892,BBK01.QU1892_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / EU member states / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:42,
1968-12,0.150,
1969-01,.,No value available
1969-02,.,No value available
1969-03,.,No value available
1969-04,.,No value available
1969-05,.,No value available
1969-06,.,No value available
1969-07,.,No value available
1969-08,.,No value available
1969-09,.,No value available
1969-10,.,No value available
1969-11,.,No value available
1969-12,0.664,
1970-01,.,No value available
1970-02,.,No value available
1970-03,.,No value available
1970-04,.,No value available
1970-05,.,No value available
1970-06,.,No value available
1970-07,.,No value available
1970-08,.,No value available
1970-09,.,No value available
1970-10,.,No value available
1970-11,.,No value available
1970-12,0.943,
1971-01,.,No value available
1971-02,.,No value available
1971-03,.,No value available
1971-04,.,No value available
1971-05,.,No value available
1971-06,.,No value available
1971-07,.,No value available
1971-08,.,No value available
1971-09,.,No value available
1971-10,.,No value available
1971-11,.,No value available
1971-12,0.988,
1972-01,.,No value available
1972-02,.,No value available
1972-03,.,No value available
1972-04,.,No value available
1972-05,.,No value available
1972-06,.,No value available
1972-07,.,No value available
1972-08,.,No value available
1972-09,.,No value available
1972-10,.,No value available
1972-11,.,No value available
1972-12,0.912,
1973-01,.,No value available
1973-02,.,No value available
1973-03,.,No value available
1973-04,.,No value available
1973-05,.,No value available
1973-06,.,No value available
1973-07,.,No value available
1973-08,.,No value available
1973-09,.,No value available
1973-10,.,No value available
1973-11,.,No value available
1973-12,0.722,
1974-01,.,No value available
1974-02,.,No value available
1974-03,.,No value available
1974-04,.,No value available
1974-05,.,No value available
1974-06,.,No value available
1974-07,.,No value available
1974-08,.,No value available
1974-09,.,No value available
1974-10,.,No value available
1974-11,.,No value available
1974-12,0.915,
1975-01,.,No value available
1975-02,.,No value available
1975-03,.,No value available
1975-04,.,No value available
1975-05,.,No value available
1975-06,.,No value available
1975-07,.,No value available
1975-08,.,No value available
1975-09,.,No value available
1975-10,.,No value available
1975-11,.,No value available
1975-12,2.716,
1976-01,2.772,
1976-02,2.942,
1976-03,3.123,
1976-04,3.116,
1976-05,3.032,
1976-06,3.136,
1976-07,3.189,
1976-08,3.097,
1976-09,3.233,
1976-10,3.636,
1976-11,3.748,
1976-12,3.761,
1977-01,3.816,
1977-02,3.728,
1977-03,3.795,
1977-04,3.950,
1977-05,4.166,
1977-06,4.412,
1977-07,4.541,
1977-08,4.733,
1977-09,4.792,
1977-10,4.910,
1977-11,4.952,
1977-12,4.413,
1978-01,4.400,
1978-02,4.422,
1978-03,4.399,
1978-04,4.477,
1978-05,4.434,
1978-06,4.416,
1978-07,4.374,
1978-08,4.371,
1978-09,4.291,
1978-10,4.134,
1978-11,4.127,
1978-12,4.418,
1979-01,3.967,
1979-02,3.899,
1979-03,3.863,
1979-04,3.896,
1979-05,3.861,
1979-06,3.870,
1979-07,3.880,
1979-08,3.951,
1979-09,3.794,
1979-10,3.741,
1979-11,3.833,
1979-12,4.444,
1980-01,3.983,
1980-02,3.885,
1980-03,4.180,
1980-04,4.276,
1980-05,4.256,
1980-06,4.416,
1980-07,4.467,
1980-08,4.435,
1980-09,4.485,
1980-10,4.502,
1980-11,4.464,
1980-12,5.367,
1981-01,5.509,
1981-02,5.466,
1981-03,5.603,
1981-04,5.596,
1981-05,5.585,
1981-06,5.494,
1981-07,5.699,
1981-08,5.780,
1981-09,5.879,
1981-10,6.115,
1981-11,6.172,
1981-12,6.434,
1982-01,6.356,
1982-02,6.398,
1982-03,6.436,
1982-04,6.479,
1982-05,6.678,
1982-06,6.894,
1982-07,7.347,
1982-08,7.481,
1982-09,7.800,
1982-10,7.973,
1982-11,8.242,
1982-12,8.199,
1983-01,8.338,
1983-02,8.437,
1983-03,8.775,
1983-04,8.763,
1983-05,8.811,
1983-06,9.070,
1983-07,9.385,
1983-08,9.386,
1983-09,9.239,
1983-10,9.264,
1983-11,9.204,
1983-12,9.084,
1984-01,9.072,
1984-02,8.927,
1984-03,9.022,
1984-04,9.105,
1984-05,9.375,
1984-06,9.417,
1984-07,9.436,
1984-08,9.679,
1984-09,10.119,
1984-10,10.091,
1984-11,10.329,
1984-12,10.542,
1985-01,10.759,
1985-02,11.060,
1985-03,11.127,
1985-04,11.195,
1985-05,11.448,
1985-06,11.674,
1985-07,11.853,
1985-08,12.395,
1985-09,12.566,
1985-10,13.169,
1985-11,13.406,
1985-12,13.431,
1986-01,13.561,
1986-02,13.685,
1986-03,13.945,
1986-04,14.018,
1986-05,14.465,
1986-06,14.718,
1986-07,14.679,
1986-08,14.869,
1986-09,15.294,
1986-10,15.421,
1986-11,15.261,
1986-12,15.337,
1987-01,15.497,
1987-02,15.879,
1987-03,16.019,
1987-04,16.611,
1987-05,16.991,
1987-06,16.974,
1987-07,17.413,
1987-08,17.805,
1987-09,18.246,
1987-10,18.903,
1987-11,19.250,
1987-12,19.306,
1988-01,19.628,
1988-02,19.791,
1988-03,19.811,
1988-04,19.833,
1988-05,19.881,
1988-06,19.996,
1988-07,19.762,
1988-08,19.708,
1988-09,19.464,
1988-10,18.991,
1988-11,18.568,
1988-12,18.914,
1989-01,19.049,
1989-02,18.619,
1989-03,18.570,
1989-04,18.422,
1989-05,18.901,
1989-06,18.830,
1989-07,18.368,
1989-08,18.275,
1989-09,18.361,
1989-10,18.512,
1989-11,18.413,
1989-12,18.407,
1990-01,19.010,
1990-02,20.227,
1990-03,21.636,
1990-04,21.569,
1990-05,21.564,
1990-06,22.038,
1990-07,22.649,
1990-08,23.515,
1990-09,24.957,
1990-10,24.676,
1990-11,24.854,
1990-12,24.431,
1991-01,24.454,
1991-02,23.767,
1991-03,24.254,
1991-04,24.831,
1991-05,25.092,
1991-06,25.519,
1991-07,26.037,
1991-08,26.004,
1991-09,25.950,
1991-10,26.250,
1991-11,26.270,
1991-12,25.823,
1992-01,25.801,
