"",BBK01.DU7836,BBK01.DU7836_FLAGS
"","Pay rates, production sector (incl. construction) all items excluding one-off payments, on a monthly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:15,
1991-01,47.7,
1991-02,47.7,
1991-03,47.8,
1991-04,49.5,
1991-05,49.7,
1991-06,50.9,
1991-07,74.2,
1991-08,51.5,
1991-09,51.5,
1991-10,51.8,
1991-11,83.1,
1991-12,52.1,
1992-01,52.4,
1992-02,52.4,
1992-03,52.5,
1992-04,56.8,
1992-05,57.0,
1992-06,57.1,
1992-07,83.9,
1992-08,57.6,
1992-09,57.6,
1992-10,57.8,
1992-11,96.5,
1992-12,57.9,
1993-01,58.1,
1993-02,58.3,
1993-03,58.3,
1993-04,59.6,
1993-05,59.7,
1993-06,60.7,
1993-07,89.6,
1993-08,60.8,
1993-09,60.9,
1993-10,60.9,
1993-11,103.3,
1993-12,61.1,
1994-01,61.2,
1994-02,61.3,
1994-03,61.2,
1994-04,61.6,
1994-05,61.7,
1994-06,62.3,
1994-07,90.3,
1994-08,62.9,
1994-09,63.0,
1994-10,63.1,
1994-11,104.0,
1994-12,63.2,
1995-01,63.3,
1995-02,63.4,
1995-03,63.8,
1995-04,64.4,
1995-05,65.3,
1995-06,65.5,
1995-07,96.2,
1995-08,65.8,
1995-09,65.8,
1995-10,65.9,
1995-11,111.5,
1995-12,66.9,
1996-01,67.0,
1996-02,67.0,
1996-03,67.1,
1996-04,67.3,
1996-05,67.4,
1996-06,67.5,
1996-07,99.8,
1996-08,67.7,
1996-09,67.8,
1996-10,68.1,
1996-11,113.6,
1996-12,68.1,
1997-01,68.3,
1997-02,68.4,
1997-03,68.4,
1997-04,68.8,
1997-05,68.9,
1997-06,68.9,
1997-07,101.8,
1997-08,69.0,
1997-09,69.0,
1997-10,69.1,
1997-11,113.4,
1997-12,69.1,
1998-01,69.1,
1998-02,69.1,
1998-03,69.3,
1998-04,70.2,
1998-05,70.2,
1998-06,70.3,
1998-07,103.9,
1998-08,70.4,
1998-09,70.4,
1998-10,70.5,
1998-11,115.7,
1998-12,70.5,
1999-01,70.8,
1999-02,70.8,
1999-03,71.6,
1999-04,72.0,
1999-05,72.2,
1999-06,72.4,
1999-07,106.9,
1999-08,72.7,
1999-09,72.8,
1999-10,72.8,
1999-11,117.7,
1999-12,72.8,
2000-01,72.8,
2000-02,72.8,
2000-03,72.8,
2000-04,73.0,
2000-05,74.4,
2000-06,73.9,
2000-07,109.4,
2000-08,74.2,
2000-09,74.3,
2000-10,74.3,
2000-11,120.5,
2000-12,74.3,
2001-01,74.5,
2001-02,74.5,
2001-03,74.5,
2001-04,74.6,
2001-05,76.0,
2001-06,75.4,
2001-07,111.8,
2001-08,75.6,
2001-09,75.7,
2001-10,75.7,
2001-11,123.2,
2001-12,75.8,
2002-01,75.8,
2002-02,75.8,
2002-03,75.8,
2002-04,75.9,
2002-05,77.1,
2002-06,77.5,
2002-07,114.3,
2002-08,77.2,
2002-09,77.6,
2002-10,77.8,
2002-11,126.8,
2002-12,77.9,
2003-01,77.9,
2003-02,78.0,
2003-03,78.0,
2003-04,78.1,
2003-05,79.2,
2003-06,79.6,
2003-07,117.5,
2003-08,79.3,
2003-09,79.4,
2003-10,79.4,
2003-11,129.5,
2003-12,79.5,
2004-01,79.6,
2004-02,79.6,
2004-03,80.1,
2004-04,80.1,
2004-05,80.8,
2004-06,80.2,
2004-07,119.4,
2004-08,80.3,
2004-09,80.3,
2004-10,80.4,
2004-11,131.3,
2004-12,80.4,
2005-01,80.5,
2005-02,80.5,
2005-03,81.2,
2005-04,81.1,
2005-05,81.2,
2005-06,81.3,
2005-07,120.9,
2005-08,81.5,
2005-09,81.4,
2005-10,81.5,
2005-11,133.0,
2005-12,81.5,
2006-01,81.5,
2006-02,81.5,
2006-03,81.6,
2006-04,81.8,
2006-05,82.4,
2006-06,82.8,
2006-07,123.1,
2006-08,82.8,
2006-09,82.8,
2006-10,82.9,
2006-11,135.5,
2006-12,84.4,
2007-01,83.0,
2007-02,83.2,
2007-03,83.3,
2007-04,83.5,
2007-05,84.4,
2007-06,85.3,
2007-07,127.2,
2007-08,85.7,
2007-09,85.7,
2007-10,85.8,
2007-11,140.0,
2007-12,87.0,
2008-01,85.8,
2008-02,85.8,
2008-03,86.2,
2008-04,86.5,
2008-05,88.1,
2008-06,87.4,
2008-07,129.2,
2008-08,87.7,
2008-09,87.9,
2008-10,88.0,
2008-11,143.7,
2008-12,89.3,
2009-01,88.0,
2009-02,88.8,
2009-03,88.9,
2009-04,89.1,
2009-05,91.7,
2009-06,90.4,
2009-07,133.2,
2009-08,90.7,
2009-09,90.7,
2009-10,90.7,
2009-11,148.2,
2009-12,92.0,
2010-01,91.0,
2010-02,91.0,
2010-03,91.0,
2010-04,91.4,
2010-05,92.2,
2010-06,92.1,
2010-07,134.2,
2010-08,91.5,
2010-09,91.5,
2010-10,91.5,
2010-11,149.6,
2010-12,92.9,
2011-01,91.8,
2011-02,91.9,
2011-03,91.8,
2011-04,93.0,
2011-05,95.4,
2011-06,93.8,
2011-07,137.7,
2011-08,93.9,
2011-09,93.9,
2011-10,94.1,
2011-11,153.3,
2011-12,95.6,
2012-01,94.5,
2012-02,94.5,
2012-03,94.5,
2012-04,94.7,
2012-05,100.6,
2012-06,96.7,
2012-07,141.9,
2012-08,97.4,
2012-09,97.6,
2012-10,97.6,
2012-11,158.9,
2012-12,99.0,
2013-01,97.7,
2013-02,97.7,
2013-03,97.9,
2013-04,97.9,
2013-05,102.6,
2013-06,98.6,
2013-07,146.3,
2013-08,100.7,
2013-09,100.5,
2013-10,100.5,
2013-11,163.7,
2013-12,102.2,
2014-01,100.8,
2014-02,101.0,
2014-03,101.3,
2014-04,101.4,
2014-05,105.7,
2014-06,102.9,
2014-07,149.9,
2014-08,103.2,
2014-09,103.3,
2014-10,103.4,
2014-11,168.1,
2014-12,104.7,
