"",BBK01.QU8667,BBK01.QU8667_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks  / Norway / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:48:20,
1985-12,0.017,
1986-01,0.017,
1986-02,0.016,
1986-03,0.016,
1986-04,0.015,
1986-05,0.015,
1986-06,0.014,
1986-07,0.013,
1986-08,0.012,
1986-09,.,No value available
1986-10,.,No value available
1986-11,.,No value available
1986-12,0.018,
1987-01,0.017,
1987-02,0.019,
1987-03,.,No value available
1987-04,.,No value available
1987-05,.,No value available
1987-06,0.027,
1987-07,0.027,
1987-08,0.026,
1987-09,0.027,
1987-10,0.034,
1987-11,0.033,
1987-12,0.028,
1988-01,0.029,
1988-02,0.029,
1988-03,0.028,
1988-04,0.031,
1988-05,0.024,
1988-06,0.034,
1988-07,0.034,
1988-08,0.034,
1988-09,0.034,
1988-10,0.042,
1988-11,0.032,
1988-12,0.040,
1989-01,0.048,
1989-02,0.047,
1989-03,0.047,
1989-04,0.045,
1989-05,0.041,
1989-06,0.031,
1989-07,0.031,
1989-08,0.032,
1989-09,0.048,
1989-10,0.048,
1989-11,0.045,
1989-12,0.052,
1990-01,0.055,
1990-02,0.055,
1990-03,0.046,
1990-04,0.042,
1990-05,0.045,
1990-06,0.219,
1990-07,0.067,
1990-08,-,Nothing exists
1990-09,0.062,
1990-10,0.060,
1990-11,0.056,
1990-12,0.062,
1991-01,0.059,
1991-02,0.060,
1991-03,0.067,
1991-04,0.065,
1991-05,0.065,
1991-06,0.070,
1991-07,0.074,
1991-08,0.073,
1991-09,0.055,
1991-10,0.053,
1991-11,0.054,
1991-12,0.050,
1992-01,0.054,
1992-02,0.054,
1992-03,0.048,
1992-04,0.049,
1992-05,0.048,
1992-06,0.045,
1992-07,0.036,
1992-08,0.035,
1992-09,0.035,
1992-10,0.036,
1992-11,0.035,
1992-12,0.037,
1993-01,0.039,
1993-02,0.036,
1993-03,0.034,
1993-04,0.032,
1993-05,0.029,
1993-06,0.031,
1993-07,0.031,
1993-08,0.031,
1993-09,0.041,
1993-10,0.040,
1993-11,0.040,
1993-12,0.062,
1994-01,0.053,
1994-02,0.049,
1994-03,0.044,
1994-04,0.043,
1994-05,0.041,
1994-06,0.037,
1994-07,0.037,
1994-08,0.036,
1994-09,0.039,
1994-10,0.038,
1994-11,0.038,
1994-12,0.022,
1995-01,0.021,
1995-02,0.022,
1995-03,0.014,
1995-04,0.014,
1995-05,0.017,
1995-06,0.016,
1995-07,0.016,
1995-08,0.017,
1995-09,0.016,
1995-10,0.015,
1995-11,0.012,
1995-12,0.015,
1996-01,0.015,
1996-02,0.016,
1996-03,0.015,
1996-04,0.010,
1996-05,0.013,
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,.,No value available
1997-01,.,No value available
1997-02,.,No value available
1997-03,.,No value available
1997-04,.,No value available
1997-05,.,No value available
1997-06,.,No value available
1997-07,.,No value available
1997-08,.,No value available
1997-09,0.034,
1997-10,0.041,
1997-11,0.042,
1997-12,0.083,
1998-01,0.149,
1998-02,0.137,
1998-03,0.157,
1998-04,0.137,
1998-05,0.141,
1998-06,0.155,
1998-07,0.151,
1998-08,0.112,
1998-09,0.109,
1998-10,0.109,
1998-11,0.119,
1998-12,0.164,
1999-01,0.177,
1999-02,0.152,
1999-03,0.153,
1999-04,0.136,
1999-05,0.150,
1999-06,0.130,
1999-07,0.146,
1999-08,0.149,
1999-09,0.259,
1999-10,0.287,
1999-11,0.304,
1999-12,0.334,
2000-01,0.336,
2000-02,0.304,
2000-03,0.313,
2000-04,0.312,
2000-05,0.295,
2000-06,0.352,
2000-07,0.329,
2000-08,0.324,
2000-09,0.391,
2000-10,0.393,
2000-11,0.373,
2000-12,0.302,
2001-01,0.423,
2001-02,0.405,
2001-03,0.369,
2001-04,0.371,
2001-05,0.379,
2001-06,0.383,
2001-07,0.414,
2001-08,0.409,
2001-09,0.402,
2001-10,0.425,
2001-11,0.417,
2001-12,0.402,
2002-01,0.393,
2002-02,0.442,
2002-03,0.434,
2002-04,0.444,
2002-05,0.464,
2002-06,0.571,
2002-07,0.463,
2002-08,0.467,
2002-09,0.464,
2002-10,0.448,
2002-11,0.462,
2002-12,0.468,
2003-01,0.474,
2003-02,0.466,
2003-03,0.414,
2003-04,0.389,
2003-05,0.413,
2003-06,0.389,
2003-07,0.398,
2003-08,0.378,
2003-09,0.376,
2003-10,0.356,
2003-11,0.354,
2003-12,0.377,
2004-01,0.382,
2004-02,0.490,
2004-03,0.534,
2004-04,0.540,
2004-05,0.538,
2004-06,0.548,
2004-07,0.549,
2004-08,0.549,
2004-09,0.560,
2004-10,0.548,
2004-11,0.527,
2004-12,0.519,
2005-01,0.502,
2005-02,0.513,
2005-03,0.498,
2005-04,0.522,
2005-05,0.272,
2005-06,0.428,
2005-07,0.442,
2005-08,0.438,
2005-09,0.493,
2005-10,0.509,
2005-11,0.509,
2005-12,0.506,
2006-01,0.506,
2006-02,0.493,
2006-03,0.478,
2006-04,0.467,
2006-05,0.339,
2006-06,0.337,
2006-07,0.398,
2006-08,0.353,
2006-09,0.310,
2006-10,0.295,
2006-11,0.320,
2006-12,0.345,
2007-01,0.371,
2007-02,0.371,
2007-03,0.366,
2007-04,0.362,
2007-05,0.362,
2007-06,0.382,
2007-07,0.374,
2007-08,0.374,
2007-09,0.385,
2007-10,0.369,
2007-11,0.350,
2007-12,0.370,
2008-01,0.369,
2008-02,0.389,
2008-03,0.345,
2008-04,0.360,
2008-05,0.363,
2008-06,0.367,
2008-07,0.364,
2008-08,0.365,
2008-09,0.359,
2008-10,0.396,
2008-11,0.395,
2008-12,0.332,
2009-01,0.358,
2009-02,0.358,
2009-03,0.459,
2009-04,0.417,
2009-05,0.423,
2009-06,0.400,
2009-07,0.392,
2009-08,0.356,
2009-09,0.322,
2009-10,0.299,
2009-11,0.280,
2009-12,0.257,
2010-01,0.257,
2010-02,0.212,
2010-03,0.210,
2010-04,0.123,
2010-05,0.123,
2010-06,0.084,
2010-07,0.084,
2010-08,0.084,
2010-09,0.069,
2010-10,0.069,
2010-11,0.069,
2010-12,0.061,
2011-01,0.036,
2011-02,0.036,
2011-03,0.034,
2011-04,0.025,
2011-05,0.035,
2011-06,0.035,
2011-07,0.035,
2011-08,0.035,
2011-09,0.025,
2011-10,0.025,
2011-11,0.025,
2011-12,0.015,
2012-01,.,No value available
2012-02,.,No value available
2012-03,.,No value available
2012-04,.,No value available
2012-05,.,No value available
2012-06,-,Nothing exists
2012-07,-,Nothing exists
2012-08,-,Nothing exists
2012-09,-,Nothing exists
2012-10,-,Nothing exists
2012-11,-,Nothing exists
2012-12,-,Nothing exists
2013-01,-,Nothing exists
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,-,Nothing exists
2013-05,-,Nothing exists
2013-06,.,No value available
2013-07,.,No value available
2013-08,.,No value available
2013-09,.,No value available
2013-10,.,No value available
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,-,Nothing exists
2014-05,-,Nothing exists
2014-06,-,Nothing exists
2014-07,-,Nothing exists
2014-08,-,Nothing exists
2014-09,-,Nothing exists
2014-10,-,Nothing exists
2014-11,-,Nothing exists
