"",BBK01.OEAH61L,BBK01.OEAH61L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:25,
2002-01,9.043,
2002-04,10.459,
2002-07,10.916,
2002-10,11.360,
2003-01,11.677,
2003-04,11.790,
2003-07,12.019,
2003-10,12.374,
2004-01,12.330,
2004-04,12.288,
2004-07,12.484,
2004-10,13.042,
2005-01,13.484,
2005-04,13.588,
2005-07,13.424,
2005-10,13.318,
2006-01,13.469,
2006-04,13.508,
2006-07,13.608,
2006-10,13.874,
2007-01,14.073,
2007-04,13.905,
2007-07,13.954,
2007-10,14.686,
2008-01,15.070,
2008-04,15.068,
2008-07,15.157,
2008-10,15.379,
2009-01,15.910,
2009-04,16.196,
2009-07,16.584,
2009-10,16.975,
2010-01,17.275,
2010-04,17.409,
2010-07,17.603,
2010-10,17.839,
2011-01,14.680,
2011-04,14.848,
2011-07,15.114,
2011-10,15.731,
2012-01,16.444,
2012-04,17.038,
2012-07,17.598,
2012-10,18.222,
2013-01,18.455,
2013-04,18.713,
2013-07,18.973,
2013-10,19.596,
2014-01,20.275,
2014-04,20.760,
2014-07,21.316,
