"",BBK01.QUK791,BBK01.QUK791_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Romania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:16,
2002-03,0.222,
2002-04,0.240,
2002-05,0.209,
2002-06,0.226,
2002-07,0.178,
2002-08,0.170,
2002-09,0.195,
2002-10,0.194,
2002-11,0.205,
2002-12,0.213,
2003-01,0.268,
2003-02,0.218,
2003-03,0.158,
2003-04,0.171,
2003-05,0.149,
2003-06,0.175,
2003-07,0.151,
2003-08,0.179,
2003-09,0.163,
2003-10,0.181,
2003-11,0.225,
2003-12,0.236,
2004-01,0.193,
2004-02,0.154,
2004-03,0.139,
2004-04,0.157,
2004-05,0.225,
2004-06,0.247,
2004-07,0.241,
2004-08,0.296,
2004-09,0.337,
2004-10,0.396,
2004-11,0.383,
2004-12,0.483,
2005-01,0.596,
2005-02,0.689,
2005-03,0.760,
2005-04,0.687,
2005-05,0.722,
2005-06,0.892,
2005-07,1.047,
2005-08,1.213,
2005-09,0.988,
2005-10,0.928,
2005-11,1.067,
2005-12,0.387,
2006-01,0.399,
2006-02,0.425,
2006-03,0.482,
2006-04,0.468,
2006-05,0.529,
2006-06,0.475,
2006-07,8.093,
2006-08,0.549,
2006-09,0.537,
2006-10,0.550,
2006-11,0.621,
2006-12,0.725,
2007-01,0.763,
2007-02,0.648,
2007-03,0.666,
2007-04,0.654,
2007-05,0.607,
2007-06,0.626,
2007-07,0.678,
2007-08,0.684,
2007-09,0.708,
2007-10,0.708,
2007-11,0.783,
2007-12,0.773,
2008-01,0.822,
2008-02,0.805,
2008-03,0.859,
2008-04,0.860,
2008-05,0.892,
2008-06,0.908,
2008-07,0.895,
2008-08,0.914,
2008-09,0.972,
2008-10,0.943,
2008-11,1.021,
2008-12,1.146,
2009-01,0.927,
2009-02,0.897,
2009-03,0.882,
2009-04,0.893,
2009-05,0.837,
2009-06,0.758,
2009-07,0.757,
2009-08,0.780,
2009-09,0.713,
2009-10,0.701,
2009-11,0.594,
2009-12,0.585,
2010-01,0.573,
2010-02,0.507,
2010-03,0.472,
2010-04,0.450,
2010-05,0.399,
2010-06,0.422,
2010-07,0.386,
2010-08,0.375,
2010-09,0.333,
2010-10,0.346,
2010-11,0.293,
2010-12,0.300,
2011-01,0.240,
2011-02,0.188,
2011-03,0.206,
2011-04,0.187,
2011-05,0.197,
2011-06,0.191,
2011-07,0.189,
2011-08,0.192,
2011-09,1.070,
2011-10,1.076,
2011-11,1.048,
2011-12,1.041,
2012-01,0.998,
2012-02,0.923,
2012-03,0.931,
2012-04,0.919,
2012-05,0.936,
2012-06,0.896,
2012-07,0.877,
2012-08,0.846,
2012-09,0.881,
2012-10,0.877,
2012-11,0.899,
2012-12,0.860,
2013-01,0.779,
2013-02,0.785,
2013-03,0.755,
2013-04,0.843,
2013-05,0.734,
2013-06,0.708,
2013-07,0.712,
2013-08,0.656,
2013-09,0.587,
2013-10,0.542,
2013-11,0.519,
2013-12,0.514,
2014-01,0.461,
2014-02,0.466,
2014-03,0.510,
2014-04,0.503,
2014-05,0.501,
2014-06,0.769,
2014-07,0.695,
2014-08,0.676,
2014-09,0.403,
2014-10,0.337,
