"",BBNZ1.Q.DE.Y.H.0090.A,BBNZ1.Q.DE.Y.H.0090.A_FLAGS
"","Germany / National accounts / Origin of GDP / Real estate activities, Financial and insurance activities / Chain-linked index / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:41,
1991-01,68.60,
1991-04,65.86,
1991-07,68.60,
1991-10,69.24,
1992-01,69.73,
1992-04,70.18,
1992-07,71.68,
1992-10,71.98,
1993-01,72.85,
1993-04,74.32,
1993-07,75.29,
1993-10,75.93,
1994-01,76.61,
1994-04,77.30,
1994-07,78.21,
1994-10,78.36,
1995-01,80.44,
1995-04,81.33,
1995-07,82.45,
1995-10,83.87,
1996-01,85.82,
1996-04,86.94,
1996-07,87.66,
1996-10,89.21,
1997-01,87.76,
1997-04,89.34,
1997-07,90.09,
1997-10,91.75,
1998-01,90.78,
1998-04,91.48,
1998-07,92.43,
1998-10,94.27,
1999-01,92.58,
1999-04,94.15,
1999-07,94.83,
1999-10,94.73,
2000-01,95.10,
2000-04,93.97,
2000-07,93.64,
2000-10,94.32,
2001-01,97.41,
2001-04,98.39,
2001-07,99.20,
2001-10,99.49,
2002-01,99.48,
2002-04,99.65,
2002-07,99.23,
2002-10,98.52,
2003-01,96.22,
2003-04,95.37,
2003-07,95.55,
2003-10,95.17,
2004-01,93.65,
2004-04,93.90,
2004-07,93.62,
2004-10,94.03,
2005-01,94.65,
2005-04,94.70,
2005-07,95.07,
2005-10,94.95,
2006-01,93.52,
2006-04,94.78,
2006-07,98.30,
2006-10,96.53,
2007-01,98.22,
2007-04,98.94,
2007-07,99.31,
2007-10,99.20,
2008-01,100.21,
2008-04,100.77,
2008-07,100.60,
2008-10,99.55,
2009-01,100.17,
2009-04,100.14,
2009-07,99.87,
2009-10,100.38,
2010-01,99.99,
2010-04,99.92,
2010-07,100.14,
2010-10,99.85,
2011-01,102.69,
2011-04,102.28,
2011-07,102.80,
2011-10,102.79,
2012-01,101.05,
2012-04,101.79,
2012-07,102.13,
2012-10,101.83,
2013-01,101.98,
2013-04,101.25,
2013-07,101.72,
2013-10,101.81,
2014-01,102.80,
2014-04,102.05,
2014-07,102.40,
2014-10,102.17,
