"",BBK01.OEAC26V,BBK01.OEAC26V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:27,
2002-01,0.230,
2002-04,0.236,
2002-07,0.249,
2002-10,0.237,
2003-01,0.123,
2003-04,0.128,
2003-07,0.128,
2003-10,0.137,
2004-01,0.131,
2004-04,0.120,
2004-07,0.120,
2004-10,0.121,
2005-01,0.123,
2005-04,0.114,
2005-07,0.099,
2005-10,0.102,
2006-01,0.104,
2006-04,0.083,
2006-07,0.080,
2006-10,0.082,
2007-01,0.077,
2007-04,0.069,
2007-07,0.049,
2007-10,0.042,
2008-01,0.043,
2008-04,0.041,
2008-07,0.037,
2008-10,0.037,
2009-01,0.033,
2009-04,0.030,
2009-07,0.031,
2009-10,0.032,
2010-01,0.036,
2010-04,0.032,
2010-07,0.080,
2010-10,0.054,
2011-01,0.074,
2011-04,0.085,
2011-07,0.076,
2011-10,0.047,
2012-01,0.048,
2012-04,0.048,
2012-07,0.047,
2012-10,0.042,
2013-01,0.038,
2013-04,0.033,
2013-07,0.027,
2013-10,0.036,
2014-01,0.039,
2014-04,0.039,
2014-07,0.027,
