"",BBK01.OUG394,BBK01.OUG394_FLAGS
"",Time deposits of banks (MFIs) (excluding the Bundesbank) / medium- and longtherm / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:09:46,
1999-01,179.087,
1999-02,176.548,
1999-03,176.527,
1999-04,182.549,
1999-05,185.757,
1999-06,187.950,
1999-07,191.544,
1999-08,195.447,
1999-09,196.895,
1999-10,197.809,
1999-11,187.605,
1999-12,187.243,
2000-01,188.530,
2000-02,190.734,
2000-03,190.949,
2000-04,192.480,
2000-05,194.571,
2000-06,193.757,
2000-07,195.349,
2000-08,195.729,
2000-09,195.747,
2000-10,195.513,
2000-11,195.890,
2000-12,195.547,
2001-01,198.850,
2001-02,199.674,
2001-03,200.725,
2001-04,201.796,
2001-05,203.367,
2001-06,200.364,
2001-07,201.615,
2001-08,202.618,
2001-09,201.844,
2001-10,201.452,
2001-11,200.449,
2001-12,199.423,
2002-01,199.115,
2002-02,198.981,
2002-03,199.443,
2002-04,199.323,
2002-05,199.988,
2002-06,199.162,
2002-07,200.255,
2002-08,203.815,
2002-09,202.822,
2002-10,204.138,
2002-11,205.987,
2002-12,205.971,
2003-01,204.898,
2003-02,206.998,
2003-03,205.924,
2003-04,207.490,
2003-05,208.981,
2003-06,206.806,
2003-07,208.389,
2003-08,209.592,
2003-09,209.048,
2003-10,208.457,
2003-11,210.602,
2003-12,210.175,
2004-01,209.994,
2004-02,210.923,
2004-03,208.438,
2004-04,209.917,
2004-05,210.268,
2004-06,210.704,
2004-07,212.636,
2004-08,212.748,
2004-09,209.714,
2004-10,211.479,
2004-11,210.325,
2004-12,186.038,
2005-01,185.679,
2005-02,186.092,
2005-03,185.981,
2005-04,185.413,
2005-05,186.585,
2005-06,186.414,
2005-07,184.846,
2005-08,186.612,
2005-09,184.625,
2005-10,184.456,
2005-11,182.594,
2005-12,181.061,
2006-01,180.139,
2006-02,180.349,
2006-03,178.774,
2006-04,181.515,
2006-05,181.478,
2006-06,183.081,
2006-07,183.332,
2006-08,183.241,
2006-09,184.260,
2006-10,184.068,
2006-11,183.828,
2006-12,184.548,
2007-01,187.953,
2007-02,185.727,
2007-03,185.258,
2007-04,183.227,
2007-05,184.378,
2007-06,183.872,
2007-07,184.755,
2007-08,184.528,
2007-09,182.856,
2007-10,183.267,
2007-11,185.386,
2007-12,186.831,
2008-01,186.516,
2008-02,187.756,
2008-03,186.104,
2008-04,186.938,
2008-05,189.038,
2008-06,188.602,
2008-07,188.774,
2008-08,188.678,
2008-09,188.130,
2008-10,185.188,
2008-11,187.627,
2008-12,186.149,
2009-01,186.517,
2009-02,186.213,
2009-03,184.272,
2009-04,184.035,
2009-05,202.646,
2009-06,204.482,
2009-07,203.359,
2009-08,202.403,
2009-09,201.129,
2009-10,200.870,
2009-11,200.119,
2009-12,201.556,
2010-01,201.770,
2010-02,202.421,
2010-03,199.787,
2010-04,199.942,
2010-05,199.354,
2010-06,201.078,
2010-07,196.958,
2010-08,198.077,
2010-09,195.877,
2010-10,195.248,
2010-11,196.885,
2010-12,194.188,
2011-01,192.930,
2011-02,193.674,
2011-03,193.089,
2011-04,194.375,
2011-05,194.957,
2011-06,188.710,
2011-07,189.487,
2011-08,191.191,
2011-09,191.271,
2011-10,192.583,
2011-11,195.499,
2011-12,195.941,
2012-01,195.676,
2012-02,196.586,
2012-03,194.483,
2012-04,194.180,
2012-05,195.554,
2012-06,193.924,
2012-07,193.170,
2012-08,192.285,
2012-09,194.420,
2012-10,189.490,
2012-11,188.911,
2012-12,187.161,
2013-01,185.566,
2013-02,183.868,
2013-03,182.839,
2013-04,181.089,
2013-05,180.194,
2013-06,178.992,
2013-07,178.957,
2013-08,179.699,
2013-09,177.751,
2013-10,176.592,
2013-11,175.971,
2013-12,172.643,
2014-01,169.377,
2014-02,168.488,
2014-03,165.911,
2014-04,165.997,
2014-05,165.765,
2014-06,163.667,
2014-07,163.669,
2014-08,163.441,
2014-09,163.143,
2014-10,161.947,
2014-11,162.339,
2014-12,159.415,Provisional value
