"",BBK01.QUV824,BBK01.QUV824_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Mexico / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:21:25,
2001-12,2.645,
2002-01,2.684,
2002-02,2.672,
2002-03,2.632,
2002-04,2.544,
2002-05,2.436,
2002-06,2.314,
2002-07,2.340,
2002-08,2.382,
2002-09,2.383,
2002-10,2.384,
2002-11,2.382,
2002-12,2.197,
2003-01,2.113,
2003-02,2.249,
2003-03,2.237,
2003-04,2.219,
2003-05,1.907,
2003-06,1.921,
2003-07,1.975,
2003-08,2.071,
2003-09,1.912,
2003-10,1.901,
2003-11,1.766,
2003-12,1.662,
2004-01,1.643,
2004-02,1.640,
2004-03,1.643,
2004-04,1.685,
2004-05,1.651,
2004-06,1.592,
2004-07,1.596,
2004-08,1.579,
2004-09,1.606,
2004-10,1.580,
2004-11,1.499,
2004-12,1.480,
2005-01,1.497,
2005-02,1.481,
2005-03,1.419,
2005-04,1.477,
2005-05,1.535,
2005-06,1.508,
2005-07,1.512,
2005-08,1.490,
2005-09,1.476,
2005-10,1.465,
2005-11,1.478,
2005-12,1.402,
2006-01,1.340,
2006-02,1.343,
2006-03,1.263,
2006-04,1.243,
2006-05,1.218,
2006-06,1.233,
2006-07,1.218,
2006-08,1.220,
2006-09,1.286,
2006-10,1.268,
2006-11,1.187,
2006-12,1.129,
2007-01,1.118,
2007-02,1.146,
2007-03,1.109,
2007-04,1.057,
2007-05,1.089,
2007-06,1.086,
2007-07,0.983,
2007-08,0.976,
2007-09,0.975,
2007-10,0.961,
2007-11,1.019,
2007-12,0.964,
2008-01,0.962,
2008-02,0.960,
2008-03,0.979,
2008-04,1.155,
2008-05,1.166,
2008-06,1.148,
2008-07,1.164,
2008-08,1.254,
2008-09,1.359,
2008-10,1.468,
2008-11,1.466,
2008-12,1.629,
2009-01,1.747,
2009-02,1.748,
2009-03,1.655,
2009-04,1.656,
2009-05,1.582,
2009-06,1.684,
2009-07,1.721,
2009-08,1.712,
2009-09,1.708,
2009-10,1.713,
2009-11,1.736,
2009-12,1.791,
2010-01,1.839,
2010-02,1.887,
2010-03,2.241,
2010-04,2.274,
2010-05,2.383,
2010-06,2.316,
2010-07,2.231,
2010-08,2.254,
2010-09,2.135,
2010-10,2.123,
2010-11,2.190,
2010-12,1.464,
2011-01,1.438,
2011-02,1.423,
2011-03,1.455,
2011-04,1.398,
2011-05,1.427,
2011-06,1.412,
2011-07,1.428,
2011-08,1.323,
2011-09,1.386,
2011-10,1.336,
2011-11,1.382,
2011-12,1.390,
2012-01,1.373,
2012-02,1.348,
2012-03,1.326,
2012-04,1.209,
2012-05,1.295,
2012-06,1.191,
2012-07,1.226,
2012-08,1.224,
2012-09,1.196,
2012-10,1.179,
2012-11,1.169,
2012-12,0.965,
2013-01,0.940,
2013-02,0.983,
2013-03,0.991,
2013-04,0.963,
2013-05,0.872,
2013-06,0.806,
2013-07,0.818,
2013-08,0.780,
2013-09,0.767,
2013-10,0.764,
2013-11,0.767,
2013-12,0.765,
2014-01,0.795,
2014-02,0.776,
2014-03,0.769,
2014-04,0.787,
2014-05,0.813,
2014-06,0.799,
2014-07,0.828,
2014-08,0.825,
2014-09,0.964,
2014-10,0.963,
2014-11,1.044,
2014-12,1.047,
