"",BBK01.QUW116,BBK01.QUW116_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks / Industrial countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:22,
2001-12,31.063,
2002-01,34.934,
2002-02,35.175,
2002-03,37.740,
2002-04,37.520,
2002-05,35.153,
2002-06,34.120,
2002-07,33.697,
2002-08,33.687,
2002-09,33.995,
2002-10,33.239,
2002-11,31.732,
2002-12,31.847,
2003-01,31.357,
2003-02,29.434,
2003-03,34.903,
2003-04,27.331,
2003-05,25.363,
2003-06,26.850,
2003-07,27.449,
2003-08,23.261,
2003-09,24.611,
2003-10,23.965,
2003-11,25.174,
2003-12,27.272,
2004-01,28.971,
2004-02,30.509,
2004-03,33.028,
2004-04,34.234,
2004-05,32.856,
2004-06,33.350,
2004-07,34.497,
2004-08,36.677,
2004-09,38.343,
2004-10,42.275,
2004-11,37.749,
2004-12,41.225,
2005-01,40.793,
2005-02,41.016,
2005-03,44.854,
2005-04,44.600,
2005-05,44.373,
2005-06,47.543,
2005-07,46.140,
2005-08,46.308,
2005-09,43.587,
2005-10,42.818,
2005-11,45.572,
2005-12,42.540,
2006-01,42.528,
2006-02,43.349,
2006-03,42.409,
2006-04,39.094,
2006-05,29.493,
2006-06,28.104,
2006-07,33.500,
2006-08,32.650,
2006-09,32.628,
2006-10,30.352,
2006-11,32.532,
2006-12,26.465,
2007-01,25.344,
2007-02,25.472,
2007-03,25.942,
2007-04,25.174,
2007-05,26.025,
2007-06,27.868,
2007-07,26.791,
2007-08,29.322,
2007-09,28.385,
2007-10,32.930,
2007-11,29.650,
2007-12,29.927,
2008-01,28.994,
2008-02,29.701,
2008-03,27.900,
2008-04,28.496,
2008-05,28.714,
2008-06,27.706,
2008-07,28.127,
2008-08,27.205,
2008-09,29.055,
2008-10,26.252,
2008-11,30.432,
2008-12,25.804,
2009-01,29.187,
2009-02,28.565,
2009-03,27.889,
2009-04,26.989,
2009-05,26.137,
2009-06,25.441,
2009-07,24.687,
2009-08,24.278,
2009-09,23.461,
2009-10,23.594,
2009-11,22.087,
2009-12,23.194,
2010-01,24.582,
2010-02,25.902,
2010-03,25.847,
2010-04,25.470,
2010-05,25.970,
2010-06,25.595,
2010-07,26.399,
2010-08,26.479,
2010-09,24.926,
2010-10,26.716,
2010-11,29.752,
2010-12,25.158,
2011-01,25.007,
2011-02,25.513,
2011-03,23.596,
2011-04,24.600,
2011-05,29.987,
2011-06,25.938,
2011-07,26.692,
2011-08,27.151,
2011-09,27.740,
2011-10,25.205,
2011-11,26.559,
2011-12,26.759,
2012-01,27.025,
2012-02,23.481,
2012-03,24.920,
2012-04,23.337,
2012-05,23.053,
2012-06,22.004,
2012-07,23.258,
2012-08,24.003,
2012-09,21.770,
2012-10,20.766,
2012-11,20.029,
2012-12,19.725,
2013-01,20.018,
2013-02,22.079,
2013-03,21.498,
2013-04,20.277,
2013-05,19.116,
2013-06,19.782,
2013-07,19.272,
2013-08,20.738,
2013-09,20.268,
2013-10,20.702,
2013-11,20.519,
2013-12,21.740,
2014-01,21.237,
2014-02,19.081,
2014-03,19.571,
2014-04,19.245,
2014-05,18.826,
2014-06,18.787,
2014-07,19.478,
2014-08,19.064,
2014-09,20.199,
2014-10,20.091,
2014-11,20.109,
