"",BBK01.OEAC20N,BBK01.OEAC20N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:48,
2002-01,14.393,
2002-04,13.888,
2002-07,13.570,
2002-10,13.915,
2003-01,13.513,
2003-04,14.040,
2003-07,13.082,
2003-10,12.695,
2004-01,12.343,
2004-04,11.790,
2004-07,11.681,
2004-10,11.288,
2005-01,11.642,
2005-04,11.328,
2005-07,10.540,
2005-10,10.483,
2006-01,10.391,
2006-04,10.173,
2006-07,10.253,
2006-10,9.816,
2007-01,10.361,
2007-04,10.393,
2007-07,10.782,
2007-10,11.196,
2008-01,11.083,
2008-04,11.244,
2008-07,10.892,
2008-10,11.250,
2009-01,10.551,
2009-04,10.054,
2009-07,9.246,
2009-10,7.363,
2010-01,8.272,
2010-04,8.609,
2010-07,8.584,
2010-10,8.586,
2011-01,9.037,
2011-04,9.166,
2011-07,9.433,
2011-10,9.199,
2012-01,9.554,
2012-04,9.567,
2012-07,9.657,
2012-10,9.673,
2013-01,10.202,
2013-04,10.156,
2013-07,9.746,
2013-10,9.862,
2014-01,10.563,
2014-04,10.822,
2014-07,11.018,
