"",BBK01.WT4124,BBK01.WT4124_FLAGS
"","DE0001135457 / Yields / 2,250 Bund 11/21",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:19,
2011-08-24,2.16,
2011-08-25,2.23,
2011-08-26,2.19,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,2.18,
2011-08-30,2.18,
2011-08-31,2.18,
2011-09-01,2.19,
2011-09-02,2.10,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,1.93,
2011-09-06,1.91,
2011-09-07,1.92,
2011-09-08,1.90,
2011-09-09,1.83,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.71,
2011-09-13,1.71,
2011-09-14,1.79,
2011-09-15,1.90,
2011-09-16,1.92,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.78,
2011-09-20,1.77,
2011-09-21,1.81,
2011-09-22,1.68,
2011-09-23,1.70,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.80,
2011-09-27,1.88,
2011-09-28,1.96,
2011-09-29,1.98,
2011-09-30,1.97,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.82,
2011-10-04,1.74,
2011-10-05,1.76,
2011-10-06,1.89,
2011-10-07,1.94,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,2.02,
2011-10-11,2.05,
2011-10-12,2.15,
2011-10-13,2.17,
2011-10-14,2.18,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,2.24,
2011-10-18,2.00,
2011-10-19,2.12,
2011-10-20,2.03,
2011-10-21,2.02,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,2.04,
2011-10-25,2.15,
2011-10-26,2.09,
2011-10-27,2.11,
2011-10-28,2.25,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,2.11,
2011-11-01,1.85,
2011-11-02,1.81,
2011-11-03,1.87,
2011-11-04,1.93,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.76,
2011-11-08,1.83,
2011-11-09,1.71,
2011-11-10,1.77,
2011-11-11,1.80,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.84,
2011-11-15,1.77,
2011-11-16,1.83,
2011-11-17,1.76,
2011-11-18,1.91,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.88,
2011-11-22,1.92,
2011-11-23,1.97,
2011-11-24,2.16,
2011-11-25,2.14,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,2.25,
2011-11-29,2.28,
2011-11-30,2.26,
2011-12-01,2.25,
2011-12-02,2.14,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,2.14,
2011-12-06,2.18,
2011-12-07,2.10,
2011-12-08,2.06,
2011-12-09,2.01,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.03,
2011-12-13,2.01,
2011-12-14,1.98,
2011-12-15,1.89,
2011-12-16,1.88,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.85,
2011-12-20,1.87,
2011-12-21,1.95,
2011-12-22,1.91,
2011-12-23,1.88,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,1.89,
2011-12-28,1.87,
2011-12-29,1.84,
2011-12-30,1.78,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,1.81,
2012-01-03,1.88,
2012-01-04,1.88,
2012-01-05,1.83,
2012-01-06,1.83,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.82,
2012-01-10,1.82,
2012-01-11,1.82,
2012-01-12,1.78,
2012-01-13,1.75,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.71,
2012-01-17,1.76,
2012-01-18,1.74,
2012-01-19,1.74,
2012-01-20,1.81,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.86,
2012-01-24,1.93,
2012-01-25,1.93,
2012-01-26,1.89,
2012-01-27,1.84,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.76,
2012-01-31,1.77,
2012-02-01,1.77,
2012-02-02,1.76,
2012-02-03,1.79,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.82,
2012-02-07,1.82,
2012-02-08,1.93,
2012-02-09,1.93,
2012-02-10,1.94,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.91,
2012-02-14,1.88,
2012-02-15,1.89,
2012-02-16,1.78,
2012-02-17,1.85,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.88,
2012-02-21,1.92,
2012-02-22,1.89,
2012-02-23,1.85,
2012-02-24,1.84,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.82,
2012-02-28,1.77,
2012-02-29,1.77,
2012-03-01,1.78,
2012-03-02,1.79,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.74,
2012-03-06,1.73,
2012-03-07,1.73,
2012-03-08,1.76,
2012-03-09,1.75,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.73,
2012-03-13,1.72,
2012-03-14,1.85,
2012-03-15,1.93,
2012-03-16,1.94,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.97,
2012-03-20,1.99,
2012-03-21,2.01,
2012-03-22,1.88,
2012-03-23,1.84,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.83,
2012-03-27,1.90,
2012-03-28,1.83,
2012-03-29,1.79,
2012-03-30,1.76,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.78,
2012-04-03,1.76,
2012-04-04,1.76,
2012-04-05,1.73,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,1.65,
2012-04-11,1.62,
2012-04-12,1.63,
2012-04-13,1.61,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.59,
2012-04-17,1.63,
2012-04-18,1.62,
2012-04-19,1.59,
2012-04-20,1.56,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.54,
2012-04-24,1.54,
2012-04-25,1.59,
2012-04-26,1.58,
2012-04-27,1.54,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.55,
2012-05-01,.,No value available
2012-05-02,1.52,
2012-05-03,1.48,
2012-05-04,1.48,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.43,
2012-05-08,1.43,
2012-05-09,1.40,
2012-05-10,1.37,
2012-05-11,1.40,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.32,
2012-05-15,1.35,
2012-05-16,1.33,
2012-05-17,1.33,
2012-05-18,1.28,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.33,
2012-05-22,1.33,
2012-05-23,1.31,
2012-05-24,1.24,
2012-05-25,1.27,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.25,
2012-05-29,1.23,
2012-05-30,1.20,
2012-05-31,1.16,
2012-06-01,1.03,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.06,
2012-06-05,1.05,
2012-06-06,1.14,
2012-06-07,1.26,
2012-06-08,1.18,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.27,
2012-06-12,1.24,
2012-06-13,1.38,
2012-06-14,1.38,
2012-06-15,1.37,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.31,
2012-06-19,1.34,
2012-06-20,1.47,
2012-06-21,1.47,
2012-06-22,1.41,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.39,
2012-06-26,1.38,
2012-06-27,1.41,
2012-06-28,1.39,
2012-06-29,1.48,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.47,
2012-07-03,1.41,
2012-07-04,1.38,
2012-07-05,1.33,
2012-07-06,1.25,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.18,
2012-07-10,1.21,
2012-07-11,1.19,
2012-07-12,1.12,
2012-07-13,1.11,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.12,
2012-07-17,1.13,
2012-07-18,1.08,
2012-07-19,1.08,
2012-07-20,1.08,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.00,
2012-07-24,1.14,
2012-07-25,1.13,
2012-07-26,1.10,
2012-07-27,1.17,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.22,
2012-07-31,1.20,
2012-08-01,1.19,
2012-08-02,1.23,
2012-08-03,1.14,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.24,
2012-08-07,1.26,
2012-08-08,1.29,
2012-08-09,1.30,
2012-08-10,1.25,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.25,
2012-08-14,1.28,
2012-08-15,1.36,
2012-08-16,1.41,
2012-08-17,1.40,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,1.42,
2012-08-21,1.39,
2012-08-22,1.38,
2012-08-23,1.26,
2012-08-24,1.21,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.20,
2012-08-28,1.21,
2012-08-29,1.16,
2012-08-30,1.21,
2012-08-31,1.20,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.18,
2012-09-04,1.26,
2012-09-05,1.22,
2012-09-06,1.32,
2012-09-07,1.41,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.34,
2012-09-11,1.34,
2012-09-12,1.42,
2012-09-13,1.41,
