"",BBK01.QUY352,BBK01.QUY352_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Croatia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:55,
2002-03,0.116,
2002-04,0.030,
2002-05,0.033,
2002-06,0.030,
2002-07,0.030,
2002-08,0.030,
2002-09,0.030,
2002-10,0.029,
2002-11,0.030,
2002-12,0.029,
2003-01,0.027,
2003-02,0.027,
2003-03,0.028,
2003-04,0.028,
2003-05,0.036,
2003-06,0.036,
2003-07,0.072,
2003-08,0.067,
2003-09,0.074,
2003-10,0.064,
2003-11,0.063,
2003-12,0.069,
2004-01,0.085,
2004-02,0.086,
2004-03,0.087,
2004-04,0.086,
2004-05,0.115,
2004-06,0.096,
2004-07,0.104,
2004-08,0.093,
2004-09,0.076,
2004-10,0.069,
2004-11,0.071,
2004-12,0.070,
2005-01,0.073,
2005-02,0.077,
2005-03,0.061,
2005-04,0.049,
2005-05,0.051,
2005-06,0.040,
2005-07,0.042,
2005-08,0.046,
2005-09,0.044,
2005-10,0.043,
2005-11,0.045,
2005-12,0.025,
2006-01,0.023,
2006-02,0.023,
2006-03,0.021,
2006-04,0.024,
2006-05,0.101,
2006-06,0.134,
2006-07,0.023,
2006-08,0.007,
2006-09,0.007,
2006-10,0.008,
2006-11,0.010,
2006-12,0.012,
2007-01,0.007,
2007-02,0.012,
2007-03,0.036,
2007-04,0.161,
2007-05,0.020,
2007-06,0.026,
2007-07,0.063,
2007-08,0.069,
2007-09,0.061,
2007-10,0.061,
2007-11,0.068,
2007-12,0.179,
2008-01,0.101,
2008-02,0.085,
2008-03,0.086,
2008-04,0.121,
2008-05,0.109,
2008-06,0.120,
2008-07,0.099,
2008-08,0.100,
2008-09,0.072,
2008-10,0.068,
2008-11,0.062,
2008-12,0.058,
2009-01,0.075,
2009-02,0.066,
2009-03,0.053,
2009-04,0.046,
2009-05,0.040,
2009-06,0.022,
2009-07,0.025,
2009-08,0.074,
2009-09,0.024,
2009-10,0.024,
2009-11,0.023,
2009-12,0.003,
2010-01,0.004,
2010-02,-0.002,
2010-03,0.001,
2010-04,-0.003,
2010-05,-0.002,
2010-06,-0.003,
2010-07,-0.005,
2010-08,-0.004,
2010-09,-0.005,
2010-10,-0.004,
2010-11,0.000,
2010-12,-0.004,
2011-01,-0.002,
2011-02,-0.003,
2011-03,-0.002,
2011-04,-0.003,
2011-05,-0.002,
2011-06,0.192,
2011-07,-0.002,
2011-08,0.001,
2011-09,-0.001,
2011-10,-0.002,
2011-11,-0.002,
2011-12,-0.003,
2012-01,-0.003,
2012-02,-0.002,
2012-03,-0.004,
2012-04,-0.003,
2012-05,0.002,
2012-06,0.000,
2012-07,-0.002,
2012-08,-0.002,
2012-09,-0.003,
2012-10,-0.001,
2012-11,-0.003,
2012-12,-0.006,
2013-01,0.007,
2013-02,0.007,
2013-03,0.007,
2013-04,0.000,
2013-05,0.006,
2013-06,0.004,
2013-07,0.005,
2013-08,0.020,
2013-09,0.023,
2013-10,0.022,
2013-11,0.021,
2013-12,0.020,
2014-01,0.024,
2014-02,0.023,
2014-03,0.024,
2014-04,0.026,
2014-05,0.028,
2014-06,0.025,
2014-07,0.025,
2014-08,0.026,
2014-09,0.024,
2014-10,0.026,
