"",BBK01.CEF503,BBK01.CEF503_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Total                    creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:35,
1999-01,447.4,
1999-04,445.6,
1999-07,421.3,
1999-10,566.4,
2000-01,597.2,
2000-04,570.1,
2000-07,558.2,
2000-10,522.6,
2001-01,518.0,
2001-04,503.3,
2001-07,454.9,
2001-10,504.1,
2002-01,507.7,
2002-04,471.9,
2002-07,391.2,
2002-10,387.9,
2003-01,367.2,
2003-04,404.2,
2003-07,403.8,
2003-10,383.2,
2004-01,387.2,
2004-04,386.6,
2004-07,374.8,
2004-10,408.7,
2005-01,423.1,
2005-04,443.3,
2005-07,469.5,
2005-10,514.4,
2006-01,421.2,
2006-04,411.7,
2006-07,443.3,
2006-10,479.5,
2007-01,435.8,
2007-04,428.1,
2007-07,431.0,
2007-10,429.1,
2008-01,435.9,
2008-04,412.3,
2008-07,416.8,
2008-10,380.7,
2009-01,383.8,
2009-04,377.2,
2009-07,381.3,
2009-10,379.2,
2010-01,372.4,
2010-04,370.2,
2010-07,369.8,
2010-10,375.2,
2011-01,379.5,
2011-04,375.5,
2011-07,357.0,
2011-10,357.7,
2012-01,368.6,
2012-04,355.0,
2012-07,366.9,
2012-10,393.3,
2013-01,403.2,
2013-04,400.1,
2013-07,406.3,
2013-10,394.2,
2014-01,402.2,
2014-04,410.7,
2014-07,419.7,
