"",BBK01.OEAH27Q,BBK01.OEAH27Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:07,
2002-01,3.390,
2002-04,3.350,
2002-07,3.510,
2002-10,3.470,
2003-01,3.240,
2003-04,3.128,
2003-07,3.132,
2003-10,3.094,
2004-01,3.006,
2004-04,2.908,
2004-07,2.890,
2004-10,2.769,
2005-01,2.859,
2005-04,2.826,
2005-07,2.618,
2005-10,2.320,
2006-01,2.269,
2006-04,2.219,
2006-07,2.243,
2006-10,2.312,
2007-01,2.461,
2007-04,2.623,
2007-07,2.575,
2007-10,2.782,
2008-01,2.814,
2008-04,2.888,
2008-07,2.992,
2008-10,3.421,
2009-01,3.286,
2009-04,3.134,
2009-07,3.062,
2009-10,2.790,
2010-01,2.601,
2010-04,2.654,
2010-07,2.522,
2010-10,2.532,
2011-01,2.532,
2011-04,2.578,
2011-07,2.540,
2011-10,2.580,
2012-01,2.593,
2012-04,2.573,
2012-07,2.524,
2012-10,2.257,
2013-01,2.018,
2013-04,1.833,
2013-07,1.673,
2013-10,1.648,
2014-01,1.617,
2014-04,1.632,
2014-07,1.740,
