"",BBK01.OXA8A3,BBK01.OXA8A3_FLAGS
"",Loans (including bills of exchange) to domestic enterprises - Total - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:39,
1999-01,727.326,
1999-02,728.425,
1999-03,721.920,
1999-04,721.849,
1999-05,722.529,
1999-06,732.466,
1999-07,731.116,
1999-08,730.086,
1999-09,735.859,
1999-10,739.809,
1999-11,749.517,
1999-12,758.482,
2000-01,763.200,
2000-02,769.718,
2000-03,777.408,
2000-04,785.478,
2000-05,789.407,
2000-06,789.750,
2000-07,786.094,
2000-08,790.983,
2000-09,802.405,
2000-10,803.756,
2000-11,810.731,
2000-12,807.598,
2001-01,812.295,
2001-02,824.188,
2001-03,827.811,
2001-04,825.340,
2001-05,829.684,
2001-06,827.719,
2001-07,821.531,
2001-08,818.510,
2001-09,825.113,
2001-10,824.432,
2001-11,831.615,
2001-12,835.907,
2002-01,827.881,
2002-02,831.283,
2002-03,835.215,
2002-04,836.206,
2002-05,835.345,
2002-06,830.087,
2002-07,826.736,
2002-08,825.307,
2002-09,831.729,
2002-10,828.658,
2002-11,827.322,
2002-12,824.611,
2003-01,826.044,
2003-02,826.515,
2003-03,824.260,
2003-04,821.619,
2003-05,817.970,
2003-06,821.751,
2003-07,811.781,
2003-08,810.194,
2003-09,819.588,
2003-10,816.799,
2003-11,823.527,
2003-12,814.489,
2004-01,809.693,
2004-02,812.033,
2004-03,811.855,
2004-04,812.960,
2004-05,812.211,
2004-06,806.090,
2004-07,800.015,
2004-08,795.222,
2004-09,799.181,
2004-10,796.057,
2004-11,807.709,
2004-12,791.982,
2005-01,790.375,
2005-02,797.164,
2005-03,795.423,
2005-04,795.120,
2005-05,797.343,
2005-06,797.587,
2005-07,798.203,
2005-08,796.607,
2005-09,806.615,
2005-10,813.182,
2005-11,808.976,
2005-12,791.598,
2006-01,812.412,
2006-02,817.556,
2006-03,823.066,
2006-04,830.126,
2006-05,829.206,
2006-06,828.236,
2006-07,824.114,
2006-08,825.189,
2006-09,840.049,
2006-10,833.000,
2006-11,830.904,
2006-12,807.159,
2007-01,824.789,
2007-02,830.521,
2007-03,836.021,
2007-04,835.416,
2007-05,833.445,
2007-06,839.831,
2007-07,845.180,
2007-08,852.256,
2007-09,858.045,
2007-10,860.222,
2007-11,862.982,
2007-12,872.774,
2008-01,886.981,
2008-02,898.132,
2008-03,908.552,
2008-04,916.984,
2008-05,920.946,
2008-06,925.097,
2008-07,934.553,
2008-08,937.365,
2008-09,946.455,
2008-10,949.992,
2008-11,956.723,
2008-12,950.870,
2009-01,975.190,
2009-02,968.325,
2009-03,984.559,
2009-04,984.836,
2009-05,983.161,
2009-06,984.953,
2009-07,968.503,
2009-08,956.085,
2009-09,966.729,
2009-10,956.417,
2009-11,963.577,
2009-12,948.049,
2010-01,949.928,
2010-02,948.605,
2010-03,942.457,
2010-04,955.478,
2010-05,958.326,
2010-06,957.968,
2010-07,953.609,
2010-08,959.994,
2010-09,938.686,
2010-10,945.096,
2010-11,971.833,
2010-12,936.692,
2011-01,944.466,
2011-02,966.410,
2011-03,946.619,
2011-04,948.688,
2011-05,960.982,
2011-06,957.538,
2011-07,961.615,
2011-08,979.023,
2011-09,985.402,
2011-10,1017.034,
2011-11,1019.493,
2011-12,985.016,
2012-01,1009.234,
2012-02,1009.436,
2012-03,998.689,
2012-04,999.659,
2012-05,999.976,
2012-06,997.150,
2012-07,1029.965,
2012-08,1025.231,
2012-09,1016.116,
2012-10,1026.469,
2012-11,1018.195,
2012-12,989.105,
2013-01,1011.354,
2013-02,1014.708,
2013-03,1006.760,
2013-04,1001.064,
2013-05,1004.073,
2013-06,1014.000,
2013-07,997.811,
2013-08,895.860,
2013-09,894.033,
2013-10,891.693,
2013-11,895.097,
2013-12,892.989,
2014-01,893.980,
2014-02,895.769,
2014-03,895.807,
2014-04,897.828,
2014-05,901.344,
2014-06,900.209,
2014-07,897.210,
2014-08,899.234,
2014-09,903.816,
2014-10,899.100,
2014-11,908.283,
2014-12,901.743,Provisional value
