"",BBK01.BQ2050,BBK01.BQ2050_FLAGS
"","Tax revenue (Germany as a whole) - total tax revenue of central, state and local government",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:00,
1991-01,73986.8,
1991-04,77810.2,
1991-07,87104.1,
1991-10,99533.3,
1992-01,89668.3,
1992-04,89445.6,
1992-07,92602.1,
1992-10,102415.7,
1993-01,89928.4,
1993-04,91185.9,
1993-07,94193.1,
1993-10,107710.8,
1994-01,97942.5,
1994-04,94656.4,
1994-07,97041.2,
1994-10,112317.9,
1995-01,99823.1,
1995-04,97376.4,
1995-07,101442.1,
1995-10,117647.0,
1996-01,98724.6,
1996-04,95667.4,
1996-07,98908.9,
1996-10,115731.4,
1997-01,95204.4,
1997-04,95390.7,
1997-07,99012.7,
1997-10,117970.3,
1998-01,95943.5,
1998-04,101264.5,
1998-07,105276.5,
1998-10,123428.2,
1999-01,100818.2,
1999-04,109092.9,
1999-07,112586.3,
1999-10,130570.7,
2000-01,105498.5,
2000-04,117985.0,
2000-07,114222.4,
2000-10,129546.7,
2001-01,105750.6,
2001-04,110001.4,
2001-07,109790.3,
2001-10,120705.2,
2002-01,99493.9,
2002-04,104432.8,
2002-07,109260.0,
2002-10,128516.5,
2003-01,96862.1,
2003-04,108785.9,
2003-07,109158.6,
2003-10,127431.0,
2004-01,97310.9,
2004-04,112600.6,
2004-07,107720.2,
2004-10,125206.1,
2005-01,99996.7,
2005-04,111633.5,
2005-07,111102.5,
2005-10,129345.6,
2006-01,106906.8,
2006-04,121890.7,
2006-07,121711.4,
2006-10,137935.4,
2007-01,122549.8,
2007-04,136962.5,
2007-07,131495.2,
2007-10,147235.5,
2008-01,131506.6,
2008-04,143005.7,
2008-07,137453.9,
2008-10,149215.8,
2009-01,128787.3,
2009-04,130491.2,
2009-07,124436.9,
2009-10,140284.6,
2010-01,121321.4,
2010-04,134842.7,
2010-07,127310.8,
2010-10,147111.9,
2011-01,135589.6,
2011-04,145635.6,
2011-07,136382.3,
2011-10,155744.2,
2012-01,143334.3,
2012-04,150392.5,
2012-07,147755.0,
2012-10,158563.9,
2013-01,148936.2,
2013-04,155506.8,
2013-07,151383.4,
2013-10,163881.8,
2014-01,153970.6,
2014-04,158117.7,
2014-07,156886.0,
2014-10,.,Value available later
