"",BBK01.WZ9804,BBK01.WZ9804_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / Parameter Tau1 / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:10:46,
1972-09,0.36495,
1972-10,0.00481,
1972-11,0.51241,
1972-12,1.29510,
1973-01,0.52885,
1973-02,0.39174,
1973-03,2.46182,
1973-04,0.58485,
1973-05,0.12923,
1973-06,0.44307,
1973-07,1.69725,
1973-08,0.00685,
1973-09,0.02152,
1973-10,0.19653,
1973-11,1.83575,
1973-12,1.39298,
1974-01,5.40143,
1974-02,2.80130,
1974-03,1.16008,
1974-04,1.18632,
1974-05,0.16399,
1974-06,0.31596,
1974-07,2.18805,
1974-08,2.66876,
1974-09,1.85613,
1974-10,2.27010,
1974-11,1.17281,
1974-12,1.30525,
1975-01,0.98556,
1975-02,1.14062,
1975-03,1.17768,
1975-04,0.70083,
1975-05,3.40248,
1975-06,3.46280,
1975-07,3.21382,
1975-08,5.27298,
1975-09,0.95761,
1975-10,0.53952,
1975-11,1.87399,
1975-12,1.58075,
1976-01,1.21976,
1976-02,1.69849,
1976-03,0.32836,
1976-04,0.69663,
1976-05,0.88636,
1976-06,1.01703,
1976-07,0.62468,
1976-08,1.19411,
1976-09,0.54277,
1976-10,0.70009,
1976-11,0.90632,
1976-12,0.53564,
1977-01,0.14825,
1977-02,0.62783,
1977-03,0.66806,
1977-04,0.74367,
1977-05,0.68331,
1977-06,0.65719,
1977-07,2.71503,
1977-08,0.44595,
1977-09,9.51515,
1977-10,1.37470,
1977-11,1.00420,
1977-12,1.03424,
1978-01,2.38237,
1978-02,2.53191,
1978-03,30.00000,
1978-04,0.86190,
1978-05,0.31236,
1978-06,0.35077,
1978-07,0.26074,
1978-08,1.67923,
1978-09,1.80477,
1978-10,0.20705,
1978-11,0.89208,
1978-12,11.76835,
1979-01,0.95176,
1979-02,0.27403,
1979-03,0.25699,
1979-04,0.22508,
1979-05,0.37714,
1979-06,0.37076,
1979-07,0.11422,
1979-08,0.20750,
1979-09,0.05709,
1979-10,0.71329,
1979-11,8.94042,
1979-12,2.08424,
1980-01,0.35638,
1980-02,0.44959,
1980-03,0.38575,
1980-04,1.85425,
1980-05,1.23937,
1980-06,0.72242,
1980-07,3.70788,
1980-08,2.31586,
1980-09,0.72717,
1980-10,0.71036,
1980-11,0.20205,
1980-12,0.11196,
1981-01,5.61851,
1981-02,0.89808,
1981-03,0.36061,
1981-04,3.77028,
1981-05,7.51186,
1981-06,0.64771,
1981-07,0.34585,
1981-08,0.33653,
1981-09,30.00000,
1981-10,3.05550,
1981-11,3.82970,
1981-12,3.05508,
1982-01,9.12243,
1982-02,16.92767,
1982-03,8.67442,
1982-04,0.25402,
1982-05,3.61968,
1982-06,1.37018,
1982-07,1.20226,
1982-08,0.30822,
1982-09,0.67755,
1982-10,0.96086,
1982-11,0.80301,
1982-12,0.70839,
1983-01,0.38412,
1983-02,0.85717,
1983-03,0.78652,
1983-04,0.39420,
1983-05,0.27567,
1983-06,0.78087,
1983-07,2.93297,
1983-08,2.69385,
1983-09,2.34036,
1983-10,0.34790,
1983-11,0.39981,
1983-12,0.36296,
1984-01,0.67405,
1984-02,1.69761,
1984-03,0.82595,
1984-04,0.53324,
1984-05,0.50845,
1984-06,1.07232,
1984-07,1.51891,
1984-08,3.32938,
1984-09,1.27023,
1984-10,1.32665,
1984-11,0.92946,
1984-12,0.83208,
1985-01,0.69152,
1985-02,0.98750,
1985-03,0.14323,
1985-04,0.92437,
1985-05,3.80245,
1985-06,3.40489,
1985-07,2.37259,
1985-08,0.80166,
1985-09,1.20341,
1985-10,0.66076,
1985-11,0.70224,
1985-12,0.51588,
1986-01,0.59624,
1986-02,0.52021,
1986-03,0.49451,
1986-04,0.56238,
1986-05,0.73028,
1986-06,0.57621,
1986-07,0.64515,
1986-08,0.95357,
1986-09,0.89444,
1986-10,0.91430,
1986-11,0.57893,
1986-12,0.63107,
1987-01,1.09198,
1987-02,0.15759,
1987-03,0.73872,
1987-04,1.13057,
1987-05,1.32500,
1987-06,1.09162,
1987-07,2.87929,
1987-08,2.11087,
1987-09,0.31593,
1987-10,2.24880,
1987-11,1.63859,
1987-12,1.40924,
1988-01,10.01460,
1988-02,3.58252,
1988-03,4.21427,
1988-04,1.93618,
1988-05,4.35227,
1988-06,15.12138,
1988-07,2.10132,
1988-08,0.38876,
1988-09,2.53026,
1988-10,6.36957,
1988-11,5.67218,
1988-12,2.40508,
1989-01,30.00000,
1989-02,0.31582,
1989-03,0.32701,
1989-04,1.49838,
1989-05,21.89812,
1989-06,19.52621,
1989-07,1.74918,
1989-08,1.72761,
1989-09,7.46213,
