"",BBK01.QUV709,BBK01.QUV709_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Remaining countries in America / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:36,
2001-12,0.072,
2002-01,0.089,
2002-02,0.081,
2002-03,0.076,
2002-04,0.057,
2002-05,0.072,
2002-06,0.060,
2002-07,0.060,
2002-08,0.065,
2002-09,0.079,
2002-10,0.083,
2002-11,0.081,
2002-12,0.074,
2003-01,0.088,
2003-02,0.090,
2003-03,0.147,
2003-04,0.163,
2003-05,0.151,
2003-06,0.243,
2003-07,0.260,
2003-08,0.246,
2003-09,0.215,
2003-10,0.190,
2003-11,0.223,
2003-12,0.217,
2004-01,0.200,
2004-02,0.211,
2004-03,0.214,
2004-04,0.197,
2004-05,0.169,
2004-06,0.136,
2004-07,0.143,
2004-08,0.111,
2004-09,0.155,
2004-10,0.136,
2004-11,0.171,
2004-12,0.186,
2005-01,0.174,
2005-02,0.137,
2005-03,0.114,
2005-04,0.121,
2005-05,0.100,
2005-06,0.112,
2005-07,0.096,
2005-08,0.104,
2005-09,0.113,
2005-10,0.148,
2005-11,0.135,
2005-12,0.226,
2006-01,0.179,
2006-02,0.161,
2006-03,0.146,
2006-04,0.131,
2006-05,0.136,
2006-06,0.122,
2006-07,0.127,
2006-08,0.122,
2006-09,0.134,
2006-10,0.122,
2006-11,0.111,
2006-12,0.111,
2007-01,0.089,
2007-02,0.087,
2007-03,0.073,
2007-04,0.074,
2007-05,0.076,
2007-06,0.079,
2007-07,0.064,
2007-08,0.064,
2007-09,0.083,
2007-10,0.098,
2007-11,0.100,
2007-12,0.138,
2008-01,0.143,
2008-02,0.129,
2008-03,0.127,
2008-04,0.149,
2008-05,0.162,
2008-06,0.144,
2008-07,0.136,
2008-08,0.151,
2008-09,0.160,
2008-10,0.183,
2008-11,0.161,
2008-12,0.137,
2009-01,0.139,
2009-02,0.115,
2009-03,0.114,
2009-04,0.109,
2009-05,0.101,
2009-06,0.095,
2009-07,0.085,
2009-08,0.075,
2009-09,0.042,
2009-10,0.023,
2009-11,0.019,
2009-12,0.041,
2010-01,0.028,
2010-02,0.008,
2010-03,0.013,
2010-04,0.011,
2010-05,0.005,
2010-06,0.002,
2010-07,0.003,
2010-08,0.003,
2010-09,0.014,
2010-10,0.005,
2010-11,0.007,
2010-12,0.007,
2011-01,0.008,
2011-02,0.008,
2011-03,0.009,
2011-04,0.022,
2011-05,0.045,
2011-06,0.045,
2011-07,0.046,
2011-08,0.047,
2011-09,0.071,
2011-10,0.077,
2011-11,0.086,
2011-12,0.084,
2012-01,0.083,
2012-02,0.089,
2012-03,0.087,
2012-04,0.075,
2012-05,0.092,
2012-06,0.092,
2012-07,0.093,
2012-08,0.087,
2012-09,0.093,
2012-10,0.103,
2012-11,0.122,
2012-12,0.158,
2013-01,0.152,
2013-02,0.161,
2013-03,0.179,
2013-04,0.170,
2013-05,0.175,
2013-06,0.161,
2013-07,0.176,
2013-08,0.139,
2013-09,0.145,
2013-10,0.149,
2013-11,0.168,
2013-12,0.174,
2014-01,0.166,
2014-02,0.184,
2014-03,0.190,
2014-04,0.170,
2014-05,0.165,
2014-06,0.211,
2014-07,0.206,
2014-08,0.193,
2014-09,0.215,
2014-10,0.233,
2014-11,0.229,
2014-12,0.263,
