"",BBK01.QUK882,BBK01.QUK882_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / South Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:07,
2002-03,1.836,
2002-04,1.747,
2002-05,1.657,
2002-06,1.525,
2002-07,1.474,
2002-08,1.530,
2002-09,1.467,
2002-10,1.553,
2002-11,1.619,
2002-12,1.513,
2003-01,1.569,
2003-02,1.528,
2003-03,1.517,
2003-04,1.576,
2003-05,1.391,
2003-06,1.491,
2003-07,1.518,
2003-08,1.592,
2003-09,1.719,
2003-10,1.591,
2003-11,1.561,
2003-12,1.401,
2004-01,1.314,
2004-02,1.218,
2004-03,1.302,
2004-04,1.106,
2004-05,1.081,
2004-06,1.085,
2004-07,1.079,
2004-08,1.022,
2004-09,1.050,
2004-10,1.059,
2004-11,1.079,
2004-12,1.086,
2005-01,1.050,
2005-02,0.974,
2005-03,0.889,
2005-04,1.127,
2005-05,1.027,
2005-06,0.928,
2005-07,0.986,
2005-08,1.055,
2005-09,1.046,
2005-10,1.065,
2005-11,1.352,
2005-12,0.988,
2006-01,1.171,
2006-02,1.964,
2006-03,1.812,
2006-04,1.308,
2006-05,1.515,
2006-06,1.586,
2006-07,2.946,
2006-08,2.400,
2006-09,2.134,
2006-10,2.527,
2006-11,2.221,
2006-12,1.508,
2007-01,2.210,
2007-02,2.415,
2007-03,2.321,
2007-04,2.142,
2007-05,2.586,
2007-06,3.133,
2007-07,1.938,
2007-08,1.851,
2007-09,2.170,
2007-10,2.233,
2007-11,2.161,
2007-12,1.373,
2008-01,2.765,
2008-02,1.979,
2008-03,2.506,
2008-04,1.933,
2008-05,1.865,
2008-06,2.517,
2008-07,2.097,
2008-08,2.637,
2008-09,3.212,
2008-10,1.965,
2008-11,1.556,
2008-12,1.048,
2009-01,1.810,
2009-02,0.873,
2009-03,2.550,
2009-04,1.383,
2009-05,1.195,
2009-06,1.523,
2009-07,0.869,
2009-08,1.159,
2009-09,1.080,
2009-10,1.127,
2009-11,1.239,
2009-12,1.041,
2010-01,1.119,
2010-02,1.405,
2010-03,2.575,
2010-04,1.871,
2010-05,0.828,
2010-06,1.249,
2010-07,1.139,
2010-08,0.894,
2010-09,0.887,
2010-10,1.590,
2010-11,1.192,
2010-12,0.765,
2011-01,1.250,
2011-02,1.100,
2011-03,1.430,
2011-04,1.130,
2011-05,1.214,
2011-06,1.717,
2011-07,1.795,
2011-08,1.653,
2011-09,1.900,
2011-10,2.158,
2011-11,2.349,
2011-12,2.308,
2012-01,2.694,
2012-02,2.941,
2012-03,2.902,
2012-04,3.159,
2012-05,3.045,
2012-06,3.136,
2012-07,3.620,
2012-08,3.221,
2012-09,3.727,
2012-10,3.038,
2012-11,2.900,
2012-12,2.814,
2013-01,2.879,
2013-02,2.956,
2013-03,2.783,
2013-04,2.972,
2013-05,2.517,
2013-06,2.362,
2013-07,2.267,
2013-08,2.095,
2013-09,2.184,
2013-10,2.152,
2013-11,2.307,
2013-12,2.221,
2014-01,1.965,
2014-02,2.075,
2014-03,2.239,
2014-04,2.015,
2014-05,2.180,
2014-06,1.789,
2014-07,2.070,
2014-08,1.961,
2014-09,2.036,
2014-10,2.036,
