"",BBK01.PQ0517,BBK01.PQ0517_FLAGS
"",Lending to the services sector (including professions) / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:30,
1968-10,0.021,
1969-01,0.018,
1969-04,0.030,
1969-07,0.041,
1969-10,0.027,
1970-01,0.035,
1970-04,0.027,
1970-07,0.029,
1970-10,0.030,
1971-01,0.025,
1971-04,0.023,
1971-07,0.040,
1971-10,0.074,
1972-01,0.075,
1972-04,0.070,
1972-07,0.115,
1972-10,0.112,
1973-01,0.071,
1973-04,0.077,
1973-07,0.086,
1973-10,0.138,
1974-01,0.173,
1974-04,0.253,
1974-07,0.222,
1974-10,0.197,
1975-01,0.180,
1975-04,0.158,
1975-07,0.144,
1975-10,0.169,
1976-01,0.137,
1976-04,0.210,
1976-07,0.131,
1976-10,0.149,
1977-01,0.120,
1977-04,0.135,
1977-07,0.125,
1977-10,0.164,
1978-01,0.102,
1978-04,0.134,
1978-07,0.141,
1978-10,0.178,
1979-01,0.149,
1979-04,0.178,
1979-07,0.157,
1979-10,0.169,
1980-01,0.166,
1980-04,0.172,
1980-07,0.207,
1980-10,0.280,
1981-01,0.289,
1981-04,0.282,
1981-07,0.255,
1981-10,0.336,
1982-01,0.306,
1982-04,0.281,
1982-07,0.294,
1982-10,0.351,
1983-01,0.307,
1983-04,0.328,
1983-07,0.347,
1983-10,0.332,
1984-01,0.364,
1984-04,0.383,
1984-07,0.419,
1984-10,0.446,
1985-01,0.346,
1985-04,0.462,
1985-07,0.439,
1985-10,0.455,
1986-01,0.482,
1986-04,0.401,
1986-07,0.372,
1986-10,0.334,
1987-01,0.273,
1987-04,0.240,
1987-07,0.247,
1987-10,0.222,
1988-01,0.304,
1988-04,0.234,
1988-07,0.331,
1988-10,0.281,
1989-01,0.331,
1989-04,0.263,
1989-07,0.341,
1989-10,0.285,
1990-01,0.420,
1990-04,0.381,
1990-07,0.398,
1990-10,0.379,
1991-01,0.445,
1991-04,0.471,
1991-07,0.456,
1991-10,0.409,
1992-01,0.460,
1992-04,0.536,
1992-07,0.485,
1992-10,0.461,
1993-01,0.468,
1993-04,0.489,
1993-07,0.579,
1993-10,0.506,
1994-01,0.734,
1994-04,0.711,
1994-07,0.729,
1994-10,0.794,
1995-01,1.406,
1995-04,1.332,
1995-07,1.401,
1995-10,1.385,
1996-01,1.599,
1996-04,1.619,
1996-07,1.792,
1996-10,1.669,
1997-01,1.875,
1997-04,2.241,
1997-07,2.302,
1997-10,2.462,
1998-01,2.702,
1998-04,2.693,
1998-07,2.738,
1998-10,3.209,
1999-01,4.492,
1999-04,3.778,
1999-07,3.592,
1999-10,3.487,
2000-01,4.028,
2000-04,4.110,
2000-07,4.115,
2000-10,4.561,
2001-01,4.966,
2001-04,6.371,
2001-07,6.934,
2001-10,6.615,
2002-01,5.965,
2002-04,3.944,
2002-07,4.485,
2002-10,4.750,
2003-01,5.389,
2003-04,5.607,
2003-07,6.098,
2003-10,5.345,
2004-01,5.869,
2004-04,4.778,
2004-07,5.204,
2004-10,4.420,
2005-01,6.470,
2005-04,7.098,
2005-07,10.905,
2005-10,7.841,
2006-01,8.433,
2006-04,8.903,
2006-07,9.979,
2006-10,9.396,
2007-01,9.291,
2007-04,10.364,
2007-07,13.630,
2007-10,14.145,
2008-01,15.747,
2008-04,15.664,
2008-07,15.066,
2008-10,13.801,
2009-01,12.650,
2009-04,12.330,
2009-07,12.143,
2009-10,11.481,
2010-01,11.184,
2010-04,11.970,
2010-07,11.745,
2010-10,11.882,
2011-01,11.721,
2011-04,10.654,
2011-07,10.765,
2011-10,10.373,
2012-01,10.984,
2012-04,10.970,
2012-07,10.272,
2012-10,8.787,
2013-01,8.559,
2013-04,8.399,
2013-07,8.206,
2013-10,8.096,
2014-01,7.594,
2014-04,8.565,
2014-07,8.779,
2014-10,10.629,
