"",BBFB1.Q.N.DE.A2.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.Q.N.DE.A2.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Other investment / North American countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:45:21,
1991-01,2943.822,
1991-04,-1178.083,
1991-07,-426.084,
1991-10,-39.406,
1992-01,-22.960,
1992-04,-1479.405,
1992-07,2889.144,
1992-10,512.569,
1993-01,3056.167,
1993-04,1458.834,
1993-07,-562.012,
1993-10,2700.378,
1994-01,-1723.768,
1994-04,1325.972,
1994-07,-444.998,
1994-10,-1304.174,
1995-01,568.208,
1995-04,2869.225,
1995-07,3221.458,
1995-10,-386.160,
1996-01,-1069.763,
1996-04,-589.163,
1996-07,2905.829,
1996-10,894.166,
1997-01,5453.243,
1997-04,1560.808,
1997-07,1275.906,
1997-10,7189.408,
1998-01,-3027.796,
1998-04,6085.329,
1998-07,4163.716,
1998-10,-3706.512,
1999-01,4034.887,
1999-04,3817.068,
1999-07,2667.959,
1999-10,-1544.864,
2000-01,7797.137,
2000-04,1172.853,
2000-07,3126.035,
2000-10,20648.933,
2001-01,5123.142,
2001-04,7370.294,
2001-07,2152.732,
2001-10,-1714.008,
2002-01,9002.843,
2002-04,-808.365,
2002-07,2650.802,
2002-10,6384.977,
2003-01,11306.570,
2003-04,9185.565,
2003-07,-989.501,
2003-10,-991.805,
2004-01,3463.553,
2004-04,2080.132,
2004-07,416.988,
2004-10,-1308.328,
2005-01,8386.237,
2005-04,-6563.595,
2005-07,5259.039,
2005-10,-446.904,
2006-01,-316.980,
2006-04,3200.548,
2006-07,-1785.229,
2006-10,14287.588,
2007-01,-6800.836,
2007-04,12457.496,
2007-07,15094.611,
2007-10,31360.594,
2008-01,31507.516,
2008-04,-17017.331,
2008-07,9763.365,
2008-10,-7751.487,
2009-01,-7570.148,
2009-04,4979.279,
2009-07,-17114.970,
2009-10,-19791.182,
2010-01,-2753.455,
2010-04,17749.465,
2010-07,-16022.852,
2010-10,-1172.886,
2011-01,-5947.612,
2011-04,8434.291,
2011-07,3186.131,
2011-10,-2140.851,
2012-01,1034.474,
2012-04,-6279.230,
2012-07,-8169.425,
2012-10,-15060.861,
2013-01,-3549.928,
2013-04,-4832.631,
2013-07,-5538.752,
2013-10,-5221.588,
2014-01,3502.961,Provisional value
2014-04,265.954,Provisional value
2014-07,-3877.026,Provisional value
2014-10,-5877.551,Provisional value
