"",BBK01.WZ3092,BBK01.WZ3092_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 15.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:59,
2000-01,6.20,
2000-02,6.07,
2000-03,6.01,
2000-04,6.15,
2000-05,6.05,
2000-06,6.09,
2000-07,6.09,
2000-08,6.14,
2000-09,6.13,
2000-10,6.08,
2000-11,5.91,
2000-12,5.77,
2001-01,5.72,
2001-02,5.68,
2001-03,5.73,
2001-04,5.87,
2001-05,5.88,
2001-06,5.85,
2001-07,5.71,
2001-08,5.71,
2001-09,5.51,
2001-10,5.30,
2001-11,5.46,
2001-12,5.53,
2002-01,5.55,
2002-02,5.68,
2002-03,5.72,
2002-04,5.71,
2002-05,5.63,
2002-06,5.52,
2002-07,5.33,
2002-08,5.19,
2002-09,5.13,
2002-10,5.25,
2002-11,5.09,
2002-12,4.96,
2003-01,4.79,
2003-02,4.78,
2003-03,4.93,
2003-04,4.65,
2003-05,4.44,
2003-06,4.63,
2003-07,4.83,
2003-08,4.85,
2003-09,4.85,
2003-10,4.96,
2003-11,4.95,
2003-12,4.87,
2004-01,4.91,
2004-02,4.72,
2004-03,4.72,
2004-04,4.87,
2004-05,4.93,
2004-06,4.71,
2004-07,4.89,
2004-08,4.76,
2004-09,4.70,
2004-10,4.62,
2004-11,4.51,
2004-12,4.39,
2005-01,4.24,
2005-02,4.29,
2005-03,4.28,
2005-04,4.12,
2005-05,4.06,
2005-06,3.94,
2005-07,3.95,
2005-08,3.88,
2005-09,3.79,
2005-10,3.99,
2005-11,4.04,
2005-12,3.94,
2006-01,3.99,
2006-02,4.02,
2006-03,4.20,
2006-04,4.38,
2006-05,4.35,
2006-06,4.46,
2006-07,4.37,
2006-08,4.32,
2006-09,4.20,
2006-10,4.19,
2006-11,4.13,
2006-12,4.17,
2007-01,4.46,
2007-02,4.32,
2007-03,4.41,
2007-04,4.56,
2007-05,4.72,
2007-06,4.89,
2007-07,4.82,
2007-08,4.74,
2007-09,4.81,
2007-10,4.72,
2007-11,4.78,
2007-12,4.94,
2008-01,4.76,
2008-02,4.79,
2008-03,4.81,
2008-04,4.93,
2008-05,5.04,
2008-06,5.10,
2008-07,5.09,
2008-08,4.95,
2008-09,4.88,
2008-10,4.71,
2008-11,4.49,
2008-12,4.47,
2009-01,4.56,
2009-02,4.46,
2009-03,4.53,
2009-04,4.58,
2009-05,4.75,
2009-06,4.59,
2009-07,4.50,
2009-08,4.42,
2009-09,4.44,
2009-10,4.48,
2009-11,4.41,
2009-12,4.45,
2010-01,4.40,
2010-02,4.21,
2010-03,4.17,
2010-04,4.09,
2010-05,3.99,
2010-06,3.97,
2010-07,4.01,
2010-08,3.45,
2010-09,3.65,
2010-10,3.87,
2010-11,4.06,
2010-12,4.21,
2011-01,4.29,
2011-02,4.34,
2011-03,4.45,
2011-04,4.45,
2011-05,4.20,
2011-06,4.31,
2011-07,4.18,
2011-08,4.02,
2011-09,3.82,
2011-10,4.07,
2011-11,4.09,
2011-12,3.86,
2012-01,3.78,
2012-02,3.70,
2012-03,3.78,
2012-04,3.73,
2012-05,3.09,
2012-06,3.47,
2012-07,3.24,
2012-08,3.10,
2012-09,2.88,
2012-10,3.27,
2012-11,3.24,
2012-12,2.91,
2013-01,3.01,
2013-02,3.09,
2013-03,3.23,
2013-04,2.83,
2013-05,2.92,
2013-06,3.07,
2013-07,2.78,
2013-08,3.18,
2013-09,3.11,
2013-10,3.04,
2013-11,3.06,
2013-12,3.16,
2014-01,2.96,
2014-02,2.78,
2014-03,2.73,
2014-04,2.65,
2014-05,2.39,
2014-06,2.18,
2014-07,2.08,
2014-08,1.78,
2014-09,1.87,
2014-10,1.70,
2014-11,1.50,
2014-12,1.37,
2015-01,1.20,
