"",BBK01.CEL002,BBK01.CEL002_FLAGS
"",Acquisition of financial assets total                                    debtor: Total            creditor: Domestic financial sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:47:51,
1999-01,141.8,
1999-04,173.3,
1999-07,149.8,
1999-10,191.5,
2000-01,212.7,
2000-04,71.6,
2000-07,88.6,
2000-10,212.6,
2001-01,256.2,
2001-04,5.0,
2001-07,84.7,
2001-10,98.4,
2002-01,49.4,
2002-04,82.4,
2002-07,124.8,
2002-10,122.0,
2003-01,133.7,
2003-04,106.7,
2003-07,-47.1,
2003-10,108.8,
2004-01,120.6,
2004-04,48.9,
2004-07,78.6,
2004-10,-72.4,
2005-01,172.6,
2005-04,107.9,
2005-07,258.2,
2005-10,127.5,
2006-01,336.5,
2006-04,238.2,
2006-07,224.0,
2006-10,197.4,
2007-01,222.6,
2007-04,182.4,
2007-07,119.9,
2007-10,249.5,
2008-01,120.8,
2008-04,-165.7,
2008-07,106.4,
2008-10,-191.7,
2009-01,285.3,
2009-04,-306.7,
2009-07,-162.8,
2009-10,-29.7,
2010-01,81.6,
2010-04,460.8,
2010-07,-230.6,
2010-10,-234.4,
2011-01,-182.7,
2011-04,93.4,
2011-07,561.5,
2011-10,-335.6,
2012-01,374.3,
2012-04,275.4,
2012-07,-32.3,
2012-10,-283.5,
2013-01,-26.8,
2013-04,-44.2,
2013-07,-153.7,
2013-10,-89.9,
2014-01,42.1,
2014-04,118.2,
2014-07,149.1,
