"",BBK01.QUK915,BBK01.QUK915_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / United Kingdom / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:41,
2002-03,4.148,
2002-04,2.034,
2002-05,2.001,
2002-06,2.036,
2002-07,2.501,
2002-08,2.234,
2002-09,2.202,
2002-10,3.288,
2002-11,3.265,
2002-12,3.659,
2003-01,3.503,
2003-02,3.390,
2003-03,4.530,
2003-04,1.898,
2003-05,1.863,
2003-06,2.423,
2003-07,2.090,
2003-08,1.950,
2003-09,2.129,
2003-10,2.156,
2003-11,3.381,
2003-12,5.052,
2004-01,3.835,
2004-02,4.536,
2004-03,3.186,
2004-04,2.741,
2004-05,2.461,
2004-06,2.709,
2004-07,2.282,
2004-08,2.538,
2004-09,2.680,
2004-10,1.991,
2004-11,2.224,
2004-12,2.184,
2005-01,1.588,
2005-02,1.811,
2005-03,1.805,
2005-04,2.163,
2005-05,2.106,
2005-06,3.009,
2005-07,1.986,
2005-08,2.254,
2005-09,2.429,
2005-10,2.389,
2005-11,2.985,
2005-12,3.271,
2006-01,2.332,
2006-02,2.288,
2006-03,2.260,
2006-04,2.461,
2006-05,2.916,
2006-06,2.674,
2006-07,2.482,
2006-08,2.393,
2006-09,2.759,
2006-10,3.146,
2006-11,3.574,
2006-12,4.479,
2007-01,3.345,
2007-02,3.502,
2007-03,4.897,
2007-04,4.026,
2007-05,4.542,
2007-06,4.175,
2007-07,4.201,
2007-08,3.709,
2007-09,3.417,
2007-10,3.831,
2007-11,3.727,
2007-12,4.231,
2008-01,4.073,
2008-02,4.168,
2008-03,3.846,
2008-04,4.362,
2008-05,4.324,
2008-06,4.553,
2008-07,4.355,
2008-08,4.396,
2008-09,4.368,
2008-10,5.111,
2008-11,4.192,
2008-12,3.386,
2009-01,3.740,
2009-02,3.731,
2009-03,3.704,
2009-04,3.813,
2009-05,3.882,
2009-06,3.755,
2009-07,4.092,
2009-08,3.727,
2009-09,3.720,
2009-10,4.159,
2009-11,4.222,
2009-12,4.096,
2010-01,4.252,
2010-02,4.296,
2010-03,4.058,
2010-04,4.131,
2010-05,4.735,
2010-06,4.948,
2010-07,4.362,
2010-08,4.673,
2010-09,4.360,
2010-10,4.057,
2010-11,4.254,
2010-12,4.156,
2011-01,3.985,
2011-02,3.609,
2011-03,3.769,
2011-04,3.703,
2011-05,3.856,
2011-06,3.929,
2011-07,4.097,
2011-08,4.672,
2011-09,5.157,
2011-10,4.096,
2011-11,3.980,
2011-12,4.007,
2012-01,3.739,
2012-02,3.515,
2012-03,3.842,
2012-04,4.103,
2012-05,4.283,
2012-06,4.992,
2012-07,5.411,
2012-08,5.385,
2012-09,4.940,
2012-10,4.518,
2012-11,4.509,
2012-12,4.372,
2013-01,4.144,
2013-02,4.182,
2013-03,4.325,
2013-04,4.107,
2013-05,3.910,
2013-06,3.850,
2013-07,3.951,
2013-08,3.792,
2013-09,4.305,
2013-10,4.171,
2013-11,4.182,
2013-12,4.203,
2014-01,4.146,
2014-02,4.140,
2014-03,5.112,
2014-04,4.983,
2014-05,5.263,
2014-06,5.257,
2014-07,5.294,
2014-08,5.261,
2014-09,5.092,
2014-10,5.058,
