"",BBK01.OEAH08N,BBK01.OEAH08N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:14,
2002-01,28.726,
2002-04,28.902,
2002-07,28.650,
2002-10,28.252,
2003-01,27.815,
2003-04,27.665,
2003-07,27.444,
2003-10,27.746,
2004-01,27.917,
2004-04,27.919,
2004-07,27.896,
2004-10,27.860,
2005-01,27.605,
2005-04,27.561,
2005-07,26.906,
2005-10,26.341,
2006-01,26.007,
2006-04,25.952,
2006-07,26.067,
2006-10,26.380,
2007-01,27.316,
2007-04,28.027,
2007-07,28.818,
2007-10,29.460,
2008-01,29.640,
2008-04,30.072,
2008-07,30.155,
2008-10,31.102,
2009-01,30.093,
2009-04,28.408,
2009-07,26.579,
2009-10,25.458,
2010-01,25.656,
2010-04,25.751,
2010-07,25.538,
2010-10,25.786,
2011-01,26.544,
2011-04,27.616,
2011-07,28.329,
2011-10,28.677,
2012-01,28.928,
2012-04,29.030,
2012-07,28.673,
2012-10,27.873,
2013-01,26.291,
2013-04,24.802,
2013-07,24.209,
2013-10,23.622,
2014-01,22.910,
2014-04,21.917,
2014-07,20.719,
