"",BBK01.TXI362,BBK01.TXI362_FLAGS
"",LENDING TO GENERAL GOVERNMENT / LOANS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:24,
1980-01,141652,
1980-02,143455,
1980-03,142822,
1980-04,144557,
1980-05,146528,
1980-06,146399,
1980-07,148034,
1980-08,149542,
1980-09,148982,
1980-10,150582,
1980-11,156927,
1980-12,155905,
1981-01,156481,
1981-02,158313,
1981-03,158206,
1981-04,160618,
1981-05,161985,
1981-06,163614,
1981-07,168119,
1981-08,169391,
1981-09,168819,
1981-10,171610,
1981-11,178663,
1981-12,180904,
1982-01,183350,
1982-02,183845,
1982-03,184348,
1982-04,184524,
1982-05,183468,
1982-06,183611,
1982-07,184809,
1982-08,183368,
1982-09,184521,
1982-10,186541,
1982-11,188967,
1982-12,191656,
1983-01,193157,
1983-02,192560,
1983-03,194297,
1983-04,192563,
1983-05,194538,
1983-06,192789,
1983-07,193631,
1983-08,193853,
1983-09,192424,
1983-10,194139,
1983-11,197651,
1983-12,196911,
1984-01,196691,
1984-02,195522,
1984-03,193847,
1984-04,195345,
1984-05,195018,
1984-06,195145,
1984-07,197132,
1984-08,198188,
1984-09,198097,
1984-10,199094,
1984-11,204824,
1984-12,203774,
1985-01,205656,
1985-02,205333,
1985-03,205615,
1985-04,205927,
1985-05,205929,
1985-06,203502,
1985-07,203616,
1985-08,203867,
1985-09,203622,
1985-10,205533,
1985-11,207061,
1985-12,207876,
1986-01,209341,
1986-02,207429,
1986-03,207478,
1986-04,206201,
1986-05,206807,
1986-06,205830,
1986-07,206079,
1986-08,206661,
1986-09,205321,
1986-10,207988,
1986-11,209228,
1986-12,210216,
1987-01,209755,
1987-02,207920,
1987-03,206623,
1987-04,207869,
1987-05,209114,
1987-06,208343,
1987-07,210837,
1987-08,210840,
1987-09,210869,
1987-10,213630,
1987-11,218405,
1987-12,218972,
1988-01,219975,
1988-02,220226,
1988-03,219846,
1988-04,221199,
1988-05,221931,
1988-06,221701,
1988-07,224425,
1988-08,224954,
1988-09,224641,
1988-10,227522,
1988-11,233816,
1988-12,231675,
1989-01,235316,
1989-02,233751,
1989-03,230793,
1989-04,230493,
1989-05,230144,
1989-06,228998,
1989-07,229532,
1989-08,230626,
1989-09,228635,
1989-10,230605,
1989-11,234717,
1989-12,233926,
1990-01,233553,
1990-02,233536,
1990-03,233063,
1990-04,234374,
1990-05,233808,
1990-06,261700,
1990-07,261992,
1990-08,264260,
1990-09,266718,
1990-10,270532,
1990-11,274692,
1990-12,277803,
1991-01,281946,
1991-02,287311,
1991-03,288387,
1991-04,291454,
1991-05,293178,
1991-06,294134,
1991-07,296455,
1991-08,298941,
1991-09,297298,
1991-10,301320,
1991-11,303450,
