"",BBK01.TUD428,BBK01.TUD428_FLAGS
"",Deposits of banks (MFIs) in the euro area / in the home country / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:15,
1979-12,236543,
1980-01,224494,
1980-02,224876,
1980-03,228768,
1980-04,229671,
1980-05,232830,
1980-06,238400,
1980-07,236845,
1980-08,234513,
1980-09,240012,
1980-10,244760,
1980-11,257217,
1980-12,260692,
1981-01,255236,
1981-02,249204,
1981-03,250968,
1981-04,247278,
1981-05,251333,
1981-06,254382,
1981-07,252265,
1981-08,258104,
1981-09,258807,
1981-10,261094,
1981-11,272415,
1981-12,275110,
1982-01,265535,
1982-02,267721,
1982-03,274127,
1982-04,268569,
1982-05,270771,
1982-06,271908,
1982-07,271527,
1982-08,275162,
1982-09,281262,
1982-10,282340,
1982-11,291958,
1982-12,292010,
1983-01,281226,
1983-02,276857,
1983-03,273733,
1983-04,276957,
1983-05,283215,
1983-06,288619,
1983-07,283601,
1983-08,285269,
1983-09,286108,
1983-10,291019,
1983-11,295370,
1983-12,303439,
1984-01,290250,
1984-02,292348,
1984-03,290352,
1984-04,282113,
1984-05,281800,
1984-06,289286,
1984-07,291644,
1984-08,298132,
1984-09,305489,
1984-10,309477,
1984-11,320970,
1984-12,327942,
1985-01,309353,
1985-02,318643,
1985-03,316102,
1985-04,310535,
1985-05,312832,
1985-06,322041,
1985-07,318924,
1985-08,316342,
1985-09,321834,
1985-10,327360,
1985-11,336028,
1985-12,350847,
1986-01,331924,
1986-02,329932,
1986-03,335786,
1986-04,337416,
1986-05,338099,
1986-06,346127,
1986-07,340585,
1986-08,344791,
1986-09,343551,
1986-10,343266,
1986-11,364257,
1986-12,369884,
1987-01,349991,
1987-02,351788,
1987-03,363426,
1987-04,351243,
1987-05,357411,
1987-06,361380,
1987-07,360155,
1987-08,369435,
1987-09,369818,
1987-10,372966,
1987-11,380913,
1987-12,385644,
1988-01,372446,
1988-02,381725,
1988-03,378086,
1988-04,373804,
1988-05,376460,
1988-06,388024,
1988-07,393902,
1988-08,406881,
1988-09,417240,
1988-10,425469,
1988-11,433836,
1988-12,440017,
1989-01,422944,
1989-02,423540,
1989-03,429217,
1989-04,432490,
1989-05,432731,
1989-06,437863,
1989-07,444987,
1989-08,437143,
1989-09,443624,
1989-10,447443,
1989-11,471546,
1989-12,476255,
1990-01,464580,
1990-02,473581,
1990-03,468970,
1990-04,460223,
1990-05,466546,
1990-06,610909,
1990-07,628852,
1990-08,639312,
1990-09,644305,
1990-10,650986,
1990-11,653182,
1990-12,654957,
1991-01,636543,
1991-02,632840,
1991-03,626414,
1991-04,623190,
1991-05,621018,
1991-06,635405,
1991-07,629148,
1991-08,621699,
1991-09,631776,
1991-10,630475,
1991-11,653747,
1991-12,655829,
1992-01,636781,
1992-02,634900,
1992-03,636438,
1992-04,626682,
1992-05,625938,
1992-06,634010,
1992-07,630150,
1992-08,640879,
1992-09,628188,
1992-10,646544,
1992-11,678103,
1992-12,666822,
1993-01,657892,
1993-02,664972,
1993-03,678081,
1993-04,673256,
1993-05,678250,
1993-06,688288,
1993-07,677071,
1993-08,664604,
1993-09,687683,
1993-10,697344,
1993-11,725015,
1993-12,735343,
1994-01,726035,
1994-02,729751,
1994-03,713547,
1994-04,712930,
1994-05,716108,
1994-06,715545,
1994-07,710554,
1994-08,710178,
1994-09,708712,
1994-10,725915,
1994-11,752410,
1994-12,758498,
1995-01,728970,
1995-02,739500,
1995-03,730632,
1995-04,739202,
1995-05,740205,
1995-06,733806,
1995-07,716460,
1995-08,724221,
1995-09,742775,
1995-10,750259,
1995-11,794671,
1995-12,808846,
1996-01,801030,
1996-02,816679,
1996-03,819195,
1996-04,815527,
1996-05,810225,
1996-06,827722,
1996-07,828930,
1996-08,841047,
1996-09,851565,
1996-10,866224,
1996-11,902237,
1996-12,910184,
1997-01,889100,
1997-02,908030,
1997-03,911526,
1997-04,912037,
1997-05,926786,
1997-06,945010,
1997-07,944856,
1997-08,953866,
1997-09,949198,
1997-10,974517,
1997-11,1001994,
1997-12,1001697,
1998-01,1003710,
1998-02,1006825,
1998-03,1007570,
1998-04,1008438,
1998-05,1021185,
1998-06,1037708,
1998-07,1028013,
1998-08,1060056,
1998-09,1053032,
1998-10,1077303,
1998-11,1101964,
1998-12,1098726,
1999-01,1068269,
1999-02,1042432,
1999-03,1031757,
1999-04,1045011,
1999-05,1064159,
1999-06,1062671,
1999-07,1087870,
1999-08,1100365,
1999-09,1102841,
1999-10,1130875,
1999-11,1132218,
1999-12,1121757,
2000-01,1124718,
2000-02,1105225,
2000-03,1135471,
2000-04,1122300,
2000-05,1134215,
2000-06,1112552,
2000-07,1110273,
2000-08,1130541,
2000-09,1110154,
2000-10,1150954,
2000-11,1189469,
2000-12,1188901,
2001-01,1145106,
2001-02,1159832,
2001-03,1179933,
2001-04,1170096,
2001-05,1169580,
2001-06,1183556,
2001-07,1168100,
