"",BBK01.PQP350,BBK01.PQP350_FLAGS
"",Lending to domestic enterprises and resident individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:44,
1985-10,19.513,
1986-01,20.283,
1986-04,20.100,
1986-07,20.095,
1986-10,19.958,
1987-01,20.466,
1987-04,20.442,
1987-07,20.751,
1987-10,19.917,
1988-01,21.237,
1988-04,21.090,
1988-07,21.906,
1988-10,22.373,
1989-01,23.132,
1989-04,23.439,
1989-07,23.611,
1989-10,23.449,
1990-01,25.041,
1990-04,25.374,
1990-07,25.581,
1990-10,25.271,
1991-01,26.558,
1991-04,27.972,
1991-07,28.520,
1991-10,28.470,
1992-01,28.934,
1992-04,29.569,
1992-07,29.737,
1992-10,39.607,
1993-01,39.182,
1993-04,39.898,
1993-07,39.965,
1993-10,39.378,
1994-01,44.003,
1994-04,44.805,
1994-07,48.508,
1994-10,48.360,
1995-01,48.596,
1995-04,48.566,
1995-07,49.512,
1995-10,49.412,
1996-01,51.303,
1996-04,53.251,
1996-07,52.818,
1996-10,54.919,
1997-01,55.004,
1997-04,58.854,
1997-07,55.357,
1997-10,55.399,
1998-01,55.659,
1998-04,57.160,
1998-07,57.022,
1998-10,57.695,
1999-01,54.997,
1999-04,54.427,
1999-07,56.074,
1999-10,56.847,
2000-01,66.963,
2000-04,62.771,
2000-07,64.474,
2000-10,65.910,
2001-01,75.536,
2001-04,73.986,
2001-07,73.689,
2001-10,73.257,
2002-01,76.639,
2002-04,83.516,
2002-07,86.470,
2002-10,88.350,
2003-01,92.687,
2003-04,89.433,
2003-07,89.801,
2003-10,89.670,
2004-01,91.981,
2004-04,91.790,
2004-07,94.675,
2004-10,94.866,
2005-01,98.689,
2005-04,104.186,
2005-07,112.191,
2005-10,237.425,
2006-01,247.215,
2006-04,243.142,
2006-07,250.896,
2006-10,244.929,
2007-01,250.697,
2007-04,250.904,
2007-07,257.474,
2007-10,261.181,
2008-01,273.030,
2008-04,281.967,
2008-07,287.163,
2008-10,267.604,
2009-01,271.277,
2009-04,272.535,
2009-07,269.198,
2009-10,263.885,
2010-01,257.198,
2010-04,264.143,
2010-07,254.217,
2010-10,250.247,
2011-01,251.250,
2011-04,250.617,
2011-07,253.703,
2011-10,248.848,
2012-01,256.474,
2012-04,251.341,
2012-07,255.335,
2012-10,245.083,
2013-01,251.469,
2013-04,249.672,
2013-07,234.921,
2013-10,234.346,
2014-01,236.046,
2014-04,238.497,
2014-07,240.650,
2014-10,240.766,
