"",BBK01.QUJ377,BBK01.QUJ377_FLAGS
"",Banks in Germany: Short-term liabilities to foreign banks / Slovenia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:38,
1994-01,0.130,
1994-02,0.140,
1994-03,0.126,
1994-04,0.142,
1994-05,0.168,
1994-06,0.133,
1994-07,0.131,
1994-08,0.165,
1994-09,0.127,
1994-10,0.131,
1994-11,0.112,
1994-12,0.131,
1995-01,0.137,
1995-02,0.127,
1995-03,0.120,
1995-04,0.137,
1995-05,0.127,
1995-06,0.121,
1995-07,0.138,
1995-08,0.131,
1995-09,0.141,
1995-10,0.149,
1995-11,0.135,
1995-12,0.134,
1996-01,0.131,
1996-02,0.142,
1996-03,0.145,
1996-04,0.140,
1996-05,0.153,
1996-06,0.156,
1996-07,0.172,
1996-08,0.149,
1996-09,0.178,
1996-10,0.158,
1996-11,0.156,
1996-12,0.234,
1997-01,0.166,
1997-02,0.133,
1997-03,0.161,
1997-04,0.148,
1997-05,0.127,
1997-06,0.214,
1997-07,0.235,
1997-08,0.260,
1997-09,0.268,
1997-10,0.301,
1997-11,0.324,
1997-12,0.230,
1998-01,0.256,
1998-02,0.267,
1998-03,0.208,
1998-04,0.153,
1998-05,0.178,
1998-06,0.197,
1998-07,0.178,
1998-08,0.180,
1998-09,0.395,
1998-10,0.367,
1998-11,0.412,
1998-12,0.475,
1999-01,0.458,
1999-02,0.410,
1999-03,0.438,
1999-04,0.364,
1999-05,0.541,
1999-06,0.461,
1999-07,0.301,
1999-08,0.251,
1999-09,0.348,
1999-10,0.340,
1999-11,0.432,
1999-12,0.396,
2000-01,0.296,
2000-02,0.296,
2000-03,0.398,
2000-04,0.351,
2000-05,0.447,
2000-06,0.275,
2000-07,0.284,
2000-08,0.380,
2000-09,0.308,
2000-10,0.269,
2000-11,0.246,
2000-12,0.327,
2001-01,0.200,
2001-02,0.438,
2001-03,0.555,
2001-04,0.400,
2001-05,0.402,
2001-06,0.377,
2001-07,0.256,
2001-08,0.408,
2001-09,0.529,
2001-10,0.611,
2001-11,0.542,
2001-12,0.657,
2002-01,0.536,
2002-02,0.456,
2002-03,0.599,
2002-04,0.593,
2002-05,0.639,
2002-06,0.678,
2002-07,0.589,
2002-08,0.598,
2002-09,0.436,
2002-10,0.405,
2002-11,0.664,
2002-12,0.325,
2003-01,0.644,
2003-02,0.594,
2003-03,0.565,
2003-04,0.366,
2003-05,0.130,
2003-06,0.217,
2003-07,0.176,
2003-08,0.337,
2003-09,0.318,
2003-10,0.249,
2003-11,0.665,
2003-12,0.408,
2004-01,0.324,
2004-02,0.166,
2004-03,0.264,
2004-04,0.160,
2004-05,0.288,
2004-06,0.214,
2004-07,0.148,
2004-08,0.230,
2004-09,0.120,
2004-10,0.156,
2004-11,0.145,
2004-12,0.174,
2005-01,0.184,
2005-02,0.146,
2005-03,0.229,
2005-04,0.180,
2005-05,0.137,
2005-06,0.229,
2005-07,0.179,
2005-08,0.148,
2005-09,0.161,
2005-10,0.197,
2005-11,0.168,
2005-12,0.202,
2006-01,0.140,
2006-02,0.175,
2006-03,0.129,
2006-04,0.159,
2006-05,0.219,
2006-06,0.259,
2006-07,0.205,
2006-08,0.158,
2006-09,0.273,
2006-10,0.203,
2006-11,0.167,
2006-12,0.409,
2007-01,0.293,
2007-02,0.260,
2007-03,0.274,
2007-04,0.426,
2007-05,0.202,
2007-06,0.500,
2007-07,0.354,
2007-08,0.436,
2007-09,0.427,
2007-10,0.481,
2007-11,0.492,
2007-12,0.584,
2008-01,0.625,
2008-02,0.719,
2008-03,0.483,
2008-04,0.397,
2008-05,0.426,
2008-06,0.504,
2008-07,0.527,
2008-08,0.535,
2008-09,0.480,
2008-10,0.567,
2008-11,0.542,
2008-12,0.288,
2009-01,0.317,
2009-02,0.331,
2009-03,0.337,
2009-04,0.418,
2009-05,0.514,
2009-06,0.341,
2009-07,0.323,
2009-08,0.169,
2009-09,0.289,
2009-10,0.330,
2009-11,0.307,
2009-12,0.331,
2010-01,0.350,
2010-02,0.278,
2010-03,0.274,
2010-04,0.271,
2010-05,0.357,
2010-06,0.379,
2010-07,0.343,
2010-08,0.344,
2010-09,0.340,
2010-10,0.310,
2010-11,0.452,
2010-12,0.146,
2011-01,0.400,
2011-02,0.140,
2011-03,0.274,
2011-04,0.218,
2011-05,0.218,
2011-06,0.225,
2011-07,0.229,
2011-08,0.256,
2011-09,0.252,
2011-10,0.232,
2011-11,0.178,
2011-12,0.127,
2012-01,0.184,
2012-02,0.128,
2012-03,0.315,
2012-04,0.293,
2012-05,0.290,
2012-06,0.228,
2012-07,0.192,
2012-08,0.237,
2012-09,0.166,
2012-10,0.181,
2012-11,0.144,
2012-12,0.092,
2013-01,0.155,
2013-02,0.146,
2013-03,0.210,
2013-04,0.250,
2013-05,0.215,
2013-06,0.183,
2013-07,0.108,
2013-08,0.108,
2013-09,0.129,
2013-10,0.141,
2013-11,0.190,
2013-12,0.199,
2014-01,0.233,
2014-02,0.239,
2014-03,0.252,
2014-04,0.226,
2014-05,0.242,
2014-06,0.457,
2014-07,0.462,
2014-08,0.485,
2014-09,0.489,
2014-10,0.403,
2014-11,0.420,
2014-12,0.417,
