"",BBFB1.Q.N.DE.A7.S1.S1.T.D.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.A7.S1.S1.T.D.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Expenditure / South American countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:15,
1991-01,44.428,
1991-04,46.003,
1991-07,51.163,
1991-10,48.172,
1992-01,64.266,
1992-04,48.150,
1992-07,46.469,
1992-10,47.748,
1993-01,47.682,
1993-04,47.138,
1993-07,46.472,
1993-10,67.861,
1994-01,108.770,
1994-04,103.821,
1994-07,102.872,
1994-10,116.924,
1995-01,-11.844,
1995-04,-10.925,
1995-07,23.655,
1995-10,221.127,
1996-01,83.359,
1996-04,93.211,
1996-07,93.962,
1996-10,96.655,
1997-01,171.879,
1997-04,82.712,
1997-07,103.693,
1997-10,97.104,
1998-01,92.348,
1998-04,132.603,
1998-07,73.593,
1998-10,79.401,
1999-01,137.005,
1999-04,110.355,
1999-07,110.378,
1999-10,120.130,
2000-01,126.906,
2000-04,142.822,
2000-07,137.981,
2000-10,137.257,
2001-01,120.684,
2001-04,112.084,
2001-07,90.697,
2001-10,80.581,
2002-01,74.598,
2002-04,67.931,
2002-07,61.033,
2002-10,64.785,
2003-01,59.685,
2003-04,62.603,
2003-07,47.722,
2003-10,46.449,
2004-01,47.297,
2004-04,46.540,
2004-07,43.551,
2004-10,47.490,
2005-01,50.185,
2005-04,51.463,
2005-07,50.067,
2005-10,53.307,
2006-01,57.489,
2006-04,58.676,
2006-07,55.747,
2006-10,61.650,
2007-01,67.787,
2007-04,72.384,
2007-07,70.241,
2007-10,79.861,
2008-01,70.764,
2008-04,74.785,
2008-07,65.560,
2008-10,50.529,
2009-01,36.581,
2009-04,32.365,
2009-07,26.279,
2009-10,25.520,
2010-01,24.823,
2010-04,29.453,
2010-07,24.668,
2010-10,27.285,
2011-01,34.089,
2011-04,43.600,
2011-07,41.735,
2011-10,41.250,
2012-01,34.546,
2012-04,35.088,
2012-07,25.368,
2012-10,22.793,
2013-01,27.446,
2013-04,46.908,
2013-07,26.756,
2013-10,28.595,
2014-01,36.904,Provisional value
2014-04,42.483,Provisional value
2014-07,28.698,Provisional value
