"",BBK01.TUE391,BBK01.TUE391_FLAGS
"",Debt securities issued (net) / With maturities of over 2 years / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:15,
1997-09,1219882,
1997-10,1221466,
1997-11,1229325,
1997-12,1230515,
1998-01,1241103,
1998-02,1255882,
1998-03,1263829,
1998-04,1268159,
1998-05,1275828,
1998-06,1286841,
1998-07,1292135,
1998-08,1297221,
1998-09,1305821,
1998-10,1298049,
1998-11,1312434,
1998-12,1312305,
1999-01,1356307,
1999-02,1371789,
1999-03,1381544,
1999-04,1394528,
1999-05,1401244,
1999-06,1408347,
1999-07,1409995,
1999-08,1416550,
1999-09,1424760,
1999-10,1439734,
1999-11,1449263,
1999-12,1446066,
2000-01,1447774,
2000-02,1459804,
2000-03,1463145,
2000-04,1484047,
2000-05,1488618,
2000-06,1498480,
2000-07,1507415,
2000-08,1523250,
2000-09,1530000,
2000-10,1548830,
2000-11,1537246,
2000-12,1525336,
2001-01,1555375,
2001-02,1564183,
2001-03,1576868,
2001-04,1577746,
2001-05,1584482,
2001-06,1593037,
2001-07,1594130,
2001-08,1586160,
2001-09,1604652,
2001-10,1617020,
2001-11,1606599,
2001-12,1613596,
2002-01,1632907,
2002-02,1638819,
2002-03,1655820,
2002-04,1650241,
2002-05,1660568,
2002-06,1655195,
2002-07,1670123,
2002-08,1687061,
2002-09,1680834,
2002-10,1688705,
2002-11,1698486,
2002-12,1689272,
2003-01,1683286,
2003-02,1691745,
2003-03,1701481,
2003-04,1708133,
2003-05,1713187,
2003-06,1730976,
2003-07,1753199,
2003-08,1767479,
2003-09,1767838,
2003-10,1791803,
2003-11,1800573,
2003-12,1785240,
2004-01,1807796,
2004-02,1816507,
2004-03,1856757,
2004-04,1876341,
2004-05,1890125,
2004-06,1899746,
2004-07,1919312,
2004-08,1926710,
2004-09,1948671,
2004-10,1958408,
2004-11,1956079,
2004-12,1957992,
2005-01,1986370,
2005-02,2008731,
2005-03,2038894,
2005-04,2055814,
2005-05,2089384,
2005-06,2117664,
2005-07,2124091,
2005-08,2135573,
2005-09,2155792,
2005-10,2187176,
2005-11,2196775,
2005-12,2173785,
2006-01,2172280,
2006-02,2206521,
2006-03,2218410,
2006-04,2225944,
2006-05,2242517,
2006-06,2272605,
2006-07,2288154,
2006-08,2288926,
2006-09,2308271,
2006-10,2337721,
2006-11,2348041,
2006-12,2355992,
2007-01,2374073,
2007-02,2405482,
2007-03,2430941,
2007-04,2434023,
2007-05,2459471,
2007-06,2496074,
2007-07,2500067,
2007-08,2513566,
2007-09,2492297,
2007-10,2533100,
2007-11,2512660,
2007-12,2513549,
2008-01,2516056,
2008-02,2502727,
2008-03,2502749,
2008-04,2513062,
2008-05,2526894,
2008-06,2539810,
2008-07,2557926,
2008-08,2576822,
2008-09,2584113,
2008-10,2578732,
2008-11,2560693,
2008-12,2528705,
2009-01,2570715,
2009-02,2595661,
2009-03,2573846,
2009-04,2570836,
2009-05,2573040,
2009-06,2585133,
2009-07,2599726,
2009-08,2609832,
2009-09,2587936,
2009-10,2586552,
2009-11,2585481,
2009-12,2586032,
2010-01,2635332,
2010-02,2635944,
2010-03,2658754,
2010-04,2672533,
2010-05,2703155,
2010-06,2693914,
2010-07,2671456,
2010-08,2683959,
2010-09,2665463,
2010-10,2670748,
2010-11,2710347,
2010-12,2699681,
2011-01,2718885,
2011-02,2737241,
2011-03,2781808,
2011-04,2784000,
2011-05,2813017,
2011-06,2814882,
2011-07,2831083,
2011-08,2820731,
2011-09,2844365,
2011-10,2808697,
2011-11,2825872,
2011-12,2799609,
2012-01,2789217,
2012-02,2767776,
2012-03,2749403,
2012-04,2754390,
2012-05,2762402,
2012-06,2744691,
2012-07,2764698,
2012-08,2746764,
2012-09,2726034,
2012-10,2707282,
2012-11,2702079,
2012-12,2672060,
2013-01,2645265,
2013-02,2657039,
2013-03,2632118,
2013-04,2603291,
2013-05,2584028,
2013-06,2561383,
2013-07,2527757,
2013-08,2516974,
2013-09,2508450,
2013-10,2516134,
2013-11,2514023,
2013-12,2498866,
2014-01,2495646,
2014-02,2475336,
2014-03,2474372,
2014-04,2473992,
2014-05,2484268,
2014-06,2452845,
2014-07,2451418,
2014-08,2446163,
2014-09,2455160,
2014-10,2421315,
2014-11,2406382,
2014-12,2369051,
2015-01,2401446,
