"",BBK01.TXI363,BBK01.TXI363_FLAGS
"",LENDING TO GENERAL GOVERNMENT / DEBT SECURITIES / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:24,
1980-01,20886,
1980-02,20502,
1980-03,20081,
1980-04,20336,
1980-05,19754,
1980-06,19774,
1980-07,19374,
1980-08,19288,
1980-09,19241,
1980-10,19676,
1980-11,19831,
1980-12,19635,
1981-01,19567,
1981-02,19198,
1981-03,19197,
1981-04,18767,
1981-05,18411,
1981-06,18672,
1981-07,18658,
1981-08,18892,
1981-09,20674,
1981-10,20602,
1981-11,20160,
1981-12,20063,
1982-01,20361,
1982-02,20443,
1982-03,21543,
1982-04,22368,
1982-05,22797,
1982-06,22731,
1982-07,23813,
1982-08,25472,
1982-09,25661,
1982-10,26978,
1982-11,28189,
1982-12,28706,
1983-01,29228,
1983-02,30369,
1983-03,30875,
1983-04,31045,
1983-05,31961,
1983-06,32648,
1983-07,32633,
1983-08,33298,
1983-09,32961,
1983-10,33567,
1983-11,33304,
1983-12,34311,
1984-01,33383,
1984-02,32980,
1984-03,33431,
1984-04,33528,
1984-05,33776,
1984-06,33495,
1984-07,33525,
1984-08,34034,
1984-09,34842,
1984-10,35515,
1984-11,35780,
1984-12,36475,
1985-01,36951,
1985-02,38879,
1985-03,38790,
1985-04,38908,
1985-05,39266,
1985-06,39555,
1985-07,40420,
1985-08,40013,
1985-09,40489,
1985-10,40554,
1985-11,41729,
1985-12,42289,
1986-01,42357,
1986-02,41792,
1986-03,41505,
1986-04,42479,
1986-05,43299,
1986-06,42739,
1986-07,44400,
1986-08,43187,
1986-09,44623,
1986-10,45312,
1986-11,45802,
1986-12,45067,
1987-01,44081,
1987-02,45062,
1987-03,45922,
1987-04,44667,
1987-05,45478,
1987-06,45561,
1987-07,46577,
1987-08,48235,
1987-09,48426,
1987-10,51253,
1987-11,49552,
1987-12,50004,
1988-01,51566,
1988-02,51656,
1988-03,53192,
1988-04,52569,
1988-05,54230,
1988-06,56567,
1988-07,57469,
1988-08,59704,
1988-09,60894,
1988-10,60405,
1988-11,60310,
1988-12,59932,
1989-01,61567,
1989-02,62889,
1989-03,64397,
1989-04,63606,
1989-05,64347,
1989-06,63674,
1989-07,63408,
1989-08,62813,
1989-09,63648,
1989-10,61575,
1989-11,62315,
1989-12,62222,
1990-01,62744,
1990-02,63921,
1990-03,64895,
1990-04,64285,
1990-05,66281,
1990-06,71739,
1990-07,72589,
1990-08,77075,
1990-09,78583,
1990-10,80571,
1990-11,80443,
1990-12,80779,
1991-01,77408,
1991-02,76954,
1991-03,79485,
1991-04,78300,
1991-05,79989,
1991-06,78992,
1991-07,78416,
1991-08,78658,
1991-09,79083,
1991-10,78070,
1991-11,79068,
1991-12,78105,
1992-01,83094,
1992-02,84903,
1992-03,84690,
1992-04,90091,
1992-05,91983,
1992-06,93507,
1992-07,96500,
1992-08,98158,
1992-09,95909,
1992-10,99912,
1992-11,114310,
1992-12,121521,
1993-01,127521,
1993-02,130831,
1993-03,133358,
1993-04,131304,
1993-05,134271,
1993-06,135229,
1993-07,133861,
1993-08,136516,
1993-09,138038,
1993-10,143094,
1993-11,145924,
1993-12,143379,
1994-01,146457,
1994-02,152650,
1994-03,156584,
1994-04,156827,
1994-05,160051,
1994-06,161059,
1994-07,164560,
1994-08,165084,
1994-09,164788,
1994-10,164646,
1994-11,165006,
1994-12,166297,
1995-01,167548,
1995-02,173003,
1995-03,169161,
1995-04,167370,
1995-05,169035,
1995-06,166694,
1995-07,164555,
1995-08,166192,
1995-09,167056,
1995-10,173174,
1995-11,173376,
1995-12,169560,
1996-01,174826,
1996-02,180377,
1996-03,182034,
1996-04,183863,
1996-05,183942,
1996-06,185999,
1996-07,184883,
1996-08,185288,
1996-09,182898,
1996-10,187409,
1996-11,188970,
1996-12,184152,
1997-01,193065,
1997-02,194542,
1997-03,198830,
1997-04,199560,
1997-05,202219,
1997-06,203093,
1997-07,209904,
1997-08,212390,
1997-09,206305,
1997-10,209472,
1997-11,209172,
1997-12,199960,
1998-01,207576,
1998-02,205066,
1998-03,215949,
1998-04,219428,
1998-05,227251,
1998-06,233278,
1998-07,229567,
1998-08,227247,
1998-09,220670,
1998-10,231990,
1998-11,238285,
1998-12,222780,
1999-01,199867,
1999-02,201251,
1999-03,204758,
1999-04,209913,
1999-05,225071,
1999-06,214380,
1999-07,217324,
1999-08,216486,
1999-09,224518,
1999-10,230903,
1999-11,232023,
1999-12,226504,
2000-01,236971,
2000-02,242548,
2000-03,236821,
2000-04,235234,
2000-05,231397,
2000-06,228206,
2000-07,224701,
2000-08,224767,
2000-09,221344,
2000-10,224958,
2000-11,225756,
2000-12,221953,
2001-01,216079,
2001-02,217557,
2001-03,220110,
2001-04,218462,
2001-05,222152,
2001-06,224179,
2001-07,234628,
2001-08,229272,
2001-09,218338,
2001-10,212357,
2001-11,209998,
2001-12,213938,
2002-01,214955,
2002-02,219133,
2002-03,221938,
2002-04,227105,
2002-05,235214,
2002-06,232820,
2002-07,238971,
2002-08,240620,
2002-09,245246,
2002-10,240615,
2002-11,244098,
2002-12,235424,
2003-01,246056,
2003-02,246626,
2003-03,251712,
2003-04,248878,
2003-05,251052,
2003-06,241166,
2003-07,239621,
2003-08,228773,
2003-09,239449,
2003-10,242676,
2003-11,244963,
2003-12,236788,
2004-01,242934,
2004-02,265179,
2004-03,271077,
2004-04,272152,
2004-05,278048,
2004-06,286631,
2004-07,288178,
2004-08,293615,
2004-09,292716,
2004-10,300027,
2004-11,298159,
2004-12,289746,
2005-01,300053,
2005-02,301493,
2005-03,311381,
2005-04,318883,
2005-05,313239,
2005-06,300489,
2005-07,297438,
2005-08,300812,
2005-09,293538,
2005-10,291101,
2005-11,301193,
2005-12,294573,
2006-01,300333,
2006-02,297219,
2006-03,298876,
2006-04,297200,
2006-05,310590,
2006-06,299207,
2006-07,297012,
2006-08,293509,
2006-09,288472,
2006-10,290416,
2006-11,296922,
2006-12,281628,
2007-01,293610,
2007-02,290158,
2007-03,292364,
2007-04,289501,
2007-05,294463,
2007-06,285322,
2007-07,279951,
2007-08,268128,
2007-09,264739,
2007-10,259664,
2007-11,254424,
2007-12,249904,
2008-01,253307,
2008-02,261928,
2008-03,264385,
2008-04,269049,
2008-05,268351,
2008-06,256579,
2008-07,252877,
2008-08,248969,
2008-09,234436,
2008-10,236295,
2008-11,233797,
2008-12,232757,
2009-01,241342,
2009-02,241000,
2009-03,240651,
2009-04,245759,
2009-05,250770,
2009-06,252139,
2009-07,253997,
2009-08,250732,
2009-09,257107,
2009-10,264414,
2009-11,265710,
2009-12,264628,
2010-01,272703,
2010-02,278496,
2010-03,282953,
2010-04,285239,
2010-05,293104,
2010-06,314405,
2010-07,317321,
2010-08,318688,
2010-09,322321,
2010-10,429835,
2010-11,360288,
2010-12,336658,
2011-01,342931,
2011-02,340150,
2011-03,337280,
2011-04,338970,
2011-05,340309,
2011-06,333434,
2011-07,329648,
2011-08,340761,
2011-09,343078,
2011-10,348736,
2011-11,347493,
2011-12,337543,
2012-01,344048,
2012-02,346924,
2012-03,352875,
2012-04,352172,
2012-05,347710,
2012-06,375422,
2012-07,374803,
2012-08,378208,
2012-09,385471,
2012-10,390017,
2012-11,395883,
2012-12,389480,
2013-01,388965,
2013-02,385118,
2013-03,386182,
2013-04,386851,
2013-05,386107,
2013-06,384891,
2013-07,389785,
2013-08,391505,
2013-09,386573,
2013-10,389534,
2013-11,391389,
2013-12,388491,
2014-01,388809,
2014-02,393744,
2014-03,395031,
2014-04,395182,
2014-05,396986,
2014-06,397289,
2014-07,401496,
2014-08,399653,
2014-09,404605,
2014-10,406783,
2014-11,408712,
2014-12,400613,
2015-01,407918,
