"",BBEX3.M.XCD.USD.CA.AC.A01,BBEX3.M.XCD.USD.CA.AC.A01_FLAGS
"",Exchange rates for the US dollar in the Eastern Caribbean Currency Union * / USD 1 = XCD ... (middle),
unit,XCD (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 15:22:19,
1984-01,2.70255,
1984-02,2.70255,
1984-03,2.70255,
1984-04,2.70255,
1984-05,2.70255,
1984-06,2.70255,
1984-07,2.70255,
1984-08,2.70255,
1984-09,2.70255,
1984-10,2.70255,
1984-11,2.70255,
1984-12,2.70255,
1985-01,2.70255,
1985-02,2.70255,
1985-03,2.70255,
1985-04,2.70255,
1985-05,2.70255,
1985-06,2.70255,
1985-07,2.70255,
1985-08,2.70255,
1985-09,2.70255,
1985-10,2.70255,
1985-11,2.70255,
1985-12,2.70255,
1986-01,2.70255,
1986-02,2.70255,
1986-03,2.70255,
1986-04,2.70255,
1986-05,2.70255,
1986-06,2.70255,
1986-07,2.70255,
1986-08,2.70255,
1986-09,2.70255,
1986-10,2.70255,
1986-11,2.70255,
1986-12,2.70255,
1987-01,2.70255,
1987-02,2.70255,
1987-03,2.70255,
1987-04,2.70255,
1987-05,2.70255,
1987-06,2.70255,
1987-07,2.70255,
1987-08,2.70255,
1987-09,2.70255,
1987-10,2.70255,
1987-11,2.70255,
1987-12,2.70255,
1988-01,2.70255,
1988-02,2.70255,
1988-03,2.70255,
1988-04,2.70255,
1988-05,2.70255,
1988-06,2.70255,
1988-07,2.70255,
1988-08,2.70255,
1988-09,2.70255,
1988-10,2.70255,
1988-11,2.70255,
1988-12,2.70255,
1989-01,2.70255,
1989-02,2.70255,
1989-03,2.70255,
1989-04,2.70255,
1989-05,2.70255,
1989-06,2.70255,
1989-07,2.70255,
1989-08,2.70255,
1989-09,2.70255,
1989-10,2.70255,
1989-11,2.70255,
1989-12,2.70255,
1990-01,2.70255,
1990-02,2.70255,
1990-03,2.70255,
1990-04,2.70255,
1990-05,2.70255,
1990-06,2.70255,
1990-07,2.70255,
1990-08,2.70255,
1990-09,2.70255,
1990-10,2.70255,
1990-11,2.70255,
1990-12,2.70255,
1991-01,2.70255,
1991-02,2.70255,
1991-03,2.70255,
1991-04,2.70255,
1991-05,2.70255,
1991-06,2.70255,
1991-07,2.70255,
1991-08,2.70255,
1991-09,2.70255,
1991-10,2.70255,
1991-11,2.70255,
1991-12,2.70255,
1992-01,2.70255,
1992-02,2.70255,
1992-03,2.70255,
1992-04,2.70255,
1992-05,2.70255,
1992-06,2.70255,
1992-07,2.70255,
1992-08,2.70255,
1992-09,2.70255,
1992-10,2.70255,
1992-11,2.70255,
1992-12,2.70255,
1993-01,2.70255,
1993-02,2.70255,
1993-03,2.70255,
1993-04,2.70255,
1993-05,2.70255,
1993-06,2.70255,
1993-07,2.70255,
1993-08,2.70255,
1993-09,2.70255,
1993-10,2.70255,
1993-11,2.70255,
1993-12,2.70255,
1994-01,2.70255,
1994-02,2.70255,
1994-03,2.70255,
1994-04,2.70255,
1994-05,2.70255,
1994-06,2.70255,
1994-07,2.70255,
1994-08,2.70255,
1994-09,2.70255,
1994-10,2.70255,
1994-11,2.70255,
1994-12,2.70255,
1995-01,2.70255,
1995-02,2.70255,
1995-03,2.70255,
1995-04,2.70255,
1995-05,2.70255,
1995-06,2.70255,
1995-07,2.70255,
1995-08,2.70255,
1995-09,2.70255,
1995-10,2.70255,
1995-11,2.70255,
1995-12,2.70255,
1996-01,2.70255,
1996-02,2.70255,
1996-03,2.70255,
1996-04,2.70255,
1996-05,2.70255,
1996-06,2.70255,
1996-07,2.70255,
1996-08,2.70255,
1996-09,2.70255,
1996-10,2.70255,
1996-11,2.70255,
1996-12,2.70255,
1997-01,2.70255,
1997-02,2.70255,
1997-03,2.70255,
1997-04,2.70255,
1997-05,2.70255,
1997-06,2.70255,
1997-07,2.70255,
1997-08,2.70255,
1997-09,2.70255,
1997-10,2.70255,
1997-11,2.70255,
1997-12,2.70255,
1998-01,2.70255,
1998-02,2.70255,
1998-03,2.70255,
1998-04,2.70255,
1998-05,2.70255,
1998-06,2.70255,
1998-07,2.70255,
1998-08,2.70255,
1998-09,2.70255,
1998-10,2.70255,
1998-11,2.70255,
1998-12,2.70255,
1999-01,2.70255,
1999-02,2.70255,
1999-03,2.70255,
1999-04,2.70255,
1999-05,2.70255,
1999-06,2.70255,
1999-07,2.70255,
1999-08,2.70255,
1999-09,2.70255,
1999-10,2.70255,
1999-11,2.70255,
1999-12,2.70255,
2000-01,2.70255,
2000-02,2.70255,
2000-03,2.70255,
2000-04,2.70255,
2000-05,2.70255,
2000-06,2.70255,
2000-07,2.70255,
2000-08,2.70255,
2000-09,2.70255,
2000-10,2.70255,
2000-11,2.70255,
2000-12,2.70255,
2001-01,2.70255,
2001-02,2.70255,
2001-03,2.70255,
2001-04,2.70255,
2001-05,2.70255,
2001-06,2.70255,
2001-07,2.70255,
2001-08,2.70255,
2001-09,2.70255,
2001-10,2.70255,
2001-11,2.70255,
2001-12,2.70255,
2002-01,2.70255,
2002-02,2.70255,
2002-03,2.70255,
2002-04,2.70255,
2002-05,2.70255,
2002-06,2.70255,
2002-07,2.70255,
2002-08,2.70255,
2002-09,2.70255,
2002-10,2.70255,
2002-11,2.70255,
2002-12,2.70255,
2003-01,2.70255,
2003-02,2.70255,
2003-03,2.70255,
2003-04,2.70255,
2003-05,2.70255,
2003-06,2.70255,
2003-07,2.70255,
2003-08,2.70255,
2003-09,2.70255,
2003-10,2.70255,
2003-11,2.70255,
2003-12,2.70255,
2004-01,2.70255,
2004-02,2.70255,
2004-03,2.70255,
2004-04,2.70255,
2004-05,2.70255,
2004-06,2.70255,
2004-07,2.70255,
2004-08,2.70255,
2004-09,2.70255,
2004-10,2.70255,
2004-11,2.70255,
2004-12,2.70255,
2005-01,2.70255,
2005-02,2.70255,
2005-03,2.70255,
2005-04,2.70255,
2005-05,2.70255,
2005-06,2.70255,
2005-07,2.70255,
2005-08,2.70255,
2005-09,2.70255,
2005-10,2.70255,
2005-11,2.70255,
2005-12,2.70255,
2006-01,2.70255,
2006-02,2.70255,
2006-03,2.70255,
2006-04,2.70255,
2006-05,2.70255,
2006-06,2.70255,
2006-07,2.70255,
2006-08,2.70255,
2006-09,2.70255,
2006-10,2.70255,
2006-11,2.70255,
2006-12,2.70255,
2007-01,2.70255,
2007-02,2.70255,
2007-03,2.70255,
2007-04,2.70255,
2007-05,2.70255,
2007-06,2.70255,
2007-07,2.70255,
2007-08,2.70255,
2007-09,2.70255,
2007-10,2.70255,
2007-11,2.70255,
2007-12,2.70255,
2008-01,2.70255,
2008-02,2.70255,
2008-03,2.70255,
2008-04,2.70255,
2008-05,2.70255,
2008-06,2.70255,
2008-07,2.70255,
2008-08,2.70255,
2008-09,2.70255,
2008-10,2.70255,
2008-11,2.70255,
2008-12,2.70255,
2009-01,2.70255,
2009-02,2.70255,
2009-03,2.70255,
2009-04,2.70255,
2009-05,2.70255,
2009-06,2.70255,
2009-07,2.70255,
2009-08,2.70255,
2009-09,2.70255,
2009-10,2.70255,
2009-11,2.70255,
2009-12,2.70255,
2010-01,2.70255,
2010-02,2.70255,
2010-03,2.70255,
2010-04,2.70255,
2010-05,2.70255,
2010-06,2.70255,
2010-07,2.70255,
2010-08,2.70255,
2010-09,2.70255,
2010-10,2.70255,
2010-11,2.70255,
2010-12,2.70255,
2011-01,2.70255,
2011-02,2.70255,
2011-03,2.70255,
2011-04,2.70255,
2011-05,2.70255,
2011-06,2.70255,
2011-07,2.70255,
2011-08,2.70255,
2011-09,2.70255,
2011-10,2.70255,
2011-11,2.70255,
2011-12,2.70255,
2012-01,2.70255,
2012-02,2.70255,
2012-03,2.70255,
2012-04,2.70255,
2012-05,2.70255,
2012-06,2.70255,
2012-07,2.70255,
2012-08,2.70255,
2012-09,2.70255,
2012-10,2.70255,
2012-11,2.70255,
2012-12,2.70255,
2013-01,2.70255,
2013-02,2.70255,
2013-03,2.70255,
2013-04,2.70255,
2013-05,2.70255,
2013-06,2.70255,
2013-07,2.70255,
2013-08,2.70255,
2013-09,2.70255,
2013-10,2.70255,
2013-11,2.70255,
2013-12,2.70255,
2014-01,2.70255,
2014-02,2.70255,
2014-03,2.70255,
