"",BBK01.WX4207,BBK01.WX4207_FLAGS
"",Sales (=total purchases) of domestic and foreign shares,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:23,
2000-01,8647,
2000-02,35020,
2000-03,14171,
2000-04,11221,
2000-05,9978,
2000-06,15672,
2000-07,25658,
2000-08,11603,
2000-09,10757,
2000-10,12198,
2000-11,7706,
2000-12,-22170,
2001-01,17368,
2001-02,5431,
2001-03,-6805,
2001-04,13887,
2001-05,37815,
2001-06,619,
2001-07,9095,
2001-08,302,
2001-09,-6411,
2001-10,9518,
2001-11,2142,
2001-12,-296,
2002-01,5212,
2002-02,5413,
2002-03,-451,
2002-04,3423,
2002-05,8015,
2002-06,8259,
2002-07,7173,
2002-08,1134,
2002-09,-1770,
2002-10,3102,
2002-11,-130,
2002-12,-42,
2003-01,-2022,
2003-02,-4875,
2003-03,-1124,
2003-04,-7288,
2003-05,4780,
2003-06,11178,
2003-07,3856,
2003-08,258,
2003-09,-4386,
2003-10,3022,
2003-11,4154,
2003-12,4343,
2004-01,-4236,
2004-02,5877,
2004-03,-389,
2004-04,-1805,
2004-05,4628,
2004-06,992,
2004-07,-2016,
2004-08,-2106,
2004-09,-4507,
2004-10,2126,
2004-11,1564,
2004-12,-3445,
2005-01,-4426,
2005-02,4658,
2005-03,1723,
2005-04,-3212,
2005-05,3144,
2005-06,-440,
2005-07,1284,
2005-08,1656,
2005-09,2696,
2005-10,-703,
2005-11,28911,
2005-12,-2927,
2006-01,7037,
2006-02,4329,
2006-03,-3916,
2006-04,-7472,
2006-05,-2520,
2006-06,4750,
2006-07,-3432,
2006-08,3958,
2006-09,20829,
2006-10,-448,
2006-11,7670,
2006-12,-4509,
2007-01,-14298,
2007-02,5976,
2007-03,-4642,
2007-04,-4374,
2007-05,15428,
2007-06,899,
2007-07,-1918,
2007-08,-3209,
2007-09,-13644,
2007-10,13005,
2007-11,-2250,
2007-12,4018,
2008-01,-2197,
2008-02,328,
2008-03,-4365,
2008-04,-5703,
2008-05,-2082,
2008-06,163,
2008-07,128,
2008-08,1529,
2008-09,4957,
2008-10,-5782,
2008-11,-4602,
2008-12,-11826,
2009-01,6367,
2009-02,425,
2009-03,5581,
2009-04,1790,
2009-05,2235,
2009-06,5980,
2009-07,2512,
2009-08,1284,
2009-09,1694,
2009-10,-1069,
2009-11,2431,
2009-12,6750,
2010-01,1086,
2010-02,-122,
2010-03,6971,
2010-04,-2682,
2010-05,3245,
2010-06,11743,
2010-07,-7742,
2010-08,2059,
2010-09,724,
2010-10,14156,
2010-11,7734,
2010-12,595,
2011-01,3652,
2011-02,-4040,
2011-03,-2570,
2011-04,9319,
2011-05,10747,
2011-06,10148,
2011-07,-5975,
2011-08,-2668,
2011-09,-4213,
2011-10,1931,
2011-11,-1374,
2011-12,8761,
2012-01,-1380,
2012-02,-2085,
2012-03,3552,
2012-04,-984,
2012-05,3739,
2012-06,-8267,
2012-07,6027,
2012-08,-4128,
2012-09,2074,
2012-10,7991,
2012-11,1169,
2012-12,11456,
2013-01,4064,
2013-02,-1674,
2013-03,6213,
2013-04,102,
2013-05,10682,
2013-06,2296,
2013-07,7986,
2013-08,790,
2013-09,1609,
2013-10,1847,
2013-11,-1327,
2013-12,-2573,
2014-01,3931,
2014-02,-4284,
2014-03,5095,
2014-04,2250,
2014-05,9679,
2014-06,11395,
2014-07,3313,
2014-08,-1493,
2014-09,4725,
2014-10,-2000,
2014-11,-292,
2014-12,12445,
