"",BBK01.CEB01Q,BBK01.CEB01Q_FLAGS
"",Liabilities debtor: Non-financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:50,
1991-01,1582.2,
1991-04,1645.2,
1991-07,1670.9,
1991-10,1672.4,
1992-01,1739.1,
1992-04,1760.8,
1992-07,1698.7,
1992-10,1700.1,
1993-01,1769.8,
1993-04,1797.9,
1993-07,1863.3,
1993-10,1983.4,
1994-01,1996.0,
1994-04,1988.3,
1994-07,2004.9,
1994-10,2068.2,
1995-01,1966.6,
1995-04,2035.6,
1995-07,2075.2,
1995-10,2119.8,
1996-01,2185.8,
1996-04,2224.8,
1996-07,2247.5,
1996-10,2331.4,
1997-01,2470.7,
1997-04,2553.7,
1997-07,2603.0,
1997-10,2613.7,
1998-01,2872.1,
1998-04,3043.2,
1998-07,2785.3,
1998-10,2935.6,
1999-01,2970.9,
1999-04,2950.1,
1999-07,2837.7,
1999-10,3458.6,
2000-01,3496.8,
2000-04,3528.0,
2000-07,3480.1,
2000-10,3478.4,
2001-01,3370.8,
2001-04,3362.9,
2001-07,3258.6,
2001-10,3492.0,
2002-01,3524.8,
2002-04,3388.8,
2002-07,2983.2,
2002-10,2984.3,
2003-01,2918.5,
2003-04,3044.0,
2003-07,3048.2,
2003-10,3195.9,
2004-01,3212.5,
2004-04,3233.3,
2004-07,3198.4,
2004-10,3275.8,
2005-01,3303.2,
2005-04,3353.9,
2005-07,3404.9,
2005-10,3441.9,
2006-01,3607.2,
2006-04,3577.3,
2006-07,3606.7,
2006-10,3745.0,
2007-01,3870.6,
2007-04,4031.2,
2007-07,4066.1,
2007-10,4125.9,
2008-01,3901.0,
2008-04,3878.0,
2008-07,3792.8,
2008-10,3640.5,
2009-01,3559.7,
2009-04,3605.2,
2009-07,3694.6,
2009-10,3731.3,
2010-01,3782.0,
2010-04,3770.2,
2010-07,3802.6,
2010-10,3914.9,
2011-01,3879.0,
2011-04,3944.5,
2011-07,3650.0,
2011-10,3745.0,
2012-01,3926.5,
2012-04,3836.9,
2012-07,3984.5,
2012-10,4054.4,
2013-01,4159.4,
2013-04,4120.9,
2013-07,4228.6,
2013-10,4425.3,
2014-01,4428.8,
